Date Time, Water Level, Sigma, O, F, R, L, Quality 
2017-10-01 00:00,0.293,0.014,0,0,0,0,v
2017-10-01 00:06,0.291,0.018,0,0,0,0,v
2017-10-01 00:12,0.286,0.015,0,0,0,0,v
2017-10-01 00:18,0.285,0.012,0,0,0,0,v
2017-10-01 00:24,0.283,0.014,0,0,0,0,v
2017-10-01 00:30,0.279,0.013,0,0,0,0,v
2017-10-01 00:36,0.277,0.013,0,0,0,0,v
2017-10-01 00:42,0.275,0.013,0,0,0,0,v
2017-10-01 00:48,0.270,0.014,0,0,0,0,v
2017-10-01 00:54,0.269,0.016,0,0,0,0,v
2017-10-01 01:00,0.259,0.015,0,0,0,0,v
2017-10-01 01:06,0.255,0.011,0,0,0,0,v
2017-10-01 01:12,0.254,0.013,0,0,0,0,v
2017-10-01 01:18,0.248,0.015,0,0,0,0,v
2017-10-01 01:24,0.243,0.015,0,0,0,0,v
2017-10-01 01:30,0.236,0.014,0,0,0,0,v
2017-10-01 01:36,0.232,0.012,0,0,0,0,v
2017-10-01 01:42,0.228,0.013,0,0,0,0,v
2017-10-01 01:48,0.217,0.013,0,0,0,0,v
2017-10-01 01:54,0.213,0.013,0,0,0,0,v
2017-10-01 02:00,0.208,0.013,0,0,0,0,v
2017-10-01 02:06,0.206,0.013,0,0,0,0,v
2017-10-01 02:12,0.198,0.010,0,0,0,0,v
2017-10-01 02:18,0.192,0.011,0,0,0,0,v
2017-10-01 02:24,0.186,0.015,0,0,0,0,v
2017-10-01 02:30,0.182,0.014,0,0,0,0,v
2017-10-01 02:36,0.174,0.015,0,0,0,0,v
2017-10-01 02:42,0.161,0.014,0,0,0,0,v
2017-10-01 02:48,0.152,0.017,0,0,0,0,v
2017-10-01 02:54,0.145,0.012,0,0,0,0,v
2017-10-01 03:00,0.142,0.013,0,0,0,0,v
2017-10-01 03:06,0.138,0.012,0,0,0,0,v
2017-10-01 03:12,0.135,0.012,0,0,0,0,v
2017-10-01 03:18,0.128,0.012,0,0,0,0,v
2017-10-01 03:24,0.124,0.017,0,0,0,0,v
2017-10-01 03:30,0.114,0.013,0,0,0,0,v
2017-10-01 03:36,0.113,0.015,0,0,0,0,v
2017-10-01 03:42,0.108,0.014,0,0,0,0,v
2017-10-01 03:48,0.102,0.012,0,0,0,0,v
2017-10-01 03:54,0.099,0.014,0,0,0,0,v
2017-10-01 04:00,0.093,0.013,0,0,0,0,v
2017-10-01 04:06,0.088,0.013,0,0,0,0,v
2017-10-01 04:12,0.083,0.013,0,0,0,0,v
2017-10-01 04:18,0.078,0.012,0,0,0,0,v
2017-10-01 04:24,0.078,0.012,0,0,0,0,v
2017-10-01 04:30,0.072,0.014,0,0,0,0,v
2017-10-01 04:36,0.070,0.014,0,0,0,0,v
2017-10-01 04:42,0.063,0.011,0,0,0,0,v
2017-10-01 04:48,0.064,0.013,0,0,0,0,v
2017-10-01 04:54,0.061,0.012,0,0,0,0,v
2017-10-01 05:00,0.056,0.012,0,0,0,0,v
2017-10-01 05:06,0.056,0.012,0,0,0,0,v
2017-10-01 05:12,0.054,0.011,0,0,0,0,v
2017-10-01 05:18,0.056,0.011,0,0,0,0,v
2017-10-01 05:24,0.055,0.010,0,0,0,0,v
2017-10-01 05:30,0.053,0.011,0,0,0,0,v
2017-10-01 05:36,0.050,0.010,0,0,0,0,v
2017-10-01 05:42,0.053,0.013,0,0,0,0,v
2017-10-01 05:48,0.058,0.014,0,0,0,0,v
2017-10-01 05:54,0.061,0.014,0,0,0,0,v
2017-10-01 06:00,0.064,0.013,0,0,0,0,v
2017-10-01 06:06,0.068,0.014,0,0,0,0,v
2017-10-01 06:12,0.073,0.013,0,0,0,0,v
2017-10-01 06:18,0.075,0.014,0,0,0,0,v
2017-10-01 06:24,0.080,0.013,0,0,0,0,v
2017-10-01 06:30,0.078,0.013,0,0,0,0,v
2017-10-01 06:36,0.085,0.013,0,0,0,0,v
2017-10-01 06:42,0.088,0.014,0,0,0,0,v
2017-10-01 06:48,0.097,0.013,0,0,0,0,v
2017-10-01 06:54,0.102,0.013,0,0,0,0,v
2017-10-01 07:00,0.108,0.012,0,0,0,0,v
2017-10-01 07:06,0.116,0.014,0,0,0,0,v
2017-10-01 07:12,0.120,0.011,0,0,0,0,v
2017-10-01 07:18,0.131,0.011,0,0,0,0,v
2017-10-01 07:24,0.133,0.012,0,0,0,0,v
2017-10-01 07:30,0.139,0.010,0,0,0,0,v
2017-10-01 07:36,0.146,0.011,0,0,0,0,v
2017-10-01 07:42,0.158,0.010,0,0,0,0,v
2017-10-01 07:48,0.169,0.009,0,0,0,0,v
2017-10-01 07:54,0.174,0.010,0,0,0,0,v
2017-10-01 08:00,0.179,0.009,0,0,0,0,v
2017-10-01 08:06,0.185,0.008,0,0,0,0,v
2017-10-01 08:12,0.191,0.009,0,0,0,0,v
2017-10-01 08:18,0.198,0.010,0,0,0,0,v
2017-10-01 08:24,0.203,0.009,0,0,0,0,v
2017-10-01 08:30,0.213,0.011,0,0,0,0,v
2017-10-01 08:36,0.220,0.011,0,0,0,0,v
