Date Time, Water Level, Sigma, O, F, R, L, Quality 
2017-04-01 00:00,0.287,0.008,0,0,0,0,v
2017-04-01 00:06,0.290,0.007,0,0,0,0,v
2017-04-01 00:12,0.286,0.006,0,0,0,0,v
2017-04-01 00:18,0.287,0.006,0,0,0,0,v
2017-04-01 00:24,0.288,0.008,0,0,0,0,v
2017-04-01 00:30,0.291,0.007,0,0,0,0,v
2017-04-01 00:36,0.296,0.006,0,0,0,0,v
2017-04-01 00:42,0.302,0.005,0,0,0,0,v
2017-04-01 00:48,0.307,0.006,0,0,0,0,v
2017-04-01 00:54,0.310,0.007,0,0,0,0,v
2017-04-01 01:00,0.314,0.005,0,0,0,0,v
2017-04-01 01:06,0.316,0.006,0,0,0,0,v
2017-04-01 01:12,0.321,0.007,0,0,0,0,v
2017-04-01 01:18,0.328,0.007,0,0,0,0,v
2017-04-01 01:24,0.339,0.006,0,0,0,0,v
2017-04-01 01:30,0.350,0.006,0,0,0,0,v
2017-04-01 01:36,0.364,0.007,0,0,0,0,v
2017-04-01 01:42,0.378,0.006,0,0,0,0,v
2017-04-01 01:48,0.398,0.007,0,0,0,0,v
2017-04-01 01:54,0.412,0.005,0,0,0,0,v
2017-04-01 02:00,0.430,0.006,0,0,0,0,v
2017-04-01 02:06,0.445,0.007,0,0,0,0,v
2017-04-01 02:12,0.459,0.006,0,0,0,0,v
2017-04-01 02:18,0.475,0.007,0,0,0,0,v
2017-04-01 02:24,0.488,0.005,0,0,0,0,v
2017-04-01 02:30,0.499,0.006,0,0,0,0,v
2017-04-01 02:36,0.508,0.006,0,0,0,0,v
2017-04-01 02:42,0.520,0.007,0,0,0,0,v
2017-04-01 02:48,0.532,0.005,0,0,0,0,v
2017-04-01 02:54,0.542,0.005,0,0,0,0,v
2017-04-01 03:00,0.550,0.005,0,0,0,0,v
2017-04-01 03:06,0.557,0.005,0,0,0,0,v
2017-04-01 03:12,0.568,0.006,0,0,0,0,v
2017-04-01 03:18,0.582,0.006,0,0,0,0,v
2017-04-01 03:24,0.594,0.007,0,0,0,0,v
2017-04-01 03:30,0.606,0.006,0,0,0,0,v
2017-04-01 03:36,0.617,0.005,0,0,0,0,v
2017-04-01 03:42,0.627,0.006,0,0,0,0,v
2017-04-01 03:48,0.639,0.006,0,0,0,0,v
2017-04-01 03:54,0.646,0.006,0,0,0,0,v
2017-04-01 04:00,0.652,0.007,0,0,0,0,v
2017-04-01 04:06,0.663,0.007,0,0,0,0,v
2017-04-01 04:12,0.672,0.006,0,0,0,0,v
2017-04-01 04:18,0.679,0.005,0,0,0,0,v
2017-04-01 04:24,0.686,0.006,0,0,0,0,v
2017-04-01 04:30,0.694,0.006,0,0,0,0,v
2017-04-01 04:36,0.698,0.007,0,0,0,0,v
2017-04-01 04:42,0.705,0.007,0,0,0,0,v
2017-04-01 04:48,0.709,0.006,0,0,0,0,v
2017-04-01 04:54,0.715,0.007,0,0,0,0,v
2017-04-01 05:00,0.721,0.005,0,0,0,0,v
2017-04-01 05:06,0.726,0.007,0,0,0,0,v
2017-04-01 05:12,0.729,0.006,0,0,0,0,v
2017-04-01 05:18,0.735,0.007,0,0,0,0,v
2017-04-01 05:24,0.739,0.006,0,0,0,0,v
2017-04-01 05:30,0.740,0.005,0,0,0,0,v
2017-04-01 05:36,0.743,0.005,0,0,0,0,v
2017-04-01 05:42,0.744,0.005,0,0,0,0,v
2017-04-01 05:48,0.743,0.006,0,0,0,0,v
2017-04-01 05:54,0.741,0.006,0,0,0,0,v
2017-04-01 06:00,0.739,0.005,0,0,0,0,v
2017-04-01 06:06,0.736,0.006,0,0,0,0,v
2017-04-01 06:12,0.735,0.006,0,0,0,0,v
2017-04-01 06:18,0.731,0.008,0,0,0,0,v
2017-04-01 06:24,0.725,0.006,0,0,0,0,v
2017-04-01 06:30,0.724,0.006,0,0,0,0,v
2017-04-01 06:36,0.717,0.008,0,0,0,0,v
2017-04-01 06:42,0.715,0.006,0,0,0,0,v
2017-04-01 06:48,0.708,0.007,0,0,0,0,v
2017-04-01 06:54,0.709,0.006,0,0,0,0,v
2017-04-01 07:00,0.699,0.007,0,0,0,0,v
2017-04-01 07:06,0.694,0.010,0,0,0,0,v
2017-04-01 07:12,0.684,0.010,0,0,0,0,v
2017-04-01 07:18,0.674,0.009,0,0,0,0,v
2017-04-01 07:24,0.669,0.012,0,0,0,0,v
2017-04-01 07:30,0.661,0.011,0,0,0,0,v
2017-04-01 07:36,0.650,0.013,0,0,0,0,v
2017-04-01 07:42,0.638,0.012,0,0,0,0,v
2017-04-01 07:48,0.624,0.009,0,0,0,0,v
2017-04-01 07:54,0.616,0.008,0,0,0,0,v
2017-04-01 08:00,0.604,0.008,0,0,0,0,v
2017-04-01 08:06,0.593,0.009,0,0,0,0,v
2017-04-01 08:12,0.587,0.009,0,0,0,0,v
2017-04-01 08:18,0.576,0.011,0,0,0,0,v
2017-04-01 08:24,0.568,0.010,0,0,0,0,v
2017-04-01 08:30,0.554,0.010,0,0,0,0,v
2017-04-01 08:36,0.543,0.011,0,0,0,0,v
2017-04-01 08:42,0.533,0.012,0,0,0,0,v
2017-04-01 08:48,0.520,0.012,0,0,0,0,v
2017-04-01 08:54,0.512,0.011,0,0,0,0,v
2017-04-01 09:00,0.498,0.010,0,0,0,0,v
2017-04-01 09:06,0.490,0.008,0,0,0,0,v
2017-04-01 09:12,0.483,0.007,0,0,0,0,v
2017-04-01 09:18,0.475,0.007,0,0,0,0,v
2017-04-01 09:24,0.465,0.008,0,0,0,0,v
2017-04-01 09:30,0.456,0.008,0,0,0,0,v
2017-04-01 09:36,0.444,0.008,0,0,0,0,v
2017-04-01 09:42,0.436,0.007,0,0,0,0,v
2017-04-01 09:48,0.427,0.007,0,0,0,0,v
2017-04-01 09:54,0.415,0.007,0,0,0,0,v
2017-04-01 10:00,0.402,0.007,0,0,0,0,v
2017-04-01 10:06,0.392,0.009,0,0,0,0,v
2017-04-01 10:12,0.380,0.008,0,0,0,0,v
2017-04-01 10:18,0.373,0.008,0,0,0,0,v
2017-04-01 10:24,0.365,0.007,0,0,0,0,v
2017-04-01 10:30,0.356,0.007,0,0,0,0,v
2017-04-01 10:36,0.350,0.008,0,0,0,0,v
2017-04-01 10:42,0.345,0.007,0,0,0,0,v
2017-04-01 10:48,0.338,0.008,0,0,0,0,v
2017-04-01 10:54,0.332,0.008,0,0,0,0,v
2017-04-01 11:00,0.328,0.008,0,0,0,0,v
2017-04-01 11:06,0.324,0.007,0,0,0,0,v
2017-04-01 11:12,0.316,0.007,0,0,0,0,v
2017-04-01 11:18,0.307,0.008,0,0,0,0,v
2017-04-01 11:24,0.300,0.009,0,0,0,0,v
2017-04-01 11:30,0.292,0.008,0,0,0,0,v
2017-04-01 11:36,0.284,0.009,0,0,0,0,v
2017-04-01 11:42,0.276,0.009,0,0,0,0,v
2017-04-01 11:48,0.271,0.009,0,0,0,0,v
2017-04-01 11:54,0.262,0.010,0,0,0,0,v
2017-04-01 12:00,0.255,0.008,0,0,0,0,v
2017-04-01 12:06,0.247,0.010,0,0,0,0,v
2017-04-01 12:12,0.245,0.007,0,0,0,0,v
2017-04-01 12:18,0.237,0.010,0,0,0,0,v
2017-04-01 12:24,0.234,0.010,0,0,0,0,v
2017-04-01 12:30,0.234,0.009,0,0,0,0,v
2017-04-01 12:36,0.233,0.009,0,0,0,0,v
2017-04-01 12:42,0.227,0.008,0,0,0,0,v
2017-04-01 12:48,0.223,0.008,0,0,0,0,v
2017-04-01 12:54,0.223,0.009,0,0,0,0,v
2017-04-01 13:00,0.224,0.011,0,0,0,0,v
2017-04-01 13:06,0.225,0.008,0,0,0,0,v
2017-04-01 13:12,0.225,0.010,0,0,0,0,v
2017-04-01 13:18,0.225,0.008,0,0,0,0,v
2017-04-01 13:24,0.227,0.009,0,0,0,0,v
2017-04-01 13:30,0.236,0.008,0,0,0,0,v
2017-04-01 13:36,0.242,0.010,0,0,0,0,v
