"Id","5947dabbe4b0ad0ae18b263d","59301e07e4b02627b6d14a2e","59301e07e4b02627b6d14a31","59301e07e4b02627b6d14a34","59301e07e4b02627b6d14a2b","59301e07e4b02627b6d14a28","59301e06e4b02627b6d14a24","5947dabbe4b0ad0ae18b2640"
"Timestamp","xyle510/Dominion Power/NorthPoint/Campbell PakBus Logger/SondeData - Date","xyle510/Dominion Power/NorthPoint/Campbell PakBus Logger/SondeData - Depth","xyle510/Dominion Power/NorthPoint/Campbell PakBus Logger/SondeData - ODO","xyle510/Dominion Power/NorthPoint/Campbell PakBus Logger/SondeData - ODO Conc","xyle510/Dominion Power/NorthPoint/Campbell PakBus Logger/SondeData - Salinity","xyle510/Dominion Power/NorthPoint/Campbell PakBus Logger/SondeData - Sp Cond","xyle510/Dominion Power/NorthPoint/Campbell PakBus Logger/SondeData - Temp","xyle510/Dominion Power/NorthPoint/Campbell PakBus Logger/SondeData - Time"
"Units","","","","","","","",""
2017-06-01 08:56:41,,0,0,0,0,688.6,22.46,
2017-06-01 09:00:18,,0,0,0,0,689.9,22.46,
2017-06-01 09:15:18,,0,0,0,0,689.7,22.44,
2017-06-01 09:30:18,,0,0,0,0,688.8,22.46,
2017-06-01 09:45:18,,0,0,0,0,688.5,22.46,
2017-06-01 10:00:18,,0,0,0,0,688.5,22.45,
2017-06-01 10:15:18,,0,0,0,0,688.7,22.49,
2017-06-01 10:30:18,,0,0,0,0,688.7,22.52,
2017-06-01 10:45:18,,0,0,0,0,688.7,22.56,
2017-06-01 11:00:18,,0,0,0,0,688.8,22.58,
2017-06-01 11:15:18,,0,0,0,0,689,22.6,
2017-06-01 11:30:18,,0,0,0,0,689.2,22.65,
2017-06-01 11:45:18,,0,0,0,0,689.4,22.69,
2017-06-01 12:00:18,,0,0,0,0,689.7,22.74,
2017-06-01 12:15:18,,0,0,0,0,689.7,22.77,
2017-06-01 12:30:18,,0,0,0,0,689.9,22.81,
2017-06-01 12:45:18,,0,0,0,0,690,22.85,
2017-06-01 13:00:18,,0,0,0,0,690.2,22.88,
2017-06-01 13:15:18,,0,0,0,0,690.4,22.94,
2017-06-01 13:30:18,,0,0,0,0,690.6,22.97,
2017-06-01 13:45:18,,0,0,0,0,690.9,23.01,
2017-06-01 14:00:18,,0,0,0,0,691,23.04,
2017-06-01 14:15:18,,0,0,0,0,691.2,23.08,
2017-06-01 14:30:18,,0,0,0,0,691.5,23.11,
2017-06-01 14:45:18,,0,0,0,0,691.3,23.17,
2017-06-01 15:00:18,,0,0,0,0,691.5,23.18,
2017-06-01 15:15:18,,0,0,0,0,691.6,23.2,
2017-06-01 16:00:18,,0,0,0,0,692,23.24,
2017-06-01 16:15:18,,0,0,0,0,692.2,23.23,
2017-06-01 16:30:18,,0,0,0,0,692.2,23.25,
2017-06-01 16:45:18,,0,0,0,0,692.2,23.23,
2017-06-01 17:00:18,,0,0,0,0,692.1,23.2,
2017-06-01 17:15:18,,0,0,0,0,692.4,23.16,
2017-06-01 17:30:18,,0,0,0,0,694.9,23.1,
2017-06-01 17:45:18,,0,0,0,0,694.5,23.07,
2017-06-01 18:00:18,,0,0,0,0,694.4,23.02,
2017-06-01 18:15:18,,0,0,0,0,694,22.97,
2017-06-01 18:30:18,,0,0,0,0,694.1,22.89,
2017-06-01 18:45:18,,0,0,0,0,694.2,22.84,
2017-06-01 19:00:18,,0,0,0,0,693.6,22.81,
2017-06-01 19:15:18,,0,0,0,0,693.3,22.74,
2017-06-01 19:30:18,,0,0,0,0,693.2,22.69,
2017-06-01 19:45:18,,0,0,0,0,693.2,22.63,
2017-06-01 20:00:18,,0,0,0,0,693,22.58,
2017-06-01 20:15:18,,0,0,0,0,693.2,22.57,
2017-06-01 20:30:18,,0,0,0,0,693,22.59,
2017-06-01 20:45:18,,0,0,0,0,693.2,22.6,
2017-06-01 21:00:18,,0,0,0,0,693.1,22.62,
2017-06-01 21:15:18,,0,0,0,0,693.1,22.64,
2017-06-01 21:30:18,,0,0,0,0,693.2,22.65,
2017-06-01 21:45:18,,0,0,0,0,693.3,22.66,
2017-06-01 22:00:18,,0,0,0,0,693.3,22.68,
2017-06-01 22:15:18,,0,0,0,0,693.2,22.71,
2017-06-01 22:30:18,,0,0,0,0,693.4,22.71,
2017-06-01 22:45:18,,0,0,0,0,693.7,22.69,
2017-06-01 23:00:18,,0,0,0,0,693.6,22.69,
2017-06-01 23:15:18,,0,0,0,0,693.5,22.71,
2017-06-01 23:30:18,,0,0,0,0,693.4,22.7,
2017-06-01 23:45:18,,0,0,0,0,693.6,22.68,
2017-06-02 00:00:18,,0,0,0,0,693.6,22.67,
2017-06-02 00:15:18,,0,0,0,0,693.7,22.65,
2017-06-02 00:30:18,,0,0,0,0,693.6,22.67,
2017-06-02 00:45:18,,0,0,0,0,693.6,22.65,
2017-06-02 01:00:18,,0,0,0,0,693.6,22.64,
2017-06-02 01:15:18,,0,0,0,0,693.9,22.61,
2017-06-02 01:30:18,,0,0,0,0,693.8,22.62,
2017-06-02 01:45:18,,0,0,0,0,693.7,22.61,
2017-06-02 02:00:18,,0,0,0,0,693.7,22.62,
2017-06-02 02:15:18,,0,0,0,0,693.7,22.6,
2017-06-02 02:30:18,,0,0,0,0,693.7,22.59,
2017-06-02 02:45:18,,0,0,0,0,693.8,22.57,
2017-06-02 03:00:18,,0,0,0,0,694,22.54,
2017-06-02 03:15:18,,0,0,0,0,693.9,22.55,
2017-06-02 03:30:18,,0,0,0,0,694.2,22.51,
2017-06-02 03:45:18,,0,0,0,0,693.8,22.53,
2017-06-02 04:00:18,,0,0,0,0,694,22.5,
2017-06-02 04:15:18,,0,0,0,0,694,22.48,
2017-06-02 04:30:18,,0,0,0,0,694.1,22.46,
2017-06-02 04:45:18,,0,0,0,0,694.2,22.46,
2017-06-02 05:00:18,,0,0,0,0,694.2,22.44,
2017-06-02 05:15:18,,0,0,0,0,694.1,22.43,
2017-06-02 05:30:18,,0,0,0,0,694.1,22.42,
2017-06-02 05:45:18,,0,0,0,0,694.1,22.41,
2017-06-02 06:00:18,,0,0,0,0,694.1,22.4,
2017-06-02 06:15:18,,0,0,0,0,694.1,22.4,
2017-06-02 06:30:18,,0,0,0,0,697.2,22.38,
2017-06-02 06:45:18,,0,0,0,0,699.7,22.38,
2017-06-02 07:00:18,,0,0,0,0,701.7,22.38,
2017-06-02 07:15:18,,0,0,0,0,703.7,22.3,
2017-06-02 07:30:18,,0,0,0,0,704.1,22.28,
2017-06-02 08:45:18,,0,0,0,0,704.6,22.26,
2017-06-02 09:00:18,,0,0,0,0,704.8,22.21,
2017-06-02 09:15:18,,0,0,0,0,704.7,22.21,
2017-06-02 09:30:18,,0,0,0,0,704.7,22.23,
2017-06-02 09:45:18,,0,0,0,0,704,22.2,
2017-06-02 10:00:18,,0,0,0,0,703.8,22.24,
2017-06-02 10:15:18,,0,0,0,0,703.3,22.22,
2017-06-02 10:30:18,,0,0,0,0,703.2,22.25,
2017-06-02 10:45:18,,0,0,0,0,703,22.24,
2017-06-02 11:00:18,,0,0,0,0,702.6,22.25,
2017-06-02 11:15:18,,0,0,0,0,702.2,22.25,
2017-06-02 11:30:18,,0,0,0,0,701.6,22.25,
2017-06-02 11:45:18,,0,0,0,0,701.4,22.25,
2017-06-02 12:00:18,,0,0,0,0,701.3,22.26,
2017-06-02 12:15:18,,0,0,0,0,701.3,22.27,
2017-06-02 12:30:18,,0,0,0,0,701.3,22.27,
2017-06-02 12:45:18,,0,0,0,0,701.3,22.29,
2017-06-02 13:00:18,,0,0,0,0,701.3,22.31,
2017-06-02 13:15:18,,0,0,0,0,701.3,22.32,
2017-06-02 13:30:18,,0,0,0,0,701.4,22.34,
2017-06-02 13:45:18,,0,0,0,0,701.3,22.36,
2017-06-02 14:00:18,,0,0,0,0,701.3,22.33,
2017-06-02 14:15:18,,0,0,0,0,701.6,22.29,
2017-06-02 14:30:18,,0,0,0,0,701.2,22.27,
2017-06-02 14:45:18,,0,0,0,0,701.3,22.23,
2017-06-02 15:00:18,,0,0,0,0,701.6,22.18,
2017-06-02 15:15:18,,0,0,0,0,701.5,22.16,
2017-06-02 15:30:18,,0,0,0,0,701.5,22.19,
2017-06-02 15:45:18,,0,0,0,0,701.6,22.23,
2017-06-02 16:00:18,,0,0,0,0,701.6,22.21,
2017-06-02 16:15:18,,0,0,0,0,701.8,22.23,
2017-06-02 16:30:18,,0,0,0,0,702,22.24,
2017-06-02 16:45:18,,0,0,0,0,701.9,22.23,
2017-06-02 17:00:18,,0,0,0,0,701.9,22.24,
2017-06-02 17:15:18,,0,0,0,0,702,22.24,
2017-06-02 17:30:18,,0,0,0,0,702.1,22.25,
2017-06-02 17:45:18,,0,0,0,0,702.7,22.21,
2017-06-02 18:00:18,,0,0,0,0,702.9,22.2,
2017-06-02 18:15:18,,0,0,0,0,702.6,22.22,
2017-06-02 18:30:18,,0,0,0,0,702.8,22.21,
2017-06-02 18:45:18,,0,0,0,0,702.9,22.2,
2017-06-02 19:00:18,,0,0,0,0,702.8,22.19,
2017-06-02 19:15:18,,0,0,0,0,703.2,22.16,
2017-06-02 19:30:18,,0,0,0,0,703.1,22.16,
2017-06-02 19:45:18,,0,0,0,0,703.2,22.13,
2017-06-02 20:00:18,,0,0,0,0,703.1,22.16,
2017-06-02 20:15:18,,0,0,0,0,703.3,22.18,
2017-06-02 20:30:18,,0,0,0,0,703.4,22.18,
2017-06-02 20:45:18,,0,0,0,0,703.6,22.2,
2017-06-02 21:00:18,,0,0,0,0,703.7,22.21,
2017-06-02 21:15:18,,0,0,0,0,703.6,22.24,
2017-06-02 21:30:18,,0,0,0,0,703.8,22.27,
2017-06-02 21:45:18,,0,0,0,0,703.8,22.27,
2017-06-02 22:00:18,,0,0,0,0,704,22.28,
2017-06-02 22:15:18,,0,0,0,0,704.1,22.3,
2017-06-02 22:30:18,,0,0,0,0,704.2,22.32,
2017-06-02 22:45:18,,0,0,0,0,704.2,22.32,
2017-06-02 23:00:18,,0,0,0,0,704.3,22.31,
2017-06-02 23:15:18,,0,0,0,0,704.4,22.31,
2017-06-02 23:30:18,,0,0,0,0,704.3,22.34,
2017-06-02 23:45:18,,0,0,0,0,704.6,22.33,
2017-06-03 00:00:18,,0,0,0,0,704.7,22.33,
2017-06-03 00:15:18,,0,0,0,0,704.7,22.33,
2017-06-03 00:30:18,,0,0,0,0,705,22.3,
2017-06-03 00:45:18,,0,0,0,0,704.9,22.32,
2017-06-03 01:00:18,,0,0,0,0,705,22.33,
2017-06-03 01:15:18,,0,0,0,0,705,22.32,
2017-06-03 01:30:18,,0,0,0,0,705.3,22.3,
2017-06-03 01:45:18,,0,0,0,0,705.2,22.3,
2017-06-03 02:00:18,,0,0,0,0,705.3,22.29,
2017-06-03 02:15:18,,0,0,0,0,705.3,22.29,
2017-06-03 02:30:18,,0,0,0,0,705.4,22.28,
2017-06-03 02:45:18,,0,0,0,0,705.6,22.28,
2017-06-03 03:00:18,,0,0,0,0,706,22.24,
2017-06-03 03:15:18,,0,0,0,0,705.7,22.25,
2017-06-03 03:30:18,,0,0,0,0,705.6,22.24,
2017-06-03 03:45:18,,0,0,0,0,705.8,22.23,
2017-06-03 04:00:18,,0,0,0,0,705.9,22.2,
2017-06-03 04:15:18,,0,0,0,0,706,22.19,
2017-06-03 04:30:18,,0,0,0,0,706.2,22.17,
2017-06-03 04:45:18,,0,0,0,0,706.1,22.18,
2017-06-03 05:00:18,,0,0,0,0,706,22.17,
2017-06-03 05:15:18,,0,0,0,0,706.2,22.13,
2017-06-03 05:30:18,,0,0,0,0,706.7,22.09,
2017-06-03 05:45:18,,0,0,0,0,706,22.12,
2017-06-03 06:00:18,,0,0,0,0,706.4,22.09,
2017-06-03 06:15:18,,0,0,0,0,706.4,22.07,
2017-06-03 06:30:18,,0,0,0,0,706.2,22.08,
2017-06-03 06:45:18,,0,0,0,0,706.4,22.04,
2017-06-03 07:00:18,,0,0,0,0,706.3,22.03,
2017-06-03 07:15:18,,0,0,0,0,706.3,22.04,
2017-06-03 07:30:18,,0,0,0,0,706.4,22.01,
2017-06-03 07:45:18,,0,0,0,0,706.3,22.03,
2017-06-03 08:00:18,,0,0,0,0,706.3,22.01,
2017-06-03 08:15:18,,0,0,0,0,706.5,22.01,
2017-06-03 08:30:18,,0,0,0,0,706.6,22.01,
2017-06-03 08:45:18,,0,0,0,0,706.4,22.04,
2017-06-03 09:00:18,,0,0,0,0,706.7,22.05,
2017-06-03 09:15:18,,0,0,0,0,706.7,22.05,
2017-06-03 09:30:18,,0,0,0,0,706.7,22.07,
2017-06-03 09:45:18,,0,0,0,0,706.9,22.11,
2017-06-03 10:00:18,,0,0,0,0,707.1,22.14,
2017-06-03 10:15:18,,0,0,0,0,707.1,22.14,
2017-06-03 10:30:18,,0,0,0,0,707.2,22.17,
2017-06-03 10:45:18,,0,0,0,0,707.5,22.21,
2017-06-03 11:00:18,,0,0,0,0,707.5,22.26,
2017-06-03 11:15:18,,0,0,0,0,707.5,22.31,
2017-06-03 11:30:18,,0,0,0,0,707.6,22.37,
2017-06-03 11:45:18,,0,0,0,0,707.8,22.43,
2017-06-03 12:00:18,,0,0,0,0,707.9,22.49,
2017-06-03 12:15:18,,0,0,0,0,708.1,22.55,
2017-06-03 12:30:18,,0,0,0,0,708.3,22.62,
2017-06-03 12:45:18,,0,0,0,0,708.3,22.68,
2017-06-03 13:00:18,,0,0,0,0,708.4,22.75,
2017-06-03 13:15:18,,0,0,0,0,708.5,22.82,
2017-06-03 13:30:18,,0,0,0,0,708.6,22.88,
2017-06-03 13:45:18,,0,0,0,0,708.6,22.93,
2017-06-03 14:00:18,,0,0,0,0,708.7,22.97,
2017-06-03 14:15:18,,0,0,0,0,708.7,23.01,
2017-06-03 14:30:18,,0,0,0,0,708.6,23.05,
2017-06-03 14:45:18,,0,0,0,0,708.7,23.09,
2017-06-03 15:00:18,,0,0,0,0,708.8,23.12,
2017-06-03 15:15:18,,0,0,0,0,708.9,23.16,
2017-06-03 15:30:18,,0,0,0,0,709.1,23.19,
2017-06-03 15:45:18,,0,0,0,0,709.1,23.21,
2017-06-03 16:00:18,,0,0,0,0,709,23.22,
2017-06-03 16:15:18,,0,0,0,0,709.3,23.21,
2017-06-03 16:30:18,,0,0,0,0,709.2,23.22,
2017-06-03 16:45:18,,0,0,0,0,709,23.23,
2017-06-03 17:00:18,,0,0,0,0,709.2,23.25,
2017-06-03 17:15:18,,0,0,0,0,709.4,23.26,
2017-06-03 17:30:18,,0,0,0,0,709.2,23.3,
2017-06-03 17:45:18,,0,0,0,0,709.2,23.32,
2017-06-03 18:00:18,,0,0,0,0,709.3,23.35,
2017-06-03 18:15:18,,0,0,0,0,709.4,23.38,
2017-06-03 18:30:18,,0,0,0,0,709.4,23.4,
2017-06-03 18:45:18,,0,0,0,0,709.6,23.42,
2017-06-03 19:00:18,,0,0,0,0,709.8,23.41,
2017-06-03 19:15:18,,0,0,0,0,709.6,23.42,
2017-06-03 19:30:18,,0,0,0,0,709.8,23.38,
2017-06-03 19:45:18,,0,0,0,0,709.6,23.37,
2017-06-03 20:00:18,,0,0,0,0,709.5,23.32,
2017-06-03 20:15:18,,0,0,0,0,709.7,23.27,
2017-06-03 20:30:18,,0,0,0,0,709.4,23.23,
2017-06-03 20:45:18,,0,0,0,0,709.5,23.17,
2017-06-03 21:00:18,,0,0,0,0,709.5,23.13,
2017-06-03 21:15:18,,0,0,0,0,709.5,23.06,
2017-06-03 21:30:18,,0,0,0,0,709.2,23,
2017-06-03 21:45:18,,0,0,0,0,709.1,22.94,
2017-06-03 22:00:18,,0,0,0,0,709.4,22.84,
2017-06-03 22:15:18,,0,0,0,0,709.2,22.8,
2017-06-03 22:30:18,,0,0,0,0,709.1,22.72,
2017-06-03 22:45:18,,0,0,0,0,709.1,22.64,
2017-06-03 23:00:18,,0,0,0,0,708.6,22.64,
2017-06-03 23:15:18,,0,0,0,0,708.4,22.63,
2017-06-03 23:30:18,,0,0,0,0,708,22.62,
2017-06-03 23:45:18,,0,0,0,0,708,22.6,
2017-06-04 00:00:18,,0,0,0,0,707.9,22.6,
2017-06-04 00:15:18,,0,0,0,0,707.9,22.59,
2017-06-04 00:30:18,,0,0,0,0,707.7,22.55,
2017-06-04 00:45:18,,0,0,0,0,707.7,22.56,
2017-06-04 01:00:18,,0,0,0,0,707.3,22.55,
2017-06-04 01:15:18,,0,0,0,0,707.4,22.52,
2017-06-04 01:30:18,,0,0,0,0,707.3,22.52,
2017-06-04 01:45:18,,0,0,0,0,707.1,22.49,
2017-06-04 02:00:18,,0,0,0,0,707.1,22.48,
2017-06-04 02:15:18,,0,0,0,0,706.9,22.47,
2017-06-04 02:30:18,,0,0,0,0,707,22.46,
2017-06-04 02:45:18,,0,0,0,0,706.8,22.46,
2017-06-04 03:00:18,,0,0,0,0,706.6,22.45,
2017-06-04 03:15:18,,0,0,0,0,706.7,22.43,
2017-06-04 03:30:18,,0,0,0,0,706.5,22.43,
2017-06-04 03:45:18,,0,0,0,0,706.5,22.4,
2017-06-04 04:00:18,,0,0,0,0,706.4,22.39,
2017-06-04 04:15:18,,0,0,0,0,706.8,22.36,
2017-06-04 04:30:18,,0,0,0,0,706.2,22.38,
2017-06-04 04:45:18,,0,0,0,0,706.2,22.34,
2017-06-04 05:00:18,,0,0,0,0,705.8,22.36,
2017-06-04 05:15:18,,0,0,0,0,705.8,22.34,
2017-06-04 05:30:18,,0,0,0,0,706.1,22.31,
2017-06-04 05:45:18,,0,0,0,0,705.6,22.33,
2017-06-04 06:00:18,,0,0,0,0,705.5,22.31,
2017-06-04 06:15:18,,0,0,0,0,705.3,22.3,
2017-06-04 06:30:18,,0,0,0,0,705.1,22.3,
2017-06-04 06:45:18,,0,0,0,0,705.1,22.28,
2017-06-04 07:00:18,,0,0,0,0,705.1,22.26,
2017-06-04 07:15:18,,0,0,0,0,704.7,22.28,
2017-06-04 07:30:18,,0,0,0,0,704.8,22.27,
2017-06-04 07:45:18,,0,0,0,0,705.1,22.25,
2017-06-04 08:00:18,,0,0,0,0,704.7,22.25,
2017-06-04 08:15:18,,0,0,0,0,704.6,22.23,
2017-06-04 08:30:18,,0,0,0,0,704.5,22.25,
2017-06-04 08:45:18,,0,0,0,0,704.6,22.23,
2017-06-04 09:00:18,,0,0,0,0,704.8,22.19,
2017-06-04 09:15:18,,0,0,0,0,704.6,22.18,
2017-06-04 09:30:18,,0,0,0,0,704.8,22.16,
2017-06-04 09:45:18,,0,0,0,0,704.4,22.2,
2017-06-04 10:00:18,,0,0,0,0,704.3,22.19,
2017-06-04 10:15:18,,0,0,0,0,704.3,22.17,
2017-06-04 10:30:18,,0,0,0,0,704.4,22.17,
2017-06-04 10:45:18,,0,0,0,0,704.3,22.16,
2017-06-04 11:00:18,,0,0,0,0,704.5,22.14,
2017-06-04 11:15:18,,0,0,0,0,704.2,22.17,
2017-06-04 11:30:18,,0,0,0,0,704.1,22.18,
2017-06-04 11:45:18,,0,0,0,0,704.7,22.15,
2017-06-04 12:00:18,,0,0,0,0,704.4,22.18,
2017-06-04 12:15:18,,0,0,0,0,704.4,22.21,
2017-06-04 12:30:18,,0,0,0,0,704.4,22.23,
2017-06-04 12:45:18,,0,0,0,0,704.5,22.25,
2017-06-04 13:00:18,,0,0,0,0,704.3,22.27,
2017-06-04 13:15:18,,0,0,0,0,704.4,22.28,
2017-06-04 13:30:18,,0,0,0,0,704.8,22.3,
2017-06-04 13:45:18,,0,0,0,0,704.7,22.32,
2017-06-04 14:00:18,,0,0,0,0,704.7,22.34,
2017-06-04 14:15:18,,0,0,0,0,704.9,22.38,
2017-06-04 14:30:18,,0,0,0,0,705.2,22.44,
2017-06-04 14:45:18,,0,0,0,0,705.3,22.49,
2017-06-04 15:00:18,,0,0,0,0,705.4,22.54,
2017-06-04 15:15:18,,0,0,0,0,705.4,22.58,
2017-06-04 15:30:18,,0,0,0,0,705.7,22.64,
2017-06-04 15:45:18,,0,0,0,0,705.7,22.68,
2017-06-04 16:00:18,,0,0,0,0,705.9,22.71,
2017-06-04 16:15:18,,0,0,0,0,706,22.73,
2017-06-04 16:30:18,,0,0,0,0,706.2,22.74,
2017-06-04 16:45:18,,0,0,0,0,706.3,22.79,
2017-06-04 17:00:18,,0,0,0,0,706.3,22.82,
2017-06-04 17:15:18,,0,0,0,0,706.5,22.84,
2017-06-04 17:30:18,,0,0,0,0,706.8,22.85,
2017-06-04 17:45:18,,0,0,0,0,706.9,22.89,
2017-06-04 18:00:18,,0,0,0,0,706.7,22.92,
2017-06-04 18:15:18,,0,0,0,0,706.8,22.95,
2017-06-04 18:30:18,,0,0,0,0,706.9,22.95,
2017-06-04 18:45:18,,0,0,0,0,706.9,22.96,
2017-06-04 19:00:18,,0,0,0,0,707,22.98,
2017-06-04 19:15:18,,0,0,0,0,707.5,22.93,
2017-06-04 19:30:18,,0,0,0,0,707.1,22.95,
2017-06-04 19:45:18,,0,0,0,0,706.8,22.94,
2017-06-04 20:00:18,,0,0,0,0,706.8,22.9,
2017-06-04 20:15:18,,0,0,0,0,706.9,22.85,
2017-06-04 20:30:18,,0,0,0,0,706.7,22.82,
2017-06-04 20:45:18,,0,0,0,0,706.7,22.76,
2017-06-04 21:00:18,,0,0,0,0,706.6,22.71,
2017-06-04 21:15:18,,0,0,0,0,706.4,22.66,
2017-06-04 21:30:18,,0,0,0,0,706.5,22.59,
2017-06-04 21:45:18,,0,0,0,0,706.5,22.52,
2017-06-04 22:00:18,,0,0,0,0,706.1,22.52,
2017-06-04 22:15:18,,0,0,0,0,706.8,22.48,
2017-06-04 22:30:18,,0,0,0,0,707,22.49,
2017-06-04 22:45:18,,0,0,0,0,706.9,22.5,
2017-06-04 23:00:18,,0,0,0,0,707.1,22.47,
2017-06-04 23:15:18,,0,0,0,0,706.9,22.48,
2017-06-04 23:30:18,,0,0,0,0,706.9,22.49,
2017-06-04 23:45:18,,0,0,0,0,707,22.47,
2017-06-05 00:00:18,,0,0,0,0,707.3,22.43,
2017-06-05 00:15:18,,0,0,0,0,707.1,22.44,
2017-06-05 00:30:18,,0,0,0,0,707.6,22.42,
2017-06-05 00:45:18,,0,0,0,0,707.1,22.45,
2017-06-05 01:00:18,,0,0,0,0,707.4,22.43,
2017-06-05 01:15:18,,0,0,0,0,707.3,22.42,
2017-06-05 01:30:18,,0,0,0,0,707.1,22.42,
2017-06-05 01:45:18,,0,0,0,0,707.3,22.41,
2017-06-05 02:00:18,,0,0,0,0,707.3,22.42,
2017-06-05 02:15:18,,0,0,0,0,707.2,22.41,
2017-06-05 02:30:18,,0,0,0,0,707.5,22.39,
2017-06-05 02:45:18,,0,0,0,0,707.5,22.38,
2017-06-05 03:00:18,,0,0,0,0,707.3,22.4,
2017-06-05 03:15:18,,0,0,0,0,707.5,22.39,
2017-06-05 03:30:18,,0,0,0,0,707.5,22.39,
2017-06-05 03:45:18,,0,0,0,0,707.4,22.39,
2017-06-05 04:00:18,,0,0,0,0,707.6,22.38,
2017-06-05 04:15:18,,0,0,0,0,707.7,22.36,
2017-06-05 04:30:18,,0,0,0,0,707.7,22.39,
2017-06-05 04:45:18,,0,0,0,0,707.6,22.38,
2017-06-05 05:00:18,,0,0,0,0,707.6,22.38,
2017-06-05 05:15:18,,0,0,0,0,707.9,22.36,
2017-06-05 05:30:18,,0,0,0,0,707.8,22.37,
2017-06-05 05:45:18,,0,0,0,0,707.8,22.36,
2017-06-05 06:00:18,,0,0,0,0,707.9,22.38,
2017-06-05 06:15:18,,0,0,0,0,707.8,22.38,
2017-06-05 06:30:18,,0,0,0,0,708.1,22.36,
2017-06-05 06:45:18,,0,0,0,0,708.1,22.34,
2017-06-05 07:00:18,,0,0,0,0,707.9,22.35,
2017-06-05 07:15:18,,0,0,0,0,707.8,22.35,
2017-06-05 07:30:18,,0,0,0,0,707.9,22.36,
2017-06-05 07:45:18,,0,0,0,0,707.9,22.35,
2017-06-05 08:00:18,,0,0,0,0,708.1,22.32,
2017-06-05 08:15:18,,0,0,0,0,708.1,22.29,
2017-06-05 08:30:18,,0,0,0,0,707.5,22.2,
2017-06-05 08:45:18,,0,0,0,0,707.7,22.22,
2017-06-05 09:00:18,,0,0,0,0,708,22.25,
2017-06-05 09:11:44,,0,0,0,0,709.3,22.26,
2017-06-05 09:15:18,,0,0,0,0,708.6,22.27,
2017-06-05 09:30:18,,0,0,0,0,707.7,22.24,
2017-06-15 16:15:37,,2.031,1.02,1.184,31.76,7999,7999,
2017-06-15 16:30:37,,2.028,1.02,1.186,31.69,7999,7999,
2017-06-15 16:45:37,,2.027,1.02,1.182,31.5,7999,7999,
2017-06-15 17:00:38,,2.024,1.02,1.181,31.35,7999,7999,
2017-06-15 17:15:38,,2.023,1.02,1.177,31.19,7999,7999,
2017-06-15 17:30:38,,2.023,1.02,1.176,31.08,7999,7999,
2017-06-15 17:45:37,,2.024,1.02,1.177,30.96,7999,7999,
2017-06-15 18:00:37,,2.026,1.02,1.173,30.81,7999,7999,
2017-06-15 18:15:38,,2.029,1.02,1.171,30.72,7999,7999,
2017-06-15 18:30:38,,2.032,1.02,1.171,30.59,7999,7999,
2017-06-15 18:45:37,,2.035,1.03,1.169,30.39,7999,7999,
2017-06-15 19:00:37,,2.04,1.03,1.165,29.97,7999,7999,
2017-06-15 19:15:37,,2.041,1.03,1.16,29.64,7999,7999,
2017-06-15 19:30:37,,2.046,1.03,1.157,29.34,7999,7999,
2017-06-15 19:45:37,,2.05,1.04,1.153,29.17,7999,7999,
2017-06-15 20:00:37,,2.051,1.04,1.15,28.86,7999,7999,
2017-06-15 20:15:37,,2.052,1.04,1.147,28.71,7999,7999,
2017-06-15 20:30:37,,2.054,1.04,1.145,28.47,7999,7999,
2017-06-15 20:45:37,,2.054,1.04,1.14,28.25,7999,7999,
2017-06-15 21:00:37,,2.053,1.04,1.138,28,7999,7999,
2017-06-15 21:15:37,,2.053,1.04,1.135,27.77,7999,7999,
2017-06-15 21:30:38,,2.055,1.04,1.132,27.48,7999,7999,
2017-06-15 21:45:38,,2.058,1.04,1.133,27.32,7999,7999,
2017-06-15 22:00:37,,2.05,1.04,1.129,27.17,7999,7999,
2017-06-15 22:15:37,,2.05,1.04,1.125,27.08,7999,7999,
2017-06-15 22:30:37,,2.051,1.04,1.124,27,7999,7999,
2017-06-15 22:45:37,,2.051,1.04,1.124,26.82,7999,7999,
2017-06-15 23:00:37,,2.049,1.04,1.124,26.64,738,7999,
2017-06-15 23:15:37,,2.043,1.04,1.123,26.59,2238,7999,
2017-06-15 23:30:37,,2.039,1.04,1.121,26.49,3738,7999,
2017-06-15 23:45:37,,2.04,1.04,1.117,26.3,5238,7999,
2017-06-16 00:00:37,,2.043,1.04,1.116,25.97,7999,7999,
2017-06-16 00:15:37,,2.043,1.04,1.113,25.81,7999,7999,
2017-06-16 00:30:37,,2.047,1.04,1.112,25.72,7999,7999,
2017-06-16 00:45:37,,2.047,1.04,1.107,25.62,7999,7999,
2017-06-16 01:00:38,,2.05,1.04,1.108,25.57,7999,7999,
2017-06-16 01:15:38,,2.051,1.04,1.108,25.51,7999,7999,
2017-06-16 01:30:37,,2.055,1.05,1.109,25.43,7999,7999,
2017-06-16 01:45:38,,2.057,1.05,1.109,25.35,7999,7999,
2017-06-16 02:00:38,,2.043,1.04,1.107,25.24,7999,7999,
2017-06-16 02:15:38,,2.037,1.04,1.105,25.1,7999,7999,
2017-06-16 02:30:38,,2.036,1.04,1.102,25,7999,7999,
2017-06-16 02:45:37,,2.036,1.04,1.101,24.95,7999,7999,
2017-06-16 03:00:38,,2.038,1.04,1.101,24.91,7999,7999,
2017-06-16 03:15:37,,2.04,1.04,1.1,24.89,7999,7999,
2017-06-16 03:30:38,,2.041,1.04,1.099,24.88,7999,7999,
