Customer:,Dominion - Cove Point,,,,,,
Exported parameters:,YSI 6 Series/Temp,YSI 6 Series/SpCond,YSI 6 Series/Salinity,YSI 6 Series/Depth,YSI 6 Series/ODO%,YSI 6 Series/ODO Conc,
4/19/2017,12:30,16.54999924,2.328000069,1.200000048,1.583999991,101.1999969,9.800000191
4/19/2017,12:45,16.64999962,2.332000017,1.200000048,1.587000012,102.0999985,9.869999886
4/19/2017,13:00,16.81999969,2.328999996,1.200000048,1.585999966,103.5,9.970000267
4/19/2017,13:15,17.01000023,2.33100009,1.200000048,1.587000012,104.4000015,10.02000046
4/19/2017,13:30,17.07999992,2.332999945,1.210000038,1.587000012,105.3000031,10.07999992
4/19/2017,13:45,17.15999985,2.334000111,1.210000038,1.583999991,105.8000031,10.11999989
4/19/2017,14:00,17.17000008,2.334000111,1.210000038,1.580000043,106.3000031,10.15999985
4/19/2017,14:15,17.19000053,2.334000111,1.210000038,1.583999991,106.1999969,10.14999962
4/19/2017,14:30,17.17000008,2.335000038,1.210000038,1.582000017,106.3000031,10.17000008
4/19/2017,14:45,17.10000038,2.335999966,1.210000038,1.58099997,106.1999969,10.17000008
4/19/2017,15:00,17.04000092,2.335999966,1.210000038,1.582000017,106.3000031,10.18999958
4/19/2017,15:15,17,2.335999966,1.210000038,1.582999945,106.3000031,10.19999981
4/19/2017,15:30,17.01000023,2.335000038,1.210000038,1.585000038,106.5,10.22000027
4/19/2017,15:45,17.05999947,2.335000038,1.210000038,1.585000038,107,10.25
4/19/2017,16:00,17.20999908,2.335000038,1.210000038,1.587000012,107.1999969,10.23999977
4/19/2017,16:15,17.37999916,2.335999966,1.210000038,1.582999945,106.5999985,10.14999962
4/19/2017,16:30,17.42000008,2.338000059,1.210000038,1.585999966,106.0999985,10.10000038
4/19/2017,16:45,17.43000031,2.325000048,1.200000048,1.587000012,106.4000015,10.11999989
4/19/2017,17:00,17.37000084,2.339999914,1.210000038,1.585000038,106,10.09000015
4/19/2017,17:15,17.29999924,2.34100008,1.210000038,1.58099997,105.5999985,10.06999969
4/19/2017,17:30,17.26000023,2.336999893,1.210000038,1.582999945,105.5,10.06999969
4/19/2017,17:45,17.21999931,2.342000008,1.210000038,1.588999987,105.3000031,10.06000042
4/19/2017,18:00,17.13999939,2.342000008,1.210000038,1.585000038,105.0999985,10.06000042
4/19/2017,18:15,17.09000015,2.344000101,1.210000038,1.585000038,104.5,10.01000023
4/19/2017,18:30,17.04000092,2.344000101,1.210000038,1.582999945,103.8000031,9.949999809
4/19/2017,18:45,17,2.342000008,1.210000038,1.585000038,102.5,9.840000153
4/19/2017,19:00,17,2.335999966,1.210000038,1.585000038,103,9.880000114
4/19/2017,19:15,17.06999969,2.33100009,1.200000048,1.582000017,101.6999969,9.739999771
4/19/2017,19:30,17.15999985,2.325999975,1.200000048,1.582000017,99.30000305,9.489999771
4/19/2017,19:45,17.12999916,2.323999882,1.200000048,1.58099997,98.19999695,9.399999619
4/19/2017,20:00,17.09000015,2.321000099,1.200000048,1.585000038,97.90000153,9.380000114
4/19/2017,20:15,17.04999924,2.322000027,1.200000048,1.585000038,97.80000305,9.380000114
4/19/2017,20:30,17.02000046,2.321000099,1.200000048,1.58099997,97.19999695,9.319999695
4/19/2017,20:45,16.95999908,2.321000099,1.200000048,1.58099997,96.30000305,9.25
4/19/2017,21:00,16.89999962,2.321000099,1.200000048,1.578999996,94.69999695,9.109999657
4/19/2017,21:15,16.87000084,2.319999933,1.200000048,1.580000043,94.80000305,9.119999886
4/19/2017,21:30,16.86000061,2.322000027,1.200000048,1.580000043,88.80000305,8.550000191
4/19/2017,21:45,16.84000015,2.321000099,1.200000048,1.58099997,92.40000153,8.890000343
4/19/2017,22:00,16.80999947,2.318000078,1.200000048,1.58099997,93.59999847,9.020000458
4/19/2017,22:15,16.75,2.318000078,1.200000048,1.58099997,94.30000305,9.090000153
4/19/2017,22:30,16.62999916,2.318000078,1.200000048,1.583999991,94.59999847,9.149999619
4/19/2017,22:45,16.54000092,2.318000078,1.200000048,1.58099997,94.5,9.149999619
4/19/2017,23:00,16.47999954,2.315000057,1.200000048,1.583999991,93.90000153,9.109999657
4/19/2017,23:15,16.43000031,2.313999891,1.200000048,1.582999945,93.40000153,9.069999695
4/19/2017,23:30,16.37999916,2.312000036,1.190000057,1.582000017,92.5,8.989999771
4/19/2017,23:45,16.32999992,2.312999964,1.190000057,1.578999996,91.19999695,8.880000114
4/20/2017,0:00,16.29999924,2.312999964,1.190000057,1.577999949,89.90000153,8.75
4/20/2017,0:15,16.26000023,2.313999891,1.200000048,1.577999949,90.59999847,8.819999695
4/20/2017,0:30,16.21999931,2.29399991,1.179999948,1.577000022,89.5,8.729999542
4/20/2017,0:45,16.19000053,2.305999994,1.190000057,1.577000022,89.40000153,8.720000267
4/20/2017,1:00,16.19000053,2.302999973,1.190000057,1.577000022,86.40000153,8.430000305
4/20/2017,1:15,16.20000076,2.302000046,1.190000057,1.577000022,86.19999695,8.409999847
4/20/2017,1:30,16.18000031,2.302000046,1.190000057,1.577999949,85.19999695,8.319999695
4/20/2017,1:45,16.14999962,2.315000057,1.200000048,1.577000022,82.5,8.06000042
4/20/2017,2:00,16.12999916,2.319999933,1.200000048,1.577999949,82.19999695,8.029999733
4/20/2017,2:15,16.09000015,2.321000099,1.200000048,1.577000022,81,7.920000076
4/20/2017,2:30,16.02000046,2.321000099,1.200000048,1.577000022,82.30000305,8.06000042
4/20/2017,2:45,15.98999977,2.312999964,1.200000048,1.578999996,85.09999847,8.340000153
4/20/2017,3:00,15.96000004,2.305000067,1.190000057,1.58099997,84.09999847,8.25
4/20/2017,3:15,15.92000008,2.302999973,1.190000057,1.58099997,83.59999847,8.210000038
4/20/2017,3:30,15.89000034,2.303999901,1.190000057,1.577999949,85,8.350000381
4/20/2017,3:45,15.86999989,2.305999994,1.190000057,1.582000017,84.69999695,8.329999924
4/20/2017,4:00,15.85000038,2.308000088,1.190000057,1.577999949,84.09999847,8.270000458
4/20/2017,4:15,15.81999969,2.309000015,1.190000057,1.582000017,84.5,8.319999695
4/20/2017,4:30,15.78999996,2.312000036,1.190000057,1.578999996,83.69999695,8.239999771
4/20/2017,4:45,15.77000046,2.302000046,1.190000057,1.577999949,83.19999695,8.18999958
4/20/2017,5:00,15.75,2.319999933,1.200000048,1.577999949,82,8.079999924
4/20/2017,5:15,15.72999954,2.322000027,1.200000048,1.580000043,82.90000153,8.170000076
4/20/2017,5:30,15.71000004,2.319000006,1.200000048,1.575000048,82.30000305,8.109999657
4/20/2017,5:45,15.69999981,2.325999975,1.200000048,1.575000048,81.80000305,8.06000042
4/20/2017,6:00,15.68000031,2.305000067,1.190000057,1.572999954,81.80000305,8.069999695
4/20/2017,6:15,15.68999958,2.322000027,1.200000048,1.575000048,81.90000153,8.079999924
4/20/2017,6:30,15.71000004,2.319999933,1.200000048,1.582999945,83.09999847,8.18999958
4/20/2017,6:45,15.72999954,2.315000057,1.200000048,1.575000048,83.5,8.229999542
4/20/2017,7:00,15.71000004,2.306999922,1.190000057,1.577999949,83.80000305,8.270000458
4/20/2017,7:15,15.71000004,2.305000067,1.190000057,1.577999949,84.19999695,8.31000042
4/20/2017,7:30,15.72999954,2.299999952,1.190000057,1.580000043,84.59999847,8.340000153
4/20/2017,7:45,15.76000023,2.296999931,1.190000057,1.578999996,84.90000153,8.369999886
4/20/2017,8:00,15.81999969,2.292999983,1.179999948,1.580000043,84.90000153,8.350000381
4/20/2017,8:15,15.93999958,2.292999983,1.179999948,1.577999949,86.90000153,8.529999733
4/20/2017,8:30,16.05999947,2.289999962,1.179999948,1.575999975,86.80000305,8.5
4/20/2017,8:45,16.20000076,2.292999983,1.179999948,1.580000043,87.5,8.539999962
4/20/2017,9:00,16.35000038,2.29399991,1.179999948,1.580000043,87.09999847,8.479999542
4/20/2017,9:15,16.55999947,2.296999931,1.190000057,1.588999987,90,8.710000038
4/20/2017,9:30,17.13999939,2.296999931,1.190000057,1.592000008,93.80000305,8.979999542
4/20/2017,9:45,17.47999954,2.299999952,1.190000057,1.578999996,95.30000305,9.06000042
4/20/2017,10:00,17.86000061,2.292000055,1.179999948,1.58099997,95.40000153,8.989999771
4/20/2017,10:15,18.12000084,2.292000055,1.179999948,1.585999966,96.40000153,9.039999962
4/20/2017,10:30,18.18000031,2.280999899,1.179999948,1.582000017,97.30000305,9.109999657
4/20/2017,10:45,18.06999969,2.286999941,1.179999948,1.58099997,97.09999847,9.119999886
4/20/2017,11:00,18.06999969,2.286999941,1.179999948,1.585000038,98.80000305,9.270000458
4/20/2017,11:15,18.59000015,2.286000013,1.179999948,1.583999991,101.1999969,9.399999619
4/20/2017,11:30,19.38999939,2.285000086,1.179999948,1.583999991,106.5999985,9.75
4/20/2017,11:45,20.10000038,2.290999889,1.179999948,1.585000038,110.5999985,9.970000267
4/20/2017,12:00,20,2.298000097,1.179999948,1.583999991,110.0999985,9.93999958
4/20/2017,12:15,20.22999954,2.285000086,1.179999948,1.585000038,113.3000031,10.18000031
4/20/2017,12:30,20.62999916,2.286999941,1.179999948,1.58099997,114.6999969,10.22999954
4/20/2017,12:45,20.88999939,2.289999962,1.179999948,1.582999945,115.3000031,10.22999954
4/20/2017,13:00,21.48999977,2.289000034,1.179999948,1.582000017,117.8000031,10.34000015
4/20/2017,13:15,21.87000084,2.292999983,1.179999948,1.582000017,119.5,10.40999985
4/20/2017,13:30,22.34000015,2.295000076,1.179999948,1.582999945,121.5999985,10.48999977
4/20/2017,13:45,22.67000008,2.301000118,1.179999948,1.58099997,123,10.55000019
4/20/2017,14:00,23.03000069,2.311000109,1.190000057,1.583999991,125.0999985,10.64999962
4/20/2017,14:15,23.25,2.318000078,1.190000057,1.588000059,125.4000015,10.63000011
4/20/2017,14:30,23.22999954,2.322999954,1.190000057,1.585999966,125.5,10.64999962
4/20/2017,14:45,23.17000008,2.318000078,1.190000057,1.585000038,126.5999985,10.75
4/20/2017,15:00,23.31999969,2.316999912,1.190000057,1.582999945,126,10.67000008
4/20/2017,15:15,23.40999985,2.316999912,1.190000057,1.585000038,125.5,10.60999966
4/20/2017,15:30,23.5,2.315999985,1.190000057,1.58099997,126.4000015,10.67000008
4/20/2017,15:45,23.60000038,2.312000036,1.190000057,1.585000038,127.9000015,10.77000046
4/20/2017,16:00,23.69000053,2.322000027,1.190000057,1.58099997,127,10.68000031
4/20/2017,16:15,23.70000076,2.309000015,1.179999948,1.580000043,126.3000031,10.61999989
4/20/2017,16:30,23.55999947,2.302000046,1.179999948,1.582999945,125.6999969,10.59000015
4/20/2017,16:45,23.60000038,2.305000067,1.179999948,1.58099997,124.8000031,10.52000046
4/20/2017,17:00,23.53000069,2.302999973,1.179999948,1.58099997,124.3000031,10.47999954
4/20/2017,17:15,23.44000053,2.296000004,1.179999948,1.577000022,124.4000015,10.51000023
4/20/2017,17:30,23.35000038,2.288000107,1.169999957,1.577000022,123.3000031,10.43999958
4/20/2017,17:45,23.26000023,2.290999889,1.179999948,1.577000022,122.5,10.39000034
4/20/2017,18:00,23.17000008,2.290999889,1.179999948,1.575000048,120.8000031,10.26000023
4/20/2017,18:15,23.10000038,2.290999889,1.179999948,1.575000048,120,10.19999981
4/20/2017,18:30,23.01000023,2.288000107,1.169999957,1.575000048,118.0999985,10.06000042
4/20/2017,18:45,22.89999962,2.286999941,1.169999957,1.575000048,117,9.989999771
4/20/2017,19:00,22.79000092,2.286000013,1.169999957,1.574000001,115.4000015,9.869999886
4/20/2017,19:15,22.70000076,2.289000034,1.179999948,1.574000001,115,9.850000381
4/20/2017,19:30,22.62000084,2.286000013,1.169999957,1.574000001,113.8000031,9.770000458
4/20/2017,19:45,22.62999916,2.289999962,1.179999948,1.572000027,111.1999969,9.539999962
4/20/2017,20:00,22.56999969,2.289999962,1.179999948,1.572000027,109,9.359999657
4/20/2017,20:15,22.45999908,2.289000034,1.179999948,1.562000036,107.4000015,9.239999771
4/20/2017,20:30,22.40999985,2.286999941,1.169999957,1.570000052,105.5999985,9.100000381
4/20/2017,20:45,22.34000015,2.288000107,1.179999948,1.572999954,105.0999985,9.069999695
4/20/2017,21:00,22.30999947,2.286999941,1.169999957,1.570000052,105.6999969,9.119999886
4/20/2017,21:15,22.31999969,2.273000002,1.169999957,1.57099998,104.3000031,9
4/20/2017,21:30,22.12999916,2.26699996,1.159999967,1.572999954,102.5999985,8.890000343
4/20/2017,21:45,22.09000015,2.266000032,1.159999967,1.57099998,99.80000305,8.649999619
4/20/2017,22:00,22.02000046,2.269000053,1.169999957,1.570000052,97.69999695,8.479999542
4/20/2017,22:15,21.92000008,2.273999929,1.169999957,1.570000052,96.90000153,8.430000305
4/20/2017,22:30,21.85000038,2.280999899,1.169999957,1.57099998,96.09999847,8.369999886
4/20/2017,22:45,21.78000069,2.288000107,1.179999948,1.570000052,96,8.369999886
4/20/2017,23:00,21.64999962,2.299999952,1.179999948,1.572000027,95.69999695,8.369999886
4/20/2017,23:15,21.56999969,2.292000055,1.179999948,1.572000027,96.09999847,8.409999847
4/20/2017,23:30,21.46999931,2.295000076,1.179999948,1.57099998,94.5,8.289999962
4/20/2017,23:45,21.29999924,2.29399991,1.179999948,1.570000052,93.90000153,8.270000458
4/21/2017,0:00,21.17000008,2.302000046,1.179999948,1.570000052,92.59999847,8.180000305
4/21/2017,0:15,21.12000084,2.311000109,1.190000057,1.57099998,92.09999847,8.140000343
4/21/2017,0:30,21.06999969,2.309999943,1.190000057,1.570000052,92.69999695,8.199999809
4/21/2017,0:45,20.97999954,2.312999964,1.190000057,1.569000006,90.90000153,8.050000191
4/21/2017,1:00,20.93000031,2.311000109,1.190000057,1.569000006,89.30000305,7.920000076
4/21/2017,1:15,20.87000084,2.313999891,1.190000057,1.570000052,88.59999847,7.869999886
4/21/2017,1:30,20.80999947,2.316999912,1.190000057,1.570000052,88.59999847,7.880000114
4/21/2017,1:45,20.78000069,2.313999891,1.190000057,1.570000052,86.59999847,7.699999809
4/21/2017,2:00,20.73999977,2.313999891,1.190000057,1.57099998,87.90000153,7.829999924
4/21/2017,2:15,20.70000076,2.325000048,1.200000048,1.57099998,87.5,7.800000191
4/21/2017,2:30,20.65999985,2.323999882,1.200000048,1.57099998,85,7.570000172
4/21/2017,2:45,20.59000015,2.319000006,1.190000057,1.57099998,85.40000153,7.619999886
4/21/2017,3:00,20.51000023,2.309999943,1.190000057,1.57099998,84.09999847,7.510000229
4/21/2017,3:15,20.42000008,2.303999901,1.190000057,1.572000027,82.40000153,7.380000114
4/21/2017,3:30,20.30999947,2.311000109,1.190000057,1.57099998,81.40000153,7.309999943
4/21/2017,3:45,20.20999908,2.316999912,1.190000057,1.57099998,80,7.199999809
4/21/2017,4:00,20.13999939,2.326999903,1.200000048,1.572000027,81.90000153,7.369999886
4/21/2017,4:15,20.10000038,2.329999924,1.200000048,1.57099998,80.69999695,7.269999981
4/21/2017,4:30,20.06999969,2.322000027,1.200000048,1.57099998,80.5,7.260000229
4/21/2017,4:45,20.04000092,2.329999924,1.200000048,1.569000006,80.09999847,7.230000019
4/21/2017,5:00,20.02000046,2.328000069,1.200000048,1.569000006,78.30000305,7.059999943
4/21/2017,5:15,19.98999977,2.322000027,1.200000048,1.567999959,76.69999695,6.929999828
4/21/2017,5:30,19.95999908,2.33100009,1.200000048,1.567999959,76.90000153,6.949999809
4/21/2017,5:45,19.93000031,2.332000017,1.200000048,1.57099998,76.69999695,6.940000057
4/21/2017,6:00,19.88999939,2.332000017,1.200000048,1.572000027,76.5,6.920000076
4/21/2017,6:15,19.86000061,2.321000099,1.200000048,1.572000027,76.19999695,6.900000095
4/21/2017,6:30,19.84000015,2.322000027,1.200000048,1.572000027,76.40000153,6.920000076
4/21/2017,6:45,19.82999992,2.325999975,1.200000048,1.569000006,75.19999695,6.809999943
4/21/2017,7:00,19.84000015,2.322000027,1.200000048,1.570000052,78.09999847,7.070000172
4/21/2017,7:15,19.85000038,2.325000048,1.200000048,1.570000052,76.59999847,6.940000057
4/21/2017,7:30,19.87999916,2.323999882,1.200000048,1.572000027,78.09999847,7.070000172
4/21/2017,7:45,19.89999962,2.319000006,1.200000048,1.57099998,78.40000153,7.090000153
4/21/2017,8:00,19.94000053,2.312999964,1.190000057,1.572000027,79.09999847,7.150000095
4/21/2017,8:15,20.01000023,2.335999966,1.200000048,1.572000027,79.90000153,7.210000038
4/21/2017,8:30,20.06999969,2.338000059,1.200000048,1.57099998,81.59999847,7.349999905
4/21/2017,8:45,20.20999908,2.339999914,1.210000038,1.57099998,83.59999847,7.510000229
4/21/2017,9:00,20.37000084,2.344000101,1.210000038,1.57099998,85.80000305,7.690000057
4/21/2017,9:15,20.51000023,2.344000101,1.210000038,1.570000052,88.69999695,7.929999828
4/21/2017,9:30,20.73999977,2.342999935,1.210000038,1.569000006,90.59999847,8.06000042
4/21/2017,9:45,21.07999992,2.346999884,1.210000038,1.569000006,92.90000153,8.210000038
4/21/2017,10:00,21.29999924,2.34100008,1.210000038,1.567999959,94.69999695,8.329999924
4/21/2017,10:15,21.61000061,2.34100008,1.200000048,1.570000052,95.69999695,8.380000114
4/21/2017,10:30,21.81999969,2.344000101,1.210000038,1.565999985,96.80000305,8.430000305
4/21/2017,10:45,22.15999985,2.33100009,1.200000048,1.565999985,99.30000305,8.590000153
4/21/2017,11:00,22.40999985,2.332999945,1.200000048,1.567000031,99.59999847,8.579999924
4/21/2017,11:15,22.68000031,2.325000048,1.190000057,1.567999959,103.3000031,8.859999657
4/21/2017,11:30,22.87000084,2.33100009,1.200000048,1.567000031,105.8000031,9.039999962
4/21/2017,11:45,23.27000046,2.332000017,1.200000048,1.565999985,107.4000015,9.109999657
4/21/2017,12:00,23.35000038,2.33100009,1.200000048,1.565999985,107.5999985,9.109999657
4/21/2017,12:15,23.62000084,2.328000069,1.190000057,1.565000057,110.4000015,9.300000191
4/21/2017,12:30,23.95000076,2.338000059,1.200000048,1.56400001,111,9.289999962
4/21/2017,12:45,24.27000046,2.342000008,1.200000048,1.562999964,113.5,9.43999958
4/21/2017,13:00,24.54000092,2.345000029,1.200000048,1.56400001,114.9000015,9.510000229
4/21/2017,13:15,24.80999947,2.345999956,1.200000048,1.562999964,116.5,9.600000381
4/21/2017,13:30,25.06999969,2.339999914,1.200000048,1.562000036,116.9000015,9.579999924
4/21/2017,13:45,25.31999969,2.346999884,1.200000048,1.562000036,118.1999969,9.640000343
4/21/2017,14:00,25.53000069,2.346999884,1.200000048,1.56400001,119.1999969,9.68999958
4/21/2017,14:15,25.64999962,2.34800005,1.200000048,1.56400001,118.3000031,9.600000381
4/21/2017,14:30,25.72999954,2.34800005,1.200000048,1.562999964,119.8000031,9.710000038
4/21/2017,14:45,25.72999954,2.346999884,1.200000048,1.565999985,123.8000031,10.02999973
4/21/2017,15:00,25.87999916,2.346999884,1.200000048,1.565000057,122.6999969,9.909999847
4/21/2017,15:15,25.94000053,2.34800005,1.200000048,1.559000015,122.5,9.890000343
4/21/2017,15:30,25.95000076,2.339999914,1.200000048,1.56099999,125,10.07999992
4/21/2017,15:45,25.97999954,2.335999966,1.200000048,1.552999973,123.0999985,9.920000076
4/21/2017,16:00,26.04000092,2.332000017,1.190000057,1.554999948,126,10.14999962
4/21/2017,16:15,26.04999924,2.329999924,1.190000057,1.559999943,125.5999985,10.11999989
4/21/2017,16:30,26.11000061,2.328000069,1.190000057,1.56099999,127.3000031,10.23999977
4/21/2017,16:45,26.19000053,2.322999954,1.190000057,1.559000015,129,10.35999966
4/21/2017,17:00,26.15999985,2.336999893,1.200000048,1.56099999,126,10.13000011
4/21/2017,17:15,26.12000084,2.335000038,1.190000057,1.559999943,125.4000015,10.07999992
4/21/2017,17:30,26.06999969,2.342000008,1.200000048,1.559999943,123,9.899999619
4/21/2017,17:45,25.95999908,2.338999987,1.200000048,1.56099999,119.5999985,9.649999619
4/21/2017,18:00,25.87999916,2.351999998,1.200000048,1.562000036,120.5,9.729999542
4/21/2017,18:15,25.79999924,2.352999926,1.200000048,1.552999973,117.5,9.5
4/21/2017,18:30,25.69000053,2.352999926,1.200000048,1.555999994,117.1999969,9.5
4/21/2017,18:45,25.62000084,2.355000019,1.210000038,1.557000041,115,9.340000153
4/21/2017,19:00,25.54000092,2.354000092,1.210000038,1.557000041,112.9000015,9.170000076
4/21/2017,19:15,25.45999908,2.342999935,1.200000048,1.559999943,111.6999969,9.090000153
4/21/2017,19:30,25.37000084,2.355999947,1.210000038,1.562000036,110.9000015,9.039999962
4/21/2017,19:45,25.27000046,2.354000092,1.210000038,1.562000036,109.0999985,8.909999847
4/21/2017,20:00,25.19000053,2.346999884,1.200000048,1.562000036,108.4000015,8.869999886
4/21/2017,20:15,25.09000015,2.342000008,1.200000048,1.562999964,110.1999969,9.029999733
4/21/2017,20:30,24.96999931,2.336999893,1.200000048,1.572000027,110.3000031,9.06000042
4/21/2017,20:45,24.89999962,2.334000111,1.200000048,1.575999975,107,8.800000191
4/21/2017,21:00,24.77000046,2.34800005,1.200000048,1.577999949,107.8000031,8.880000114
4/21/2017,21:15,24.62999916,2.345000029,1.200000048,1.575000048,106.5999985,8.81000042
4/21/2017,21:30,24.54999924,2.342999935,1.200000048,1.575999975,103.4000015,8.56000042
4/21/2017,21:45,24.48999977,2.344000101,1.200000048,1.575999975,99.19999695,8.220000267
4/21/2017,22:00,24.29999924,2.338999987,1.200000048,1.574000001,99.90000153,8.31000042
4/21/2017,22:15,24.18000031,2.338000059,1.200000048,1.574000001,99.5,8.300000191
4/21/2017,22:30,24.05999947,2.338000059,1.200000048,1.574000001,100.4000015,8.380000114
4/21/2017,22:45,23.90999985,2.335999966,1.200000048,1.572999954,97.40000153,8.159999847
4/21/2017,23:00,23.69000053,2.332999945,1.200000048,1.572000027,95.30000305,8.020000458
4/21/2017,23:15,23.59000015,2.332999945,1.200000048,1.575999975,95.19999695,8.020000458
4/21/2017,23:30,23.51000023,2.332999945,1.200000048,1.574000001,92,7.769999981
4/21/2017,23:45,23.43000031,2.332999945,1.200000048,1.57099998,92.69999695,7.840000153
4/22/2017,0:00,23.36000061,2.334000111,1.200000048,1.570000052,91.69999695,7.760000229
4/22/2017,0:15,23.07999992,2.322999954,1.190000057,1.639999986,94.80000305,8.069999695
4/22/2017,0:30,22.95999908,2.301000118,1.179999948,1.60800004,91.69999695,7.820000172
4/22/2017,0:45,22.88999939,2.290999889,1.179999948,1.613000035,89.69999695,7.659999847
4/22/2017,1:00,22.79999924,2.282999992,1.169999957,1.613000035,90.40000153,7.730000019
4/22/2017,1:15,22.71999931,2.286000013,1.169999957,1.611999989,86.5,7.409999847
4/22/2017,1:30,22.62000084,2.289000034,1.179999948,1.610999942,87.59999847,7.519999981
