Customer:,Dominion - Cove Point,,,,,,,,,,,,,
Exported parameters:,EcoNet Battery/Battery,YSI 6 Series/Temp,YSI 6 Series/Cond,YSI 6 Series/SpCond,YSI 6 Series/Resistivity,YSI 6 Series/TDS,YSI 6 Series/Salinity,YSI 6 Series/pH,YSI 6 Series/Depth,YSI 6 Series/Battery,YSI 6 Series/Turbidity+,YSI 6 Series/ODO%,YSI 6 Series/ODO Conc,
Start Date:,1/1/2017 0:00,,,,,,,,,,,,,
End Date:,3/23/2017 23:59,,,,,,,,,,,,,
,,103276,104691,104694,104696,104698,104700,104701,104705,104710,104711,104756,104761,104762
Date,Time,Battery,Temp,Cond,SpCond,Resistivity,TDS,Salinity,pH,Depth,Battery,Turbidity+,ODO%,ODO Conc
MM/dd/yyyy,HH:mm,V,C,mS/cm,mS/cm,KOhm.cm,g/L,ppt, ,ft,V,NTU,%,mg/L
1/1/2017,0:00,12.336,4.360000134,,1.631999969,,,0.819999993,,1.468000054,,,96.19999695,12.43000031
1/1/2017,0:15,12.336,4.269999981,,1.63499999,,,0.819999993,,1.470000029,,,96.09999847,12.43999958
1/1/2017,0:30,12.324,4.239999771,,1.633999944,,,0.819999993,,1.472000003,,,95.80000305,12.40999985
1/1/2017,0:45,12.324,4.230000019,,1.636999965,,,0.819999993,,1.467000008,,,95.69999695,12.39999962
1/1/2017,1:00,12.324,4.210000038,,1.636000037,,,0.819999993,,1.465999961,,,95.69999695,12.40999985
1/1/2017,1:15,12.312,4.190000057,,1.636000037,,,0.819999993,,1.467000008,,,95.59999847,12.39999962
1/1/2017,1:30,12.312,4.179999828,,1.636999965,,,0.819999993,,1.470000029,,,95.30000305,12.35999966
1/1/2017,1:45,12.3,4.139999866,,1.638000011,,,0.819999993,,1.465999961,,,95.09999847,12.35999966
1/1/2017,2:00,12.312,4.119999886,,1.638000011,,,0.819999993,,1.463000059,,,95.19999695,12.36999989
1/1/2017,2:15,12.3,4.090000153,,1.638000011,,,0.819999993,,1.462000012,,,94.69999695,12.31999969
1/1/2017,2:30,12.3,4.059999943,,1.639000058,,,0.819999993,,1.467000008,,,94.19999695,12.27000046
1/1/2017,2:45,12.288,4.03000021,,1.636999965,,,0.819999993,,1.465999961,,,94.30000305,12.28999996
1/1/2017,3:00,12.288,4,,1.636999965,,,0.819999993,,1.465999961,,,94,12.26000023
1/1/2017,3:15,12.288,3.960000038,,1.638000011,,,0.819999993,,1.465999961,,,94.19999695,12.28999996
1/1/2017,3:30,12.276,3.940000057,,1.636000037,,,0.819999993,,1.465999961,,,93.40000153,12.19999981
1/1/2017,3:45,12.276,3.940000057,,1.638000011,,,0.819999993,,1.463000059,,,92.90000153,12.13000011
1/1/2017,4:00,12.276,3.920000076,,1.636999965,,,0.819999993,,1.467000008,,,92.59999847,12.10000038
1/1/2017,4:15,12.264,3.930000067,,1.633999944,,,0.819999993,,1.467000008,,,92.5,12.07999992
1/1/2017,4:30,12.264,3.930000067,,1.63499999,,,0.819999993,,1.467000008,,,91.90000153,12.01000023
1/1/2017,4:45,12.264,3.920000076,,1.633999944,,,0.819999993,,1.468999982,,,91.40000153,11.93999958
1/1/2017,5:00,12.252,3.900000095,,1.633999944,,,0.819999993,,1.467000008,,,91.69999695,11.97999954
1/1/2017,5:15,12.252,3.880000114,,1.633999944,,,0.819999993,,1.465999961,,,91.09999847,11.90999985
1/1/2017,5:30,12.24,3.880000114,,1.633000016,,,0.819999993,,1.465999961,,,91,11.90999985
1/1/2017,5:45,12.24,3.869999886,,1.633000016,,,0.819999993,,1.465000033,,,91.19999695,11.93000031
1/1/2017,6:00,12.228,3.839999914,,1.631999969,,,0.819999993,,1.465999961,,,91.69999695,12
1/1/2017,6:15,12.228,3.809999943,,1.631999969,,,0.819999993,,1.465000033,,,91.09999847,11.93999958
1/1/2017,6:30,12.228,3.779999971,,1.629999995,,,0.819999993,,1.463999987,,,91.09999847,11.94999981
1/1/2017,6:45,12.216,3.74000001,,1.628999949,,,0.819999993,,1.462000012,,,90.80000305,11.92000008
1/1/2017,7:00,12.204,3.720000029,,1.629999995,,,0.819999993,,1.460000038,,,90.09999847,11.82999992
1/1/2017,7:15,12.204,3.710000038,,1.629999995,,,0.819999993,,1.462000012,,,89.80000305,11.78999996
1/1/2017,7:30,12.228,3.710000038,,1.628000021,,,0.819999993,,1.462000012,,,89.40000153,11.75
1/1/2017,7:45,12.384,3.690000057,,1.628000021,,,0.819999993,,1.462000012,,,89.09999847,11.71000004
1/1/2017,8:00,13.02,3.670000076,,1.626000047,,,0.819999993,,1.463999987,,,88.69999695,11.67000008
1/1/2017,8:15,13.272,3.670000076,,1.626999974,,,0.819999993,,1.465000033,,,89.09999847,11.72000027
1/1/2017,8:30,14.46,3.690000057,,1.626999974,,,0.819999993,,1.465000033,,,89.40000153,11.75
1/1/2017,8:45,14.424,3.720000029,,1.626000047,,,0.819999993,,1.467000008,,,90,11.81999969
1/1/2017,9:00,14.412,3.769999981,,1.626999974,,,0.819999993,,1.463999987,,,89.90000153,11.80000019
1/1/2017,9:15,14.4,3.829999924,,1.628000021,,,0.819999993,,1.465999961,,,90.40000153,11.84000015
1/1/2017,9:30,14.4,3.890000105,,1.626000047,,,0.819999993,,1.463999987,,,89.59999847,11.72000027
1/1/2017,9:45,14.388,3.930000067,,1.628000021,,,0.819999993,,1.465999961,,,90.69999695,11.85000038
1/1/2017,10:00,14.388,3.980000019,,1.628999949,,,0.819999993,,1.463999987,,,89.59999847,11.68999958
1/1/2017,10:15,14.376,4.039999962,,1.628000021,,,0.819999993,,1.465000033,,,89.09999847,11.60999966
1/1/2017,10:30,14.364,4.090000153,,1.628000021,,,0.819999993,,1.465000033,,,89.80000305,11.68000031
1/1/2017,10:45,14.34,4.199999809,,1.626999974,,,0.819999993,,1.467000008,,,91.69999695,11.89000034
1/1/2017,11:00,14.328,4.329999924,,1.626999974,,,0.819999993,,1.465999961,,,92,11.89000034
1/1/2017,11:15,14.328,4.420000076,,1.626999974,,,0.819999993,,1.465000033,,,93.59999847,12.06999969
1/1/2017,11:30,14.316,4.519999981,,1.625,,,0.819999993,,1.463000059,,,94.19999695,12.11999989
1/1/2017,11:45,14.304,4.619999886,,1.625,,,0.819999993,,1.465000033,,,94.5,12.13000011
1/1/2017,12:00,14.292,4.730000019,,1.625,,,0.819999993,,1.463000059,,,95,12.14999962
1/1/2017,12:15,14.28,4.869999886,,1.625,,,0.819999993,,1.463999987,,,95.69999695,12.18999958
1/1/2017,12:30,14.268,4.989999771,,1.623000026,,,0.819999993,,1.463999987,,,96.69999695,12.28999996
1/1/2017,12:45,14.256,5.130000114,,1.625,,,0.819999993,,1.463999987,,,95.59999847,12.10000038
1/1/2017,13:00,14.256,5.190000057,,1.623000026,,,0.819999993,,1.463999987,,,95.80000305,12.10000038
1/1/2017,13:15,14.256,5.269999981,,1.623000026,,,0.819999993,,1.463000059,,,94.09999847,11.86999989
1/1/2017,13:30,14.256,5.28000021,,1.623000026,,,0.819999993,,1.463999987,,,97.40000153,12.28999996
1/1/2017,13:45,14.268,5.650000095,,1.616999984,,,0.819999993,,1.463000059,,,101.1999969,12.64000034
1/1/2017,14:00,14.268,6.099999905,,1.616999984,,,0.819999993,,1.463000059,,,102.3000031,12.63000011
1/1/2017,14:15,14.256,6.320000172,,1.618000031,,,0.819999993,,1.463999987,,,101.5999985,12.47999954
1/1/2017,14:30,14.28,6.289999962,,1.618999958,,,0.819999993,,1.462000012,,,102.1999969,12.56999969
1/1/2017,14:45,14.292,6.269999981,,1.618000031,,,0.819999993,,1.463000059,,,103.5999985,12.73999977
1/1/2017,15:00,14.292,6.28000021,,1.616999984,,,0.819999993,,1.463999987,,,104.8000031,12.89000034
1/1/2017,15:15,14.256,6.320000172,,1.616999984,,,0.819999993,,1.463000059,,,104.5999985,12.84000015
1/1/2017,15:30,14.316,6.329999924,,1.616000056,,,0.819999993,,1.463000059,,,103.4000015,12.69999981
1/1/2017,15:45,14.112,6.360000134,,1.618000031,,,0.819999993,,1.462000012,,,101.5,12.44999981
1/1/2017,16:00,13.836,6.389999866,,1.616000056,,,0.819999993,,1.463999987,,,103.4000015,12.68000031
1/1/2017,16:15,13.572,6.409999847,,1.616000056,,,0.819999993,,1.463999987,,,103.4000015,12.67000008
1/1/2017,16:30,13.356,6.409999847,,1.616999984,,,0.819999993,,1.463000059,,,104.0999985,12.76000023
1/1/2017,16:45,13.128,6.409999847,,1.61500001,,,0.819999993,,1.465000033,,,103.5999985,12.69999981
1/1/2017,17:00,12.828,6.389999866,,1.61500001,,,0.819999993,,1.463000059,,,104.1999969,12.77000046
1/1/2017,17:15,12.54,6.340000153,,1.61500001,,,0.819999993,,1.463000059,,,104.3000031,12.80000019
1/1/2017,17:30,12.396,6.300000191,,1.61500001,,,0.819999993,,1.463000059,,,103.4000015,12.69999981
1/1/2017,17:45,12.36,6.28000021,,1.613999963,,,0.810000002,,1.463000059,,,103.0999985,12.68000031
1/1/2017,18:00,12.36,6.269999981,,1.613999963,,,0.819999993,,1.462000012,,,102.4000015,12.59000015
1/1/2017,18:15,12.348,6.239999771,,1.61500001,,,0.819999993,,1.462000012,,,101.9000015,12.53999996
1/1/2017,18:30,12.348,6.21999979,,1.61500001,,,0.819999993,,1.462000012,,,102.0999985,12.57999992
1/1/2017,18:45,12.348,6.199999809,,1.613999963,,,0.810000002,,1.462000012,,,102.1999969,12.59000015
1/1/2017,19:00,12.336,6.179999828,,1.613000035,,,0.810000002,,1.460999966,,,101.8000031,12.55000019
1/1/2017,19:15,12.336,6.179999828,,1.613000035,,,0.810000002,,1.463000059,,,101.5,12.51000023
1/1/2017,19:30,12.336,6.170000076,,1.613999963,,,0.810000002,,1.462000012,,,101.5999985,12.52999973
1/1/2017,19:45,12.336,6.139999866,,1.611999989,,,0.810000002,,1.462000012,,,100.9000015,12.44999981
1/1/2017,20:00,12.324,6.079999924,,1.613000035,,,0.810000002,,1.460999966,,,101.6999969,12.56000042
1/1/2017,20:15,12.324,6.039999962,,1.610999942,,,0.810000002,,1.462000012,,,101.8000031,12.59000015
1/1/2017,20:30,12.324,6.010000229,,1.610999942,,,0.810000002,,1.460999966,,,101.0999985,12.52000046
1/1/2017,20:45,12.312,5.980000019,,1.610999942,,,0.810000002,,1.460000038,,,99.19999695,12.28999996
1/1/2017,21:00,12.312,5.940000057,,1.610000014,,,0.810000002,,1.460999966,,,99.40000153,12.32999992
1/1/2017,21:15,12.312,5.900000095,,1.610999942,,,0.810000002,,1.462000012,,,99.40000153,12.34000015
1/1/2017,21:30,12.312,5.880000114,,1.610999942,,,0.810000002,,1.460999966,,,98.90000153,12.27999973
1/1/2017,21:45,12.312,5.869999886,,1.610000014,,,0.810000002,,1.460999966,,,98.5,12.23999977
1/1/2017,22:00,12.3,5.840000153,,1.611999989,,,0.810000002,,1.460999966,,,98.09999847,12.19999981
1/1/2017,22:15,12.3,5.820000172,,1.611999989,,,0.810000002,,1.460000038,,,98.30000305,12.22999954
1/1/2017,22:30,12.3,5.809999943,,1.610000014,,,0.810000002,,1.460999966,,,99.30000305,12.35000038
1/1/2017,22:45,12.3,5.809999943,,1.611999989,,,0.810000002,,1.460000038,,,99.19999695,12.34000015
1/1/2017,23:00,12.3,5.800000191,,1.610999942,,,0.810000002,,1.458999991,,,99.09999847,12.34000015
1/1/2017,23:15,12.3,5.809999943,,1.611999989,,,0.810000002,,1.460000038,,,99.19999695,12.34000015
1/1/2017,23:30,12.3,5.820000172,,1.611999989,,,0.810000002,,1.460000038,,,97.90000153,12.17000008
1/1/2017,23:45,12.3,5.829999924,,1.613000035,,,0.810000002,,1.460000038,,,97.5,12.13000011
1/2/2017,0:00,12.288,5.829999924,,1.613000035,,,0.810000002,,1.460000038,,,99.5,12.36999989
1/2/2017,0:15,12.288,5.829999924,,1.611999989,,,0.810000002,,1.460000038,,,98.40000153,12.22999954
1/2/2017,0:30,12.288,5.829999924,,1.611999989,,,0.810000002,,1.460000038,,,96.30000305,11.97999954
1/2/2017,0:45,12.288,5.829999924,,1.610999942,,,0.810000002,,1.460999966,,,95,11.81000042
1/2/2017,1:00,12.276,5.840000153,,1.610999942,,,0.810000002,,1.462000012,,,97.90000153,12.18000031
1/2/2017,1:15,12.276,5.840000153,,1.611999989,,,0.810000002,,1.460999966,,,97.80000305,12.15999985
1/2/2017,1:30,12.276,5.829999924,,1.613999963,,,0.810000002,,1.460999966,,,96.19999695,11.97000027
