Customer:,Dominion - Cove Point,,,,,,,,,
Exported parameters:,Generic SDI12/Wind Dir,Generic SDI12/Wind Speed Min,Generic SDI12/Wind Speed,Generic SDI12/Wind Speed Max,Generic SDI12/Air Temp,Generic SDI12/RH,Generic SDI12/BP,Generic SDI12/Rain Fall,Generic SDI12/Hail Intensity,
Start Date:,4/19/2017 0:00,,,,,,,,,
End Date:,5/3/2017 23:59,,,,,,,,,
,,105002,105003,105004,105005,105006,105007,105008,105009,105010
Date,Time,Wind Dir,Wind Speed Min,Wind Speed,Wind Speed Max,Air Temp,RH,BP,Rain Fall,Hail Intensity
MM/dd/yyyy,HH:mm,Degrees,MPH,mph,MPH,F,%,inHg,in,Hits
4/24/2017,21:00,46,7.599999905,14,20.29999924,55.40000153,85.5,29.95000076,0,0
4/24/2017,21:15,52,7.900000095,14.10000038,21.60000038,55.20000076,85.90000153,29.95999908,0,0
4/24/2017,21:30,64,6.5,12.5,19.29999924,55.20000076,87.80000305,29.95999908,0.030999999,0
4/24/2017,21:45,58,6.400000095,12.19999981,19,55.20000076,87.5,29.94000053,0.086000003,0
4/24/2017,22:00,42,3.099999905,10.69999981,16.60000038,55.20000076,87,29.94000053,0.008,0
4/24/2017,22:15,41,3.400000095,8.800000191,16.10000038,55.40000153,86.90000153,29.94000053,0.009,0
4/24/2017,22:30,47,4.099999905,9.399999619,16.70000076,55.70000076,87.40000153,29.94000053,0.006,0
4/24/2017,22:45,66,6.599999905,13.30000019,21.10000038,56.29999924,87.69999695,29.93000031,0.001,0
4/24/2017,23:00,49,6.300000191,14.60000038,26.29999924,56.09999847,87.59999847,29.89999962,0.024,0
4/24/2017,23:15,54,9.699999809,17,26.5,56.29999924,87.69999695,29.90999985,0.001,0
4/24/2017,23:30,52,9.300000191,14.39999962,20.29999924,56.29999924,87.80000305,29.90999985,0,0
4/24/2017,23:45,50,6.800000191,12.30000019,17.89999962,56.40000153,87.09999847,29.89999962,0,0
4/25/2017,0:00,44,3.799999952,11.30000019,17.39999962,56.79999924,86.5,29.89999962,0,0
4/25/2017,0:15,42,5.800000191,10.39999962,16.10000038,57,86.90000153,29.88999939,0,0
4/25/2017,0:30,41,4.5,10.19999981,16.60000038,56.79999924,87.40000153,29.88999939,0,0
4/25/2017,0:45,44,5.5,10.5,16.70000076,57,87.69999695,29.87999916,0,0
4/25/2017,1:00,45,4.699999809,9.899999619,15.89999962,56.79999924,88.09999847,29.87999916,0,0
4/25/2017,1:15,50,4.599999905,9.199999809,14.5,57,88.40000153,29.87000084,0,0
4/25/2017,1:30,47,4.800000191,9.899999619,15.10000038,56.79999924,88.69999695,29.86000061,0,0
4/25/2017,1:45,37,3.700000048,9.100000381,14.30000019,57,89,29.85000038,0,0
4/25/2017,2:00,35,3.799999952,8.300000191,13.30000019,57,89,29.85000038,0,0
4/25/2017,2:15,18,4.400000095,8.199999809,11.80000019,56.79999924,88.5,29.84000015,0,0
4/25/2017,2:30,15,4.599999905,8.399999619,13.39999962,57,88.40000153,29.84000015,0,0
4/25/2017,2:45,32,3.200000048,8.699999809,13.80000019,57,88.19999695,29.84000015,0,0
4/25/2017,3:00,38,5.300000191,11,19.10000038,56.79999924,88.40000153,29.82999992,0,0
4/25/2017,3:15,44,6.699999809,12.80000019,18,56.59999847,89.5,29.82999992,0,0
4/25/2017,3:30,47,4.300000191,11.30000019,18,56.79999924,89.80000305,29.82999992,0,0
4/25/2017,3:45,48,5.900000095,11.80000019,17.29999924,56.79999924,90.09999847,29.82999992,0,0
4/25/2017,4:00,45,4.800000191,9.699999809,14.5,56.59999847,90,29.82999992,0,0
4/25/2017,4:15,39,4.800000191,10,15,56.59999847,90,29.82999992,0,0
4/25/2017,4:30,28,3.599999905,8.199999809,13.30000019,56.79999924,90,29.81999969,0,0
4/25/2017,4:45,28,5.099999905,10.19999981,15.69999981,56.79999924,90,29.81999969,0,0
4/25/2017,5:00,36,6.699999809,11.39999962,16.70000076,56.59999847,90,29.81999969,0,0
4/25/2017,5:15,44,6.199999809,12.19999981,18.70000076,56.79999924,90.09999847,29.81999969,0,0
4/25/2017,5:30,43,6.199999809,11.60000038,18.20000076,56.79999924,89.69999695,29.82999992,0,0
4/25/2017,5:45,30,5.300000191,10,15.30000019,57.20000076,89.5,29.81999969,0,0
4/25/2017,6:00,23,4.699999809,10.10000038,14.5,57.29999924,88.80000305,29.80999947,0,0
4/25/2017,6:15,23,5.199999809,10.19999981,16.5,57.5,88.40000153,29.81999969,0,0
4/25/2017,6:30,35,4,10.60000038,16.39999962,57.70000076,87.59999847,29.82999992,0,0
4/25/2017,6:45,43,6.5,11.89999962,15.69999981,57.90000153,88.09999847,29.81999969,0,0
4/25/2017,7:00,41,6.5,13.5,19.79999924,58.09999847,88.09999847,29.80999947,0.002,0
4/25/2017,7:15,32,7.800000191,12.5,18.79999924,58.40000153,87.40000153,29.79999924,0.001,0
4/25/2017,7:30,28,7.199999809,12.19999981,18,58.59999847,87.19999695,29.79999924,0,0
4/25/2017,7:45,39,8.600000381,14.30000019,22.70000076,59,87.80000305,29.79999924,0,0
4/25/2017,8:00,46,8,15.80000019,23.20000076,59.29999924,87.59999847,29.79000092,0.013,0
4/25/2017,8:15,39,7.400000095,14.19999981,20.89999962,59.29999924,87.40000153,29.78000069,0.002,0
4/25/2017,8:30,33,8.199999809,15.30000019,23.70000076,59.5,86.40000153,29.78000069,0.001,0
4/25/2017,8:45,37,9.5,16.70000076,24.5,59.70000076,86.59999847,29.77000046,0.001,0
4/25/2017,9:00,36,8.100000381,15.69999981,22.29999924,59.70000076,87.09999847,29.76000023,0,0
4/25/2017,9:15,34,8.600000381,16,23.70000076,59.70000076,86.40000153,29.76000023,0.008,0
4/25/2017,9:30,34,8.800000191,16.29999924,23.79999924,59.5,87.30000305,29.75,0.004,0
4/25/2017,9:45,33,10,16.79999924,26.70000076,59.29999924,87.09999847,29.75,0.033,0
4/25/2017,10:00,29,10,16.39999962,23.89999962,59.5,86.80000305,29.75,0,0
4/25/2017,10:15,27,8.600000381,16.70000076,25.89999962,59.70000076,86.30000305,29.73999977,0,0
4/25/2017,10:30,34,9.699999809,15.60000038,24.20000076,59.70000076,87.69999695,29.73999977,0.003,0
4/25/2017,10:45,40,9.600000381,15.60000038,24.39999962,59.90000153,87.19999695,29.72999954,0.016000001,0
4/25/2017,11:00,40,7.800000191,14.39999962,23.10000038,59.90000153,87,29.73999977,0,0
4/25/2017,11:15,47,8,14.60000038,21.5,60,86.30000305,29.72999954,0,0
4/25/2017,11:30,49,5.699999809,12.69999981,20.20000076,60,86.40000153,29.72999954,0,0
4/25/2017,11:45,49,7.800000191,12.19999981,18.20000076,60.20000076,86.40000153,29.72999954,0,0
4/25/2017,12:00,53,7,12,16.5,60.59999847,86.30000305,29.72999954,0,0
4/25/2017,12:15,57,5.900000095,11.39999962,17.79999924,60.59999847,87.30000305,29.71999931,0,0
4/25/2017,12:30,60,6.699999809,10.89999962,18.10000038,60.79999924,87.90000153,29.71999931,0,0
4/25/2017,12:45,60,6,9.899999619,14.30000019,61.09999847,88,29.70999908,0,0
4/25/2017,13:00,55,5.699999809,10.10000038,15.30000019,61.29999924,88,29.70999908,0,0
4/25/2017,13:15,56,4.699999809,9.5,13.89999962,61.5,87.5,29.70000076,0,0
4/25/2017,13:30,49,3.099999905,7,11.19999981,61.70000076,87.40000153,29.70000076,0,0
4/25/2017,13:45,44,4.199999809,7,11.5,61.70000076,87.59999847,29.70000076,0,0
4/25/2017,14:00,29,2.700000048,5,7.400000095,61.70000076,87.59999847,29.69000053,0,0
4/25/2017,14:15,23,3.799999952,6.599999905,10.30000019,61.70000076,87.80000305,29.69000053,0,0
4/25/2017,14:30,26,3.599999905,7.400000095,11.5,61.70000076,87.69999695,29.69000053,0,0
4/25/2017,14:45,37,3.200000048,7.300000191,11.30000019,61.70000076,87.69999695,29.68000031,0,0
4/25/2017,15:00,31,3.400000095,5.900000095,9.399999619,61.70000076,88.30000305,29.68000031,0,0
4/25/2017,15:15,13,3.900000095,6.400000095,10.10000038,61.5,88.19999695,29.67000008,0,0
4/25/2017,15:30,0,5.699999809,8.600000381,11,60.90000153,88.69999695,29.67000008,0,0
4/25/2017,15:45,339,7.5,9.699999809,12.30000019,60.59999847,89.19999695,29.65999985,0,0
4/25/2017,16:00,343,7.800000191,10.80000019,13.89999962,60.59999847,89.5,29.67000008,0,0
4/25/2017,16:15,342,8.199999809,10.19999981,12.89999962,60.59999847,89.69999695,29.67000008,0,0
4/25/2017,16:30,331,7.800000191,10.89999962,14.5,60.20000076,89.19999695,29.67000008,0,0
4/25/2017,16:45,325,9.800000191,13,15.80000019,60,89.40000153,29.67000008,0,0
4/25/2017,17:00,330,9.100000381,12.10000038,16,60,89.5,29.67000008,0,0
4/25/2017,17:15,333,9.100000381,11.89999962,14.80000019,60.40000153,89.69999695,29.65999985,0,0
4/25/2017,17:30,334,9.899999619,12.30000019,15.19999981,60,89.40000153,29.67000008,0,0
4/25/2017,17:45,346,7.5,11,14.80000019,60.20000076,89.90000153,29.67000008,0,0
4/25/2017,18:00,346,7.400000095,9.800000191,13.30000019,60.40000153,89.90000153,29.67000008,0,0
4/25/2017,18:15,347,5.599999905,8.899999619,12,60.20000076,89.69999695,29.67000008,0,0
4/25/2017,18:30,336,4.900000095,7.199999809,9.300000191,60,90.09999847,29.67000008,0.046,0
4/25/2017,18:45,323,7.199999809,9.300000191,12.10000038,59.90000153,90.09999847,29.67000008,0.050000001,0
4/25/2017,19:00,328,8.399999619,11.19999981,15.89999962,59.90000153,90.30000305,29.65999985,0.004,0
4/25/2017,19:15,331,9.800000191,13,16.89999962,59.5,90.40000153,29.67000008,0.002,0
4/25/2017,19:30,327,10.5,14,18.10000038,59.5,90.40000153,29.67000008,0.001,0
4/25/2017,19:45,330,10.89999962,13.89999962,17.10000038,59.70000076,90.5,29.67000008,0,0
4/25/2017,20:00,334,10.60000038,13.39999962,16.70000076,59.70000076,90.40000153,29.68000031,0,0
4/25/2017,20:15,329,10.30000019,14.39999962,18.60000038,59.29999924,90.30000305,29.68000031,0,0
4/25/2017,20:30,329,12.10000038,15.5,18.79999924,59.09999847,90.30000305,29.68000031,0,0
4/25/2017,20:45,330,11.39999962,14.80000019,18.39999962,59.09999847,90.40000153,29.68000031,0,0
4/25/2017,21:00,330,10.39999962,13.89999962,17.20000076,59.29999924,90.40000153,29.68000031,0,0
4/25/2017,21:15,337,9.199999809,13,17.70000076,59.29999924,90.30000305,29.68000031,0,0
4/25/2017,21:30,336,10.39999962,14.19999981,18.10000038,59.09999847,90.30000305,29.68000031,0,0
4/25/2017,21:45,335,11,14.30000019,19,59.09999847,90.30000305,29.68000031,0,0
4/25/2017,22:00,332,11.19999981,14.89999962,18.70000076,59,90.19999695,29.68000031,0,0
4/25/2017,22:15,328,11,16.29999924,20.10000038,58.59999847,89.90000153,29.67000008,0,0
4/25/2017,22:30,331,12.10000038,17.5,21.60000038,58.20000076,90,29.67000008,0,0
4/25/2017,22:45,331,13.19999981,18,23.29999924,57.90000153,90,29.67000008,0,0
4/25/2017,23:00,330,15.30000019,19.89999962,24.60000038,57.70000076,90.19999695,29.65999985,0,0
4/25/2017,23:15,331,16.5,20.79999924,25.5,57.70000076,90.59999847,29.65999985,0,0
4/25/2017,23:30,330,14.30000019,20.5,25.89999962,57.70000076,90.59999847,29.65999985,0,0
4/25/2017,23:45,332,14.30000019,20,25.29999924,57.70000076,90.69999695,29.65999985,0,0
4/26/2017,0:00,332,14,19.60000038,24.10000038,57.5,90.80000305,29.65999985,0,0
4/26/2017,0:15,332,13.19999981,18.39999962,23.89999962,57.5,90.80000305,29.67000008,0,0
4/26/2017,0:30,334,13.5,18,21.89999962,57.5,90.90000153,29.65999985,0,0
4/26/2017,0:45,333,13.60000038,18,21.5,57.70000076,90.90000153,29.64999962,0,0
4/26/2017,1:00,334,13.10000038,17.89999962,22.5,57.5,90.80000305,29.64999962,0,0
4/26/2017,1:15,336,13.39999962,17.89999962,22.60000038,57.90000153,90.59999847,29.64999962,0,0
4/26/2017,1:30,334,14,18.70000076,24.20000076,57.90000153,90.30000305,29.63999939,0.001,0
4/26/2017,1:45,335,13.60000038,18.79999924,24.89999962,57.70000076,89.90000153,29.63999939,0,0
4/26/2017,2:00,339,14.60000038,19.29999924,23.60000038,57.90000153,89.69999695,29.63999939,0,0
4/26/2017,2:15,340,14.39999962,19.70000076,23.60000038,57.70000076,89.59999847,29.63999939,0,0
4/26/2017,2:30,339,13.80000019,19,23.60000038,57.90000153,90.09999847,29.63999939,0,0
4/26/2017,2:45,339,14.19999981,18.39999962,23.29999924,57.70000076,89.90000153,29.64999962,0,0
4/26/2017,3:00,337,13.5,18.60000038,22.89999962,57.70000076,89.69999695,29.63999939,0,0
4/26/2017,3:15,338,13.60000038,18.29999924,23.20000076,57.90000153,89.09999847,29.64999962,0,0
4/26/2017,3:30,342,12.69999981,18,22.10000038,57.70000076,89,29.64999962,0,0
4/26/2017,3:45,336,13.60000038,18.5,22.89999962,57.70000076,89.30000305,29.64999962,0,0
4/26/2017,4:00,332,13.80000019,18.70000076,23.60000038,57.5,89.30000305,29.64999962,0,0
4/26/2017,4:15,334,12.39999962,17,21.39999962,57.5,88.90000153,29.64999962,0,0
4/26/2017,4:30,330,12.5,16.79999924,21.39999962,57.70000076,87.90000153,29.65999985,0,0
4/26/2017,4:45,325,7.199999809,13.69999981,18,58.09999847,87.30000305,29.67000008,0,0
4/26/2017,5:00,316,7.099999905,10.89999962,15.60000038,58.09999847,87.09999847,29.68000031,0,0
4/26/2017,5:15,328,9.300000191,13.69999981,17.39999962,58.09999847,87.19999695,29.67000008,0,0
4/26/2017,5:30,335,10.19999981,14.39999962,18.70000076,58.09999847,86.90000153,29.68000031,0,0
4/26/2017,5:45,320,6.300000191,11.10000038,16,57.90000153,86.19999695,29.69000053,0,0
4/26/2017,6:00,311,4.599999905,8.800000191,15.19999981,57.90000153,86.09999847,29.70000076,0,0
4/26/2017,6:15,308,3.599999905,8.100000381,13,57.90000153,86.19999695,29.70000076,0,0
4/26/2017,6:30,303,3.599999905,6.199999809,10.69999981,57.70000076,86.69999695,29.70999908,0,0
4/26/2017,6:45,309,2.400000095,6.099999905,9.600000381,57.90000153,87,29.70999908,0,0
4/26/2017,7:00,312,4.199999809,7.5,12.69999981,57.90000153,86.80000305,29.71999931,0,0
4/26/2017,7:15,304,3.299999952,7,11.80000019,58.09999847,86.80000305,29.71999931,0,0
4/26/2017,7:30,314,2.5,6.800000191,12.10000038,58.40000153,86.69999695,29.72999954,0,0
4/26/2017,7:45,309,3,6.199999809,10.60000038,58.59999847,86.19999695,29.72999954,0,0
4/26/2017,8:00,326,4.099999905,8,10.89999962,59,85,29.72999954,0,0
4/26/2017,8:15,331,5.900000095,9,13.10000038,59,85.69999695,29.73999977,0,0
4/26/2017,8:30,329,7.300000191,11.19999981,15.80000019,59,85.19999695,29.73999977,0,0
4/26/2017,8:45,332,7.400000095,10.89999962,15.5,59.09999847,85.09999847,29.73999977,0,0
4/26/2017,9:00,337,8.699999809,11.89999962,15.19999981,59.09999847,85.90000153,29.75,0,0
4/26/2017,9:15,334,8.300000191,11.39999962,14.10000038,59.09999847,86.5,29.76000023,0,0
4/26/2017,9:30,335,7.400000095,10,12.69999981,59.09999847,86.59999847,29.76000023,0,0
4/26/2017,9:45,335,6.300000191,9.399999619,12.30000019,59.09999847,86.59999847,29.77000046,0,0
4/26/2017,10:00,334,5.699999809,8.199999809,11.10000038,59.09999847,86.19999695,29.78000069,0,0
4/26/2017,10:15,336,6.300000191,7.900000095,10,59.09999847,86.59999847,29.78000069,0,0
4/26/2017,10:30,334,5.300000191,7.199999809,9,59.29999924,86.80000305,29.77000046,0.001,0
4/26/2017,10:45,342,4.900000095,6.800000191,8.399999619,59.5,86.09999847,29.77000046,0,0
4/26/2017,11:00,348,4.800000191,6.400000095,8.5,59.70000076,86,29.77000046,0,0
4/26/2017,11:15,357,4,6.099999905,7.900000095,59.90000153,86.09999847,29.76000023,0,0
4/26/2017,11:30,357,4.5,6.900000095,9.100000381,59.70000076,86.69999695,29.76000023,0,0
4/26/2017,11:45,356,5,7.300000191,9.300000191,59.70000076,86,29.76000023,0,0
4/26/2017,12:00,353,5.199999809,7.5,9.5,59.90000153,85.59999847,29.76000023,0,0
4/26/2017,12:15,350,4.900000095,7.400000095,9.5,59.90000153,85.40000153,29.76000023,0,0
4/26/2017,12:30,346,4.699999809,6.800000191,8.699999809,59.90000153,84.80000305,29.77000046,0,0
4/26/2017,12:45,337,4.300000191,5.900000095,7.599999905,59.90000153,85.19999695,29.77000046,0,0
4/26/2017,13:00,348,3.299999952,4.5,5.699999809,59.90000153,84.80000305,29.76000023,0,0
4/26/2017,13:15,353,2.5,4.199999809,6,59.90000153,84.80000305,29.77000046,0,0
4/26/2017,13:30,353,2.099999905,4,5.800000191,59.90000153,84.80000305,29.77000046,0,0
4/26/2017,13:45,340,2.299999952,3.900000095,5.199999809,60,83.69999695,29.77000046,0,0
4/26/2017,14:00,334,2.5,4.099999905,5.5,60.20000076,83.40000153,29.77000046,0,0
4/26/2017,14:15,351,2.200000048,3.799999952,5.099999905,60.40000153,82.59999847,29.77000046,0,0
4/26/2017,14:30,342,1.899999976,3.599999905,5.099999905,60.59999847,82.5,29.77000046,0,0
4/26/2017,14:45,340,2.799999952,4,5.300000191,60.59999847,82.59999847,29.78000069,0,0
4/26/2017,15:00,338,3,4.199999809,5.400000095,60.59999847,82.69999695,29.78000069,0,0
4/26/2017,15:15,334,1.200000048,3.099999905,5,60.59999847,82.59999847,29.78000069,0,0
4/26/2017,15:30,332,0.200000003,1.399999976,3.200000048,60.90000153,80.40000153,29.78000069,0,0
4/26/2017,15:45,9,0.200000003,2,3.700000048,61.29999924,79.59999847,29.78000069,0,0
4/26/2017,16:00,45,0.300000012,2.099999905,4.199999809,61.70000076,78.69999695,29.77000046,0,0
4/26/2017,16:15,64,0.200000003,1.299999952,3.900000095,62.40000153,76.5,29.77000046,0,0
4/26/2017,16:30,48,0.200000003,1,2.299999952,64.19999695,74,29.78000069,0,0
4/26/2017,16:45,20,0.200000003,1.299999952,3.200000048,63.59999847,72.30000305,29.77000046,0,0
4/26/2017,17:00,57,0.699999988,1.799999952,3.299999952,63.59999847,74.19999695,29.78000069,0,0
4/26/2017,17:15,31,0.300000012,1.799999952,3.400000095,63.59999847,74.59999847,29.78000069,0,0
4/26/2017,17:30,62,0.400000006,1.600000024,2.900000095,63.79999924,74.69999695,29.78000069,0,0
4/26/2017,17:45,137,1.200000048,3,5,63.59999847,76.19999695,29.78000069,0,0
4/26/2017,18:00,205,1.299999952,2.200000048,3.799999952,63.29999924,78.80000305,29.79000092,0,0
4/26/2017,18:15,208,0.300000012,1.600000024,2.700000048,62.70000076,79.69999695,29.79000092,0,0
4/26/2017,18:30,199,0.600000024,2.099999905,3.200000048,62.20000076,82.30000305,29.79000092,0,0
4/26/2017,18:45,190,1.5,2.099999905,2.700000048,61.79999924,84.5,29.79999924,0,0
4/26/2017,19:00,208,0.800000012,1.799999952,3.299999952,61.5,84.19999695,29.79999924,0,0
4/26/2017,19:15,296,0.200000003,1.700000048,3.200000048,60.79999924,86.19999695,29.79999924,0,0
4/26/2017,19:30,239,0.300000012,1.600000024,2.900000095,60.20000076,86.30000305,29.79999924,0,0
4/26/2017,19:45,204,0.800000012,1.5,2.200000048,60,87.19999695,29.80999947,0,0
4/26/2017,20:00,171,1,2.299999952,3.400000095,59.70000076,87.5,29.80999947,0,0
4/26/2017,20:15,172,1.299999952,2.099999905,3.599999905,59.70000076,87.90000153,29.81999969,0,0
4/26/2017,20:30,182,2.299999952,3.299999952,4.5,59.5,88,29.81999969,0,0
4/26/2017,20:45,183,1.5,2.400000095,3.400000095,59.29999924,87.90000153,29.81999969,0,0
4/26/2017,21:00,184,1.799999952,2.900000095,4.699999809,59.90000153,87,29.82999992,0,0
4/26/2017,21:15,175,2.099999905,2.799999952,4,59.90000153,86.59999847,29.82999992,0,0
4/26/2017,21:30,167,2.099999905,2.900000095,4,59.70000076,88.19999695,29.82999992,0,0
4/26/2017,21:45,161,2.5,4.099999905,5.800000191,59.70000076,88.5,29.82999992,0,0
4/26/2017,22:00,163,2.900000095,4.900000095,6.800000191,60,87.80000305,29.82999992,0,0
4/26/2017,22:15,173,2.900000095,5.300000191,8.300000191,60.40000153,86.80000305,29.84000015,0,0
4/26/2017,22:30,174,4,5.900000095,8.800000191,60.90000153,85.90000153,29.82999992,0,0
4/26/2017,22:45,166,3.799999952,6,9.399999619,61.09999847,84.5,29.82999992,0,0
4/26/2017,23:00,160,4.400000095,6.5,9.600000381,61.29999924,85.40000153,29.82999992,0,0
4/26/2017,23:15,162,3.5,6.300000191,10.80000019,61.5,85.5,29.82999992,0,0
4/26/2017,23:30,150,5,7.099999905,10.30000019,60.90000153,87.40000153,29.82999992,0,0
4/26/2017,23:45,151,6.400000095,8.100000381,10.5,60.59999847,87.59999847,29.82999992,0,0
4/27/2017,0:00,151,6.900000095,8.5,10.80000019,60.59999847,87.80000305,29.82999992,0,0
4/27/2017,0:15,151,5.199999809,7.800000191,10.5,60.40000153,88.19999695,29.82999992,0,0
4/27/2017,0:30,155,5.400000095,8.300000191,11.5,60.20000076,88.59999847,29.81999969,0,0
4/27/2017,0:45,154,6.800000191,9.300000191,13,60.20000076,88.80000305,29.82999992,0,0
4/27/2017,1:00,156,6.099999905,8.899999619,12,60.20000076,88.80000305,29.82999992,0,0
4/27/2017,1:15,155,7,9,12.5,60.20000076,88.40000153,29.81999969,0,0
4/27/2017,1:30,155,6.099999905,8.100000381,11.60000038,60,88.80000305,29.81999969,0,0
4/27/2017,1:45,155,5.099999905,6.900000095,9.300000191,59.90000153,89.19999695,29.80999947,0,0
4/27/2017,2:00,158,5.5,7.199999809,8.699999809,59.90000153,89.59999847,29.80999947,0,0
4/27/2017,2:15,158,5,7.300000191,10.10000038,59.90000153,89.69999695,29.79999924,0,0
4/27/2017,2:30,156,5.699999809,7.5,9.699999809,59.90000153,89.69999695,29.79999924,0,0
4/27/2017,2:45,161,6,7.300000191,9.600000381,59.90000153,89.5,29.79999924,0,0
4/27/2017,3:00,164,4.800000191,7,9.300000191,60,89.19999695,29.80999947,0,0
4/27/2017,3:15,161,5.5,7.199999809,9.300000191,60.20000076,88.90000153,29.79999924,0,0
4/27/2017,3:30,162,5.599999905,7.400000095,9.300000191,60.20000076,88.5,29.79999924,0,0
4/27/2017,3:45,160,5.699999809,8,11.10000038,60.20000076,88.30000305,29.79999924,0,0
4/27/2017,4:00,160,6.300000191,8,10.69999981,60.40000153,88.30000305,29.80999947,0,0
4/27/2017,4:15,160,6.199999809,8.100000381,10.80000019,60.40000153,88.09999847,29.80999947,0,0
4/27/2017,4:30,156,6.300000191,8,10.10000038,60.59999847,88.09999847,29.80999947,0,0
4/27/2017,4:45,153,5.599999905,7.699999809,9.800000191,60.59999847,88.19999695,29.80999947,0,0
4/27/2017,5:00,155,5.400000095,7.599999905,9.5,60.59999847,88.40000153,29.81999969,0,0
4/27/2017,5:15,155,6.099999905,7.900000095,10.39999962,60.59999847,88.59999847,29.81999969,0,0
4/27/2017,5:30,151,6.5,8.600000381,12.5,60.59999847,88.5,29.81999969,0,0
4/27/2017,5:45,151,6.300000191,8.199999809,10.19999981,60.79999924,88.69999695,29.82999992,0,0
4/27/2017,6:00,152,6,8.5,11.60000038,60.79999924,88.69999695,29.81999969,0,0
4/27/2017,6:15,150,6.900000095,8.800000191,11.80000019,60.79999924,88.80000305,29.82999992,0,0
4/27/2017,6:30,149,6.800000191,8.800000191,12.30000019,60.90000153,89,29.84000015,0,0
4/27/2017,6:45,155,5.599999905,7.699999809,10.19999981,60.90000153,88.80000305,29.85000038,0,0
4/27/2017,7:00,150,6.199999809,8.899999619,12.30000019,61.09999847,88.90000153,29.85000038,0,0
4/27/2017,7:15,151,5.699999809,8.600000381,12.89999962,61.09999847,88.59999847,29.84000015,0,0
4/27/2017,7:30,146,5.900000095,9.199999809,12.39999962,61.09999847,88.5,29.85000038,0,0
4/27/2017,7:45,146,6.099999905,9.399999619,12.80000019,61.29999924,88.59999847,29.85000038,0,0
4/27/2017,8:00,137,7.199999809,9.699999809,12.5,61.5,88.09999847,29.85000038,0,0
4/27/2017,8:15,135,6.099999905,9.600000381,13.39999962,61.70000076,87.90000153,29.84000015,0,0
4/27/2017,8:30,134,6.800000191,9.300000191,11.89999962,62.20000076,87.5,29.85000038,0,0
4/27/2017,8:45,131,7.599999905,9.699999809,11.39999962,62.40000153,86.30000305,29.84000015,0,0
4/27/2017,9:00,134,7.699999809,9.5,11,62.70000076,86.30000305,29.85000038,0,0
4/27/2017,9:15,137,7.800000191,10.80000019,13.10000038,63.09999847,85.80000305,29.85000038,0,0
4/27/2017,9:30,138,7.599999905,9.899999619,12.39999962,63.29999924,85.5,29.86000061,0,0
4/27/2017,9:45,141,7.400000095,10.19999981,12.5,63.59999847,84.5,29.86000061,0,0
4/27/2017,10:00,140,7.300000191,10.39999962,13.39999962,64,85.30000305,29.86000061,0,0
4/27/2017,10:15,138,8.699999809,11.10000038,13.69999981,64.40000153,83.69999695,29.86000061,0,0
4/27/2017,10:30,136,8.199999809,11.30000019,13.5,64,83.69999695,29.85000038,0,0
4/27/2017,10:45,143,7.300000191,10.19999981,12.30000019,65.09999847,82.80000305,29.85000038,0,0
4/27/2017,11:00,138,7.800000191,10.19999981,12.80000019,66.30000305,80.69999695,29.85000038,0,0
4/27/2017,11:15,133,8.800000191,10.89999962,14.19999981,66.5,81,29.85000038,0,0
4/27/2017,11:30,137,8.600000381,11.39999962,14.5,65.59999847,82.40000153,29.84000015,0,0
4/27/2017,11:45,139,7.800000191,10.80000019,13.19999981,66,81.69999695,29.82999992,0,0
4/27/2017,12:00,140,7.599999905,10.5,13.5,66.30000305,81.09999847,29.81999969,0,0
4/27/2017,12:15,141,5.900000095,11.10000038,15.39999962,66.5,81.19999695,29.81999969,0,0
4/27/2017,12:30,135,7.5,10.69999981,13.89999962,68.90000153,76.30000305,29.80999947,0,0
4/27/2017,12:45,138,7.300000191,11.39999962,15.19999981,66.30000305,80.40000153,29.80999947,0,0
4/27/2017,13:00,141,8,13,17.60000038,67.19999695,78.09999847,29.80999947,0,0
4/27/2017,13:15,144,10.10000038,15.39999962,22.70000076,68.69999695,73.19999695,29.79999924,0,0
4/27/2017,13:30,145,11.69999981,15.80000019,19.60000038,68.69999695,72.5,29.79999924,0,0
4/27/2017,13:45,145,10.30000019,15.10000038,20.5,68.5,73.09999847,29.79999924,0,0
4/27/2017,14:00,144,12.10000038,17.39999962,21.89999962,68.30000305,73.30000305,29.79000092,0,0
4/27/2017,14:15,143,13.80000019,18.20000076,24.20000076,67.80000305,72.69999695,29.78000069,0,0
4/27/2017,14:30,148,10.60000038,17.39999962,24.10000038,70.80000305,65.59999847,29.78000069,0,0
4/27/2017,14:45,153,10,16.20000076,23.5,71.90000153,61.20000076,29.79000092,0,0
4/27/2017,15:00,149,11.19999981,15.89999962,22.10000038,70.30000305,64.69999695,29.78000069,0,0
4/27/2017,15:15,143,11,14.5,20.20000076,70.09999847,65.19999695,29.77000046,0,0
4/27/2017,15:30,146,10.89999962,14.39999962,18.89999962,72.30000305,59.40000153,29.77000046,0,0
4/27/2017,15:45,164,9.100000381,15.39999962,24.70000076,75,52.70000076,29.78000069,0,0
4/27/2017,16:00,162,10.39999962,15.89999962,23.60000038,75.30000305,54,29.78000069,0,0
4/27/2017,16:15,157,11.69999981,15.89999962,21.89999962,73.40000153,56.59999847,29.78000069,0,0
4/27/2017,16:30,147,10.19999981,14,19.20000076,71.40000153,61.70000076,29.78000069,0,0
