,,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System
6/12/2017,2:45,28.44,1.915,0.97,1.285,5.92,76.6,12.3
6/12/2017,3:00,28.34,1.916,0.97,1.284,5.83,75.3,12.3
6/12/2017,3:15,28.23,1.917,0.97,1.285,5.76,74.3,12.3
6/12/2017,3:30,28.15,1.918,0.97,1.286,5.62,72.3,12.3
6/12/2017,3:45,28.06,1.919,0.97,1.283,5.56,71.5,12.29
6/12/2017,4:00,27.94,1.92,0.97,1.284,5.5,70.6,12.29
6/12/2017,4:15,27.84,1.921,0.97,1.283,5.48,70.2,12.28
6/12/2017,4:30,27.76,1.923,0.97,1.283,5.42,69.3,12.28
6/12/2017,4:45,27.69,1.924,0.97,1.281,5.42,69.2,12.26
6/12/2017,5:00,27.66,1.924,0.97,1.28,5.4,68.9,12.29
6/12/2017,5:15,27.51,1.927,0.97,1.279,5.51,70.1,12.34
6/12/2017,5:30,27.36,1.928,0.97,1.279,5.59,71,12.47
6/12/2017,5:45,27.22,1.928,0.97,1.279,5.57,70.5,12.55
6/12/2017,6:00,27.12,1.927,0.97,1.276,5.63,71.2,12.8
6/12/2017,6:15,27.05,1.927,0.97,1.279,5.57,70.3,12.85
6/12/2017,6:30,27,1.926,0.97,1.281,5.56,70.2,13.42
6/12/2017,6:45,26.97,1.926,0.97,1.278,5.46,68.9,13.9
6/12/2017,7:00,26.96,1.925,0.97,1.282,5.58,70.4,13.87
6/12/2017,7:15,26.96,1.924,0.97,1.28,5.41,68.2,13.86
6/12/2017,7:30,26.99,1.924,0.97,1.282,5.37,67.8,13.84
6/12/2017,7:45,27.05,1.926,0.97,1.283,5.29,66.7,13.81
6/12/2017,8:00,27.1,1.925,0.97,1.282,5.34,67.5,13.79
6/12/2017,8:15,27.17,1.926,0.97,1.28,5.32,67.3,13.76
6/12/2017,8:30,27.13,1.926,0.97,1.282,5.01,63.4,13.74
6/12/2017,8:45,27.03,1.926,0.97,1.287,5.06,63.8,13.74
6/12/2017,9:00,26.98,1.927,0.97,1.283,5.06,63.8,13.73
6/12/2017,9:15,27.21,1.928,0.98,1.284,5.49,69.6,13.74
6/12/2017,9:30,27.13,1.929,0.98,1.284,5.29,66.9,13.74
6/12/2017,9:45,27.43,1.931,0.98,1.283,5.24,66.6,13.75
6/12/2017,10:00,27.79,1.936,0.98,1.282,5.59,71.5,13.74
6/12/2017,10:15,28.15,1.938,0.98,1.282,5.74,73.9,13.75
6/12/2017,10:30,28.32,1.938,0.98,1.282,6.08,78.5,13.75
6/12/2017,10:45,28.48,1.937,0.98,1.281,6.61,85.6,13.75
6/12/2017,11:00,28.78,1.936,0.98,1.282,6.59,85.8,13.75
6/12/2017,11:15,29.02,1.932,0.97,1.283,6.85,89.6,13.76
6/12/2017,11:30,29.31,1.931,0.97,1.28,6.78,89.1,13.76
6/12/2017,11:45,29.64,1.929,0.97,1.279,7.13,94.2,13.75
6/12/2017,12:00,29.97,1.929,0.97,1.281,7.4,98.4,13.76
6/12/2017,12:15,30.38,1.923,0.97,1.28,7.7,103.1,13.75
6/12/2017,12:30,30.83,1.921,0.97,1.278,7.66,103.3,13.76
6/12/2017,12:45,31.16,1.924,0.97,1.278,7.88,106.8,13.76
6/12/2017,13:00,31.37,1.923,0.97,1.277,7.85,106.9,13.75
6/12/2017,13:15,31.54,1.917,0.96,1.279,7.88,107.7,13.75
6/12/2017,13:30,31.81,1.916,0.96,1.279,7.79,106.9,13.76
6/12/2017,13:45,32.16,1.918,0.96,1.279,7.89,108.9,13.75
6/12/2017,14:00,32.35,1.924,0.97,1.279,8.02,111,13.74
6/12/2017,14:15,32.57,1.927,0.97,1.277,8.03,111.6,13.74
6/12/2017,14:30,32.85,1.931,0.97,1.279,7.87,109.8,13.73
6/12/2017,14:45,32.93,1.936,0.97,1.274,7.95,111.1,13.74
6/12/2017,15:00,33.1,1.938,0.97,1.277,7.91,110.9,13.73
6/12/2017,15:15,33.14,1.934,0.97,1.276,8.05,112.9,13.74
6/12/2017,15:30,33.24,1.931,0.97,1.274,8.11,113.9,13.74
6/12/2017,15:45,33.28,1.922,0.96,1.274,8.28,116.3,13.74
6/12/2017,16:00,33.28,1.917,0.96,1.267,8.28,116.4,13.74
6/12/2017,16:15,33.25,1.914,0.96,1.272,8.43,118.5,13.74
6/12/2017,16:30,33.24,1.912,0.96,1.272,8.55,120.1,13.74
6/12/2017,16:45,33.22,1.905,0.95,1.268,8.55,120,13.74
6/12/2017,17:00,33.19,1.906,0.95,1.267,8.53,119.7,13.74
6/12/2017,17:15,33.1,1.909,0.96,1.267,8.5,119.1,13.74
6/12/2017,17:30,33,1.912,0.96,1.266,8.4,117.5,13.52
6/12/2017,17:45,32.91,1.914,0.96,1.267,8.37,116.9,13.36
6/12/2017,18:00,32.88,1.915,0.96,1.266,8.28,115.6,13.28
6/12/2017,18:15,32.8,1.918,0.96,1.265,7.91,110.3,13.27
6/12/2017,18:30,32.73,1.919,0.96,1.264,7.7,107.3,13.24
6/12/2017,18:45,32.68,1.921,0.96,1.265,7.5,104.3,13.16
6/12/2017,19:00,32.63,1.923,0.96,1.265,7.45,103.6,13.02
6/12/2017,19:15,32.53,1.925,0.97,1.264,7.4,102.8,12.83
6/12/2017,19:30,32.43,1.926,0.97,1.263,7.31,101.4,12.55
6/12/2017,19:45,32.44,1.927,0.97,1.263,7.65,106.1,12.38
6/12/2017,20:00,32.3,1.928,0.97,1.263,7.88,109,12.36
6/12/2017,20:15,32.13,1.929,0.97,1.263,7.82,107.8,12.38
6/12/2017,20:30,32,1.929,0.97,1.263,7.63,105,12.38
6/12/2017,20:45,31.9,1.928,0.97,1.262,7.58,104.1,12.38
6/12/2017,21:00,31.76,1.929,0.97,1.263,7.52,103.1,12.38
6/12/2017,21:15,31.63,1.928,0.97,1.261,7.36,100.7,12.38
6/12/2017,21:30,31.52,1.929,0.97,1.262,7.09,96.8,12.38
6/12/2017,21:45,31.39,1.93,0.97,1.261,6.98,95,12.38
6/12/2017,22:00,31.25,1.93,0.97,1.261,7.23,98.3,12.38
6/12/2017,22:15,31.11,1.93,0.97,1.26,7.12,96.5,12.38
6/12/2017,22:30,30.92,1.929,0.97,1.26,7.09,95.8,12.38
6/12/2017,22:45,30.75,1.928,0.97,1.26,6.94,93.5,12.37
6/12/2017,23:00,30.57,1.929,0.97,1.261,6.97,93.6,12.37
6/12/2017,23:15,30.44,1.929,0.97,1.26,6.86,91.9,12.37
6/12/2017,23:30,30.29,1.93,0.97,1.26,6.68,89.3,12.37
6/12/2017,23:45,30.15,1.933,0.97,1.26,6.55,87.4,12.37
6/13/2017,0:00,30.07,1.933,0.97,1.258,6.43,85.6,12.37
6/13/2017,0:15,29.99,1.935,0.97,1.259,6.3,83.8,12.36
6/13/2017,0:30,29.91,1.935,0.97,1.257,6.19,82.2,12.36
6/13/2017,0:45,29.83,1.936,0.98,1.257,6.14,81.3,12.36
6/13/2017,1:00,29.72,1.936,0.98,1.259,6.08,80.4,12.35
6/13/2017,1:15,29.63,1.937,0.98,1.257,6.06,80.1,12.36
6/13/2017,1:30,29.54,1.938,0.98,1.257,5.94,78.4,12.35
6/13/2017,1:45,29.45,1.938,0.98,1.258,5.77,76,12.35
6/13/2017,2:00,29.38,1.939,0.98,1.257,5.75,75.7,12.35
6/13/2017,2:15,29.31,1.94,0.98,1.257,5.65,74.3,12.35
6/13/2017,2:30,29.23,1.94,0.98,1.257,5.52,72.4,12.35
6/13/2017,2:45,29.12,1.942,0.98,1.256,5.57,73,12.34
6/13/2017,3:00,29,1.941,0.98,1.256,5.52,72.1,12.34
6/13/2017,3:15,28.89,1.94,0.98,1.255,5.49,71.6,12.34
6/13/2017,3:30,28.77,1.94,0.98,1.255,5.31,69.1,12.34
6/13/2017,3:45,28.66,1.941,0.98,1.255,5.24,68.1,12.34
6/13/2017,4:00,28.5,1.941,0.98,1.255,5.35,69.4,12.34
6/13/2017,4:15,28.41,1.94,0.98,1.255,5.21,67.5,12.32
6/13/2017,4:30,28.28,1.94,0.98,1.256,5.19,67,12.31
6/13/2017,4:45,28.15,1.94,0.98,1.256,5.11,65.9,12.32
6/13/2017,5:00,28.06,1.94,0.98,1.255,4.98,64,12.34
6/13/2017,5:15,27.96,1.94,0.98,1.256,4.95,63.6,12.44
6/13/2017,5:30,27.9,1.941,0.98,1.258,4.71,60.4,12.76
6/13/2017,5:45,27.82,1.941,0.98,1.254,4.63,59.3,12.97
6/13/2017,6:00,27.79,1.942,0.98,1.254,4.58,58.6,13.13
6/13/2017,6:15,27.77,1.943,0.98,1.255,4.64,59.3,12.94
6/13/2017,6:30,27.73,1.942,0.98,1.254,4.55,58.2,13.88
6/13/2017,6:45,27.71,1.943,0.98,1.256,4.65,59.5,13.87
6/13/2017,7:00,27.73,1.943,0.98,1.255,4.55,58.2,13.85
6/13/2017,7:15,27.75,1.943,0.98,1.255,4.69,59.9,13.84
6/13/2017,7:30,27.82,1.944,0.98,1.254,4.68,59.9,13.81
6/13/2017,7:45,27.88,1.944,0.98,1.256,4.53,58,13.8
6/13/2017,8:00,27.9,1.945,0.98,1.254,4.37,56,13.79
6/13/2017,8:15,28,1.946,0.98,1.252,4.49,57.7,13.76
6/13/2017,8:30,28.11,1.946,0.98,1.253,4.79,61.7,13.75
6/13/2017,8:45,28.14,1.947,0.98,1.256,4.5,57.9,13.75
6/13/2017,9:00,28.23,1.947,0.98,1.256,4.34,56,13.74
6/13/2017,9:15,28.44,1.948,0.98,1.256,4.64,60.1,13.74
6/13/2017,9:30,28.72,1.948,0.98,1.256,5.23,68,13.74
6/13/2017,9:45,28.82,1.95,0.98,1.257,5.43,70.8,13.74
6/13/2017,10:00,29.03,1.951,0.98,1.258,5.75,75.2,13.74
6/13/2017,10:15,29.35,1.95,0.98,1.257,6.08,79.9,13.75
6/13/2017,10:30,29.63,1.95,0.98,1.256,6.11,80.7,13.76
6/13/2017,10:45,30.04,1.947,0.98,1.256,6.32,84.1,13.78
6/13/2017,11:00,30.36,1.948,0.98,1.258,6.43,86,13.79
6/13/2017,11:15,30.66,1.947,0.98,1.256,6.66,89.5,13.8
6/13/2017,11:30,30.96,1.946,0.98,1.258,6.92,93.6,13.8
6/13/2017,11:45,31.4,1.942,0.98,1.254,7.35,100.1,13.8
6/13/2017,12:00,31.67,1.931,0.97,1.257,7.4,101.2,13.8
6/13/2017,12:15,31.92,1.926,0.97,1.252,7.49,102.9,13.8
6/13/2017,12:30,32.13,1.919,0.96,1.257,7.72,106.5,13.79
6/13/2017,12:45,32.27,1.912,0.96,1.255,7.77,107.4,13.79
6/13/2017,13:00,32.33,1.906,0.96,1.257,7.84,108.4,13.79
6/13/2017,13:15,32.39,1.904,0.95,1.251,7.81,108.2,13.79
6/13/2017,13:30,32.52,1.908,0.96,1.253,7.88,109.4,13.76
6/13/2017,13:45,32.62,1.915,0.96,1.254,7.81,108.6,13.75
6/13/2017,14:00,32.78,1.92,0.96,1.255,7.92,110.4,13.75
6/13/2017,14:15,32.85,1.926,0.97,1.251,7.75,108.2,13.75
6/13/2017,14:30,33,1.921,0.96,1.251,8.21,114.9,13.75
6/13/2017,14:45,32.99,1.918,0.96,1.249,8.15,114,13.75
6/13/2017,15:00,33.15,1.919,0.96,1.247,8.17,114.6,13.72
6/13/2017,15:15,33.15,1.918,0.96,1.251,8.16,114.4,13.75
6/13/2017,15:30,33.18,1.918,0.96,1.245,8.21,115.2,13.76
6/13/2017,15:45,33.19,1.917,0.96,1.246,8.23,115.5,13.76
6/13/2017,16:00,33.23,1.918,0.96,1.248,8.27,116.1,13.75
6/13/2017,16:15,33.28,1.916,0.96,1.248,8.28,116.5,13.75
6/13/2017,16:30,33.36,1.916,0.96,1.245,8.29,116.6,13.74
6/13/2017,16:45,33.37,1.915,0.96,1.245,8.29,116.7,13.73
6/13/2017,17:00,33.3,1.915,0.96,1.241,8.26,116.1,13.52
6/13/2017,17:15,33.25,1.917,0.96,1.239,8.32,116.9,13.73
6/13/2017,17:30,33.25,1.918,0.96,1.243,8.31,116.7,13.46
6/13/2017,17:45,33.22,1.92,0.96,1.244,8.22,115.5,13.31
6/13/2017,18:00,33.16,1.926,0.96,1.242,8.19,114.9,13.27
6/13/2017,18:15,33.12,1.928,0.97,1.241,8.05,112.9,13.22
6/13/2017,18:30,33.05,1.929,0.97,1.243,7.72,108.1,13.14
6/13/2017,18:45,33.02,1.932,0.97,1.241,7.8,109.2,13.02
6/13/2017,19:00,32.99,1.933,0.97,1.24,7.62,106.6,12.85
6/13/2017,19:15,32.99,1.934,0.97,1.24,7.69,107.6,12.62
6/13/2017,19:30,32.95,1.937,0.97,1.239,7.73,108,12.4
6/13/2017,19:45,32.77,1.946,0.98,1.239,7.77,108.3,12.36
6/13/2017,20:00,32.6,1.949,0.98,1.238,7.69,106.9,12.37
6/13/2017,20:15,32.4,1.951,0.98,1.238,7.6,105.2,12.38
6/13/2017,20:30,32.27,1.951,0.98,1.237,7.49,103.5,12.38
6/13/2017,20:45,32.09,1.953,0.98,1.238,7.4,101.9,12.38
6/13/2017,21:00,31.99,1.953,0.98,1.237,7.17,98.7,12.38
6/13/2017,21:15,31.85,1.953,0.98,1.237,7.1,97.5,12.38
6/13/2017,21:30,31.71,1.953,0.98,1.237,7.03,96.2,12.38
6/13/2017,21:45,31.57,1.953,0.98,1.236,6.91,94.4,12.38
6/13/2017,22:00,31.43,1.953,0.98,1.236,6.77,92.3,12.37
6/13/2017,22:15,31.27,1.953,0.98,1.237,6.65,90.4,12.38
6/13/2017,22:30,31.13,1.955,0.98,1.236,6.49,88.1,12.37
6/13/2017,22:45,31.02,1.957,0.98,1.237,6.44,87.2,12.38
6/13/2017,23:00,30.96,1.959,0.99,1.236,6.24,84.3,12.36
6/13/2017,23:15,30.88,1.959,0.99,1.236,6.31,85.1,12.36
6/13/2017,23:30,30.78,1.96,0.99,1.235,6.15,83,12.36
6/13/2017,23:45,30.72,1.961,0.99,1.235,6.01,80.9,12.36
6/14/2017,0:00,30.61,1.962,0.99,1.237,6.05,81.4,12.36
6/14/2017,0:15,30.5,1.963,0.99,1.234,6.01,80.6,12.35
6/14/2017,0:30,30.36,1.962,0.99,1.232,5.93,79.4,12.35
6/14/2017,0:45,30.25,1.962,0.99,1.233,5.91,78.9,12.35
6/14/2017,1:00,30.15,1.962,0.99,1.231,5.78,77.1,12.35
6/14/2017,1:15,30.01,1.963,0.99,1.231,5.83,77.5,12.35
6/14/2017,1:30,29.9,1.963,0.99,1.233,5.62,74.6,12.35
6/14/2017,1:45,29.77,1.963,0.99,1.233,5.63,74.6,12.35
6/14/2017,2:00,29.67,1.963,0.99,1.233,5.6,74.1,12.34
6/14/2017,2:15,29.55,1.963,0.99,1.232,5.52,72.9,12.34
6/14/2017,2:30,29.44,1.964,0.99,1.231,5.45,71.8,12.34
6/14/2017,2:45,29.3,1.963,0.99,1.23,5.33,70.1,12.32
6/14/2017,3:00,29.19,1.963,0.99,1.23,5.26,69,12.32
6/14/2017,3:15,29.1,1.964,0.99,1.231,5.04,66,12.31
6/14/2017,3:30,28.99,1.964,0.99,1.231,4.97,64.9,12.31
6/14/2017,3:45,28.87,1.964,0.99,1.231,4.9,63.9,12.31
6/14/2017,4:00,28.76,1.964,0.99,1.232,4.86,63.3,12.31
6/14/2017,4:15,28.63,1.965,0.99,1.23,4.85,62.9,12.31
6/14/2017,4:30,28.54,1.966,0.99,1.232,4.8,62.2,12.3
6/14/2017,4:45,28.44,1.966,0.99,1.232,4.77,61.8,12.3
6/14/2017,5:00,28.33,1.967,0.99,1.229,4.84,62.5,12.34
6/14/2017,5:15,28.25,1.968,0.99,1.231,4.62,59.6,12.43
6/14/2017,5:30,28.17,1.967,0.99,1.231,4.67,60.1,12.66
6/14/2017,5:45,28.11,1.968,1,1.231,4.54,58.4,12.91
6/14/2017,6:00,28.05,1.969,1,1.231,4.48,57.7,13.06
6/14/2017,6:15,28.01,1.97,1,1.23,4.42,56.8,13.21
6/14/2017,6:30,28,1.971,1,1.23,4.46,57.3,13.85
6/14/2017,6:45,27.96,1.973,1,1.231,4.41,56.7,13.85
6/14/2017,7:00,27.97,1.973,1,1.227,4.59,59,13.82
6/14/2017,7:15,27.89,1.975,1,1.231,4.84,62,13.82
6/14/2017,7:30,27.85,1.976,1,1.23,5,64.1,13.81
6/14/2017,7:45,27.87,1.978,1,1.227,5.2,66.6,13.8
6/14/2017,8:00,27.9,1.978,1,1.232,5.35,68.7,13.8
6/14/2017,8:15,27.99,1.979,1,1.229,5.43,69.8,13.79
6/14/2017,8:30,28.05,1.98,1,1.23,5.53,71,13.79
6/14/2017,8:45,28.2,1.98,1,1.226,5.7,73.5,13.79
6/14/2017,9:00,28.32,1.982,1,1.228,5.92,76.4,13.79
6/14/2017,9:15,28.43,1.98,1,1.227,6.11,79.1,13.79
6/14/2017,9:30,28.54,1.972,1,1.232,6.23,80.8,13.8
6/14/2017,9:45,28.71,1.971,1,1.228,6.47,84.2,13.8
6/14/2017,10:00,28.75,1.972,1,1.23,6.54,85.1,13.8
6/14/2017,10:15,28.8,1.97,0.99,1.221,6.6,86,13.82
6/14/2017,10:30,28.96,1.967,0.99,1.219,6.79,88.7,13.82
6/14/2017,10:45,29.25,1.965,0.99,1.231,6.8,89.2,13.82
6/14/2017,11:00,29.42,1.963,0.99,1.221,6.82,89.8,13.82
6/14/2017,11:15,29.64,1.961,0.99,1.22,6.97,92.1,13.84
6/14/2017,11:30,29.85,1.96,0.99,1.223,7.02,93.2,13.84
6/14/2017,11:45,30.02,1.962,0.99,1.222,7.06,93.9,13.84
6/14/2017,12:00,30.18,1.96,0.99,1.22,7.16,95.5,13.84
6/14/2017,12:15,30.35,1.959,0.99,1.222,7.26,97.1,13.84
6/14/2017,12:30,30.48,1.959,0.99,1.218,7.33,98.3,13.84
6/14/2017,12:45,30.62,1.958,0.99,1.214,7.35,98.8,13.84
6/14/2017,13:00,30.74,1.958,0.99,1.22,7.47,100.7,13.82
6/14/2017,13:15,30.85,1.958,0.99,1.218,7.54,101.8,13.82
6/14/2017,13:30,30.96,1.956,0.98,1.215,7.58,102.5,13.8
6/14/2017,13:45,31.1,1.961,0.99,1.217,7.7,104.4,13.8
6/14/2017,14:00,31.15,1.962,0.99,1.214,7.61,103.3,13.8
6/14/2017,14:15,31.24,1.962,0.99,1.216,7.58,103,13.79
6/14/2017,14:30,31.37,1.962,0.99,1.216,7.72,105.1,13.8
6/14/2017,14:45,31.49,1.962,0.99,1.221,7.82,106.6,13.79
6/14/2017,15:00,31.57,1.963,0.99,1.217,7.87,107.6,13.79
6/14/2017,15:15,31.65,1.965,0.99,1.212,7.82,106.9,13.79
6/14/2017,15:30,31.73,1.966,0.99,1.215,7.76,106.3,13.79
6/14/2017,15:45,31.82,1.968,0.99,1.217,7.82,107.3,13.79
6/14/2017,16:00,31.89,1.969,0.99,1.218,7.72,106.1,13.79
6/14/2017,16:15,31.94,1.971,0.99,1.216,7.72,106.1,13.78
6/14/2017,16:30,31.97,1.972,0.99,1.215,7.74,106.4,13.78
6/14/2017,16:45,31.98,1.972,0.99,1.217,7.78,107,13.57
6/14/2017,17:00,31.97,1.973,0.99,1.217,7.73,106.3,13.45
6/14/2017,17:15,31.93,1.974,0.99,1.216,7.69,105.8,13.37
6/14/2017,17:30,31.88,1.976,0.99,1.215,7.94,109,13.31
6/14/2017,17:45,31.77,1.976,0.99,1.214,7.96,109.2,13.28
6/14/2017,18:00,31.71,1.977,0.99,1.215,7.59,103.9,13.27
6/14/2017,18:15,31.61,1.978,0.99,1.213,7.87,107.6,13.14
6/14/2017,18:30,31.55,1.979,1,1.215,7.73,105.6,13.06
6/14/2017,18:45,31.39,1.979,1,1.212,7.77,105.8,12.92
6/14/2017,19:00,31.28,1.98,1,1.214,7.59,103.1,12.76
6/14/2017,19:15,31.1,1.98,1,1.212,7.54,102.2,12.52
6/14/2017,19:30,30.98,1.981,1,1.212,7.5,101.5,12.35
6/14/2017,19:45,30.92,1.981,1,1.212,7.34,99.2,12.35
6/14/2017,20:00,30.87,1.983,1,1.212,7.29,98.5,12.37
6/14/2017,20:15,30.75,1.983,1,1.212,7.23,97.4,12.38
6/14/2017,20:30,30.58,1.983,1,1.211,7.34,98.6,12.38
6/14/2017,20:45,30.49,1.983,1,1.211,7.25,97.3,12.38
6/14/2017,21:00,30.4,1.983,1,1.211,7.12,95.3,12.37
6/14/2017,21:15,30.22,1.983,1,1.21,7.04,94,12.37
6/14/2017,21:30,30.04,1.984,1,1.21,6.9,91.8,12.36
6/14/2017,21:45,29.86,1.982,1,1.211,6.8,90.3,12.36
6/14/2017,22:00,29.71,1.982,1,1.209,6.7,88.7,12.36
6/14/2017,22:15,29.55,1.982,1,1.209,6.78,89.5,12.36
6/14/2017,22:30,29.44,1.982,1,1.209,6.73,88.7,12.36
6/14/2017,22:45,29.33,1.983,1,1.209,6.61,86.9,12.36
6/14/2017,23:00,29.2,1.981,1,1.211,6.59,86.4,12.36
6/14/2017,23:15,29.08,1.979,1,1.209,6.52,85.4,12.35
6/14/2017,23:30,28.91,1.978,1,1.209,6.43,83.9,12.35
6/14/2017,23:45,28.69,1.976,1,1.208,6.3,82,12.35
6/15/2017,0:00,28.61,1.976,1,1.21,6.28,81.5,12.35
6/15/2017,0:15,28.46,1.975,1,1.209,6.2,80.3,12.34
6/15/2017,0:30,28.4,1.975,1,1.209,6.18,79.9,12.34
6/15/2017,0:45,28.28,1.975,1,1.209,6.04,77.9,12.34
6/15/2017,1:00,28.02,1.975,1,1.208,5.89,75.7,12.34
6/15/2017,1:15,27.92,1.974,1,1.207,5.92,75.9,12.32
6/15/2017,1:30,27.88,1.974,1,1.208,5.8,74.4,12.32
6/15/2017,1:45,27.87,1.973,1,1.207,5.73,73.5,12.31
6/15/2017,2:00,27.85,1.973,1,1.207,5.61,71.9,12.31
6/15/2017,2:15,27.76,1.974,1,1.207,5.56,71.2,12.31
6/15/2017,2:30,27.61,1.972,1,1.208,5.47,69.8,12.3
6/15/2017,2:45,27.44,1.971,1,1.208,5.43,69.1,12.3
6/15/2017,3:00,27.3,1.97,1,1.207,5.55,70.4,12.3
6/15/2017,3:15,27.16,1.968,1,1.206,5.47,69.2,12.3
6/15/2017,3:30,27.05,1.967,1,1.207,5.45,68.8,12.29
6/15/2017,3:45,26.96,1.967,1,1.206,5.23,66,12.29
6/15/2017,4:00,26.85,1.965,1,1.207,5.22,65.7,12.28
6/15/2017,4:15,26.74,1.964,1,1.206,4.97,62.4,12.28
6/15/2017,4:30,26.64,1.963,0.99,1.206,5.01,62.9,12.26
6/15/2017,4:45,26.55,1.96,0.99,1.206,4.81,60.2,12.26
6/15/2017,5:00,26.46,1.958,0.99,1.205,4.74,59.3,12.3
6/15/2017,5:15,26.38,1.956,0.99,1.206,4.65,58,12.34
6/15/2017,5:30,26.3,1.956,0.99,1.206,4.54,56.5,12.42
6/15/2017,5:45,26.19,1.955,0.99,1.205,4.42,55,12.58
6/15/2017,6:00,26.13,1.954,0.99,1.204,4.29,53.3,12.98
6/15/2017,6:15,26.05,1.954,0.99,1.207,4.2,52.1,13.15
6/15/2017,6:30,25.97,1.952,0.99,1.205,4.18,51.7,14.02
6/15/2017,6:45,25.9,1.951,0.99,1.205,4.11,50.9,14
6/15/2017,7:00,25.86,1.951,0.99,1.204,4.12,50.9,13.99
6/15/2017,7:15,25.82,1.951,0.99,1.203,4.15,51.3,13.99
6/15/2017,7:30,25.84,1.95,0.99,1.204,4.07,50.3,13.98
6/15/2017,7:45,25.87,1.95,0.99,1.206,4.16,51.5,13.97
6/15/2017,8:00,25.92,1.949,0.99,1.203,4.28,53,13.97
6/15/2017,8:15,26.01,1.951,0.99,1.204,4.26,52.8,13.96
6/15/2017,8:30,26.12,1.95,0.99,1.202,4.47,55.5,13.94
6/15/2017,8:45,26.24,1.95,0.99,1.201,4.58,57.1,13.93
6/15/2017,9:00,26.39,1.952,0.99,1.202,4.78,59.6,13.92
6/15/2017,9:15,26.51,1.951,0.99,1.201,4.77,59.7,13.91
6/15/2017,9:30,26.64,1.951,0.99,1.203,4.91,61.6,13.9
6/15/2017,9:45,26.72,1.95,0.99,1.201,5.03,63.1,13.91
6/15/2017,10:00,26.81,1.952,0.99,1.202,5.15,64.8,13.91
6/15/2017,10:15,26.93,1.952,0.99,1.203,5.31,66.9,13.91
6/15/2017,10:30,27.03,1.95,0.99,1.201,5.45,68.8,13.91
6/15/2017,10:45,27.15,1.95,0.99,1.2,5.43,68.8,13.91
6/15/2017,11:00,27.33,1.949,0.99,1.199,5.63,71.5,13.9
6/15/2017,11:15,27.43,1.952,0.99,1.2,5.86,74.5,13.9
6/15/2017,11:30,27.7,1.951,0.99,1.201,6.07,77.5,13.9
6/15/2017,11:45,27.95,1.953,0.99,1.197,6.41,82.2,13.9
6/15/2017,12:00,28.03,1.954,0.99,1.199,6.72,86.4,13.88
6/15/2017,12:15,28.52,1.952,0.99,1.201,6.63,86,13.88
6/15/2017,12:30,28.93,1.954,0.99,1.2,6.83,89.2,13.9
6/15/2017,12:45,29.27,1.956,0.99,1.197,6.94,91.2,13.87
6/15/2017,13:00,29.54,1.954,0.99,1.205,7.29,96.2,13.88
6/15/2017,13:15,29.72,1.954,0.98,1.202,7.6,100.6,13.87
,,,,,,,,
