,,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System
5/15/2017,17:15,22.12,1.753,0.89,1.851,10.21,117.6,72.8,29.86,33.1,327,11.8,7,17.9,0,0,13.46
5/15/2017,17:30,22.08,1.753,0.89,1.856,10.19,117.3,73.7,29.87,31,317,9.5,3.2,18.1,0,0,13.2
5/15/2017,17:45,22.02,1.752,0.89,1.85,9.86,113.4,73.5,29.87,30.4,316,8.7,4.8,16.6,0,0,12.89
5/15/2017,18:00,21.9,1.752,0.89,1.856,9.77,112.1,73.2,29.88,29.9,316,10.4,6.3,15.7,0,0,12.61
5/15/2017,18:15,21.8,1.752,0.89,1.855,9.79,112.1,72.6,29.88,29.7,313,10.2,6.2,16.4,0,0,12.43
5/15/2017,18:30,21.77,1.751,0.89,1.855,9.67,110.6,71.9,29.89,31.3,304,8.1,5.1,12.5,0,0,12.37
5/15/2017,18:45,21.55,1.751,0.89,1.856,9.84,112.1,71,29.9,32.9,289,5.9,3.1,9.1,0,0,12.35
5/15/2017,19:00,21.35,1.75,0.89,1.856,9.73,110.4,69.4,29.9,35.7,263,3.8,1.2,7.4,0,0,12.34
5/15/2017,19:15,21.26,1.75,0.89,1.857,9.64,109.2,68.9,29.91,35.4,255,3.4,0.8,7,0,0,12.32
5/15/2017,19:30,21.17,1.749,0.89,1.855,9.5,107.5,68.5,29.91,40.6,271,4.1,1.3,8,0,0,12.32
5/15/2017,19:45,21.08,1.749,0.89,1.855,9.41,106.3,68.5,29.92,39.2,281,4.9,1,9,0,0,12.31
5/15/2017,20:00,20.98,1.748,0.89,1.854,9.29,104.7,69.4,29.93,34.5,294,7.2,4.1,11.6,0,0,12.31
5/15/2017,20:15,20.85,1.748,0.89,1.851,9.3,104.5,69.4,29.94,34.7,293,8,4.6,12.5,0,0,12.31
5/15/2017,20:30,20.7,1.747,0.89,1.851,9.5,106.5,69.2,29.94,34.9,298,8.6,5,12.4,0,0,12.3
5/15/2017,20:45,20.6,1.746,0.89,1.85,9.7,108.5,69.4,29.94,34.6,295,8.4,4.2,13,0,0,12.3
5/15/2017,21:00,20.52,1.746,0.89,1.85,9.62,107.4,68.9,29.94,37.4,297,7.1,3.2,11.9,0,0,12.3
5/15/2017,21:15,20.46,1.746,0.89,1.852,9.55,106.5,69,29.95,35.3,291,7.3,1.6,12.9,0,0,12.29
5/15/2017,21:30,20.4,1.745,0.89,1.849,9.36,104.3,67.8,29.95,40.3,266,4.9,0.6,10.5,0,0,12.29
5/15/2017,21:45,20.38,1.745,0.89,1.85,9.13,101.7,67.6,29.96,38.2,275,4.8,0.4,12.2,0,0,12.28
5/15/2017,22:00,20.32,1.745,0.89,1.849,9.11,101.4,68.1,29.96,40.6,293,7.3,3,12,0,0,12.28
5/15/2017,22:15,20.23,1.744,0.89,1.847,9.12,101.3,67.4,29.96,40,279,5.3,0.4,12,0,0,12.26
5/15/2017,22:30,20.14,1.744,0.89,1.85,9.07,100.5,66.7,29.97,43.3,256,3.6,0.6,8.2,0,0,12.26
5/15/2017,22:45,20.05,1.743,0.89,1.845,8.94,98.9,65.8,29.97,42.8,261,4.3,0.8,10.5,0,0,12.26
5/15/2017,23:00,19.95,1.743,0.89,1.847,8.87,97.9,65.4,29.98,43.2,254,3.7,0.6,8.5,0,0,12.26
5/15/2017,23:15,19.88,1.743,0.89,1.848,8.64,95.3,66,29.99,43.5,267,5.2,0.7,11.5,0,0,12.24
5/15/2017,23:30,19.75,1.742,0.89,1.844,8.64,95.1,65.6,29.98,42.4,278,5.4,1.3,10.6,0,0,12.24
5/15/2017,23:45,19.61,1.742,0.89,1.847,8.73,95.7,65.6,29.98,42.1,283,6.2,0.4,14.8,0,0,12.24
5/16/2017,0:00,19.46,1.741,0.88,1.842,8.67,94.8,65.8,29.98,42.2,287,8.4,1.4,15,0,0,12.23
5/16/2017,0:15,19.35,1.741,0.88,1.843,8.74,95.3,65.1,29.98,42.2,277,7.2,1.8,13.8,0,0,12.23
5/16/2017,0:30,19.23,1.741,0.88,1.843,8.63,93.9,64.9,29.98,43.2,290,9.3,5.1,15.3,0,0,12.23
5/16/2017,0:45,19.17,1.74,0.88,1.842,8.71,94.7,64.9,29.98,42.5,286,9.7,4,14.8,0,0,12.23
5/16/2017,1:00,19.12,1.74,0.88,1.842,8.75,95.1,64.2,29.98,43.2,281,9.7,4.7,16.3,0,0,12.22
5/16/2017,1:15,19.1,1.74,0.88,1.84,8.66,94,64,29.98,44.2,290,10.4,6.2,15.7,0,0,12.2
5/16/2017,1:30,19.04,1.739,0.88,1.842,8.64,93.7,63.1,29.97,46.1,294,8.2,5.3,12.1,0,0,12.2
5/16/2017,1:45,18.94,1.739,0.88,1.841,8.6,93.1,62.4,29.98,45.7,291,7.8,4.8,11.5,0,0,12.2
5/16/2017,2:00,18.87,1.739,0.88,1.842,8.54,92.3,61.8,29.98,47.3,291,7.1,4,10.6,0,0,12.2
5/16/2017,2:15,18.83,1.739,0.88,1.842,8.52,92,61.3,29.99,49.4,287,6.1,2.6,9.2,0,0,12.19
5/16/2017,2:30,18.81,1.738,0.88,1.843,8.36,90.3,60.9,30,48.5,282,6.8,3.3,9.2,0,0,12.19
5/16/2017,2:45,18.78,1.738,0.88,1.841,8.31,89.6,60.8,30.01,51.5,289,6.5,3.3,9.7,0,0,12.19
5/16/2017,3:00,18.75,1.738,0.88,1.841,8.26,89.1,60,30.01,51.4,299,6,3.4,10.1,0,0,12.19
5/16/2017,3:15,18.7,1.738,0.88,1.842,8.29,89.3,60.6,30.01,52.1,299,5.6,3.5,8.3,0,0,12.18
5/16/2017,3:30,18.64,1.738,0.88,1.842,8.29,89.2,60.6,30.01,51.7,307,5.4,3.5,7.5,0,0,12.18
5/16/2017,3:45,18.57,1.738,0.88,1.842,8.32,89.4,60.4,30.01,55.1,308,5.8,3.7,8.2,0,0,12.17
5/16/2017,4:00,18.54,1.737,0.88,1.842,8.09,86.8,60,30.02,55.7,310,4.7,2.6,6.5,0,0,12.18
5/16/2017,4:15,18.49,1.737,0.88,1.842,8.03,86.1,59.9,30.02,56.9,305,5,3.3,7.5,0,0,12.17
5/16/2017,4:30,18.43,1.737,0.88,1.841,7.99,85.6,60,30.03,59.8,309,5,2.8,7.1,0,0,12.16
5/16/2017,4:45,18.38,1.736,0.88,1.842,7.96,85.1,59.7,30.03,62.1,309,3.8,2.8,5.6,0,0,12.16
5/16/2017,5:00,18.32,1.736,0.88,1.842,7.76,83,59.9,30.04,64,303,3.7,2.3,5.4,0,0,12.16
5/16/2017,5:15,18.26,1.736,0.88,1.842,7.77,82.9,60.4,30.05,64.7,302,4.1,3.1,5.4,0,0,12.18
5/16/2017,5:30,18.21,1.736,0.88,1.843,7.54,80.5,60.9,30.05,62.9,300,4.1,2.4,5.6,0,0,12.19
5/16/2017,5:45,18.17,1.736,0.88,1.843,7.47,79.6,60.9,30.05,64.1,318,2.7,1.5,4,0,0,12.2
5/16/2017,6:00,18.14,1.735,0.88,1.843,7.72,82.2,61.7,30.06,63.6,297,3.1,1.4,5.3,0,0,12.25
5/16/2017,6:15,18.11,1.735,0.88,1.841,7.83,83.3,61.7,30.07,64.2,315,3.9,3,5,0,0,12.36
5/16/2017,6:30,18.1,1.735,0.88,1.841,7.72,82.1,62.4,30.07,61.1,316,3.5,2.2,4.8,0,0,12.58
5/16/2017,6:45,18.11,1.735,0.88,1.842,7.56,80.5,63.3,30.07,58.2,341,2.1,0.8,3.5,0,0,12.79
5/16/2017,7:00,18.14,1.734,0.88,1.842,7.23,77,64.9,30.07,54.8,51,1.3,0.3,2.4,0,0,12.92
5/16/2017,7:15,18.18,1.734,0.88,1.842,7.37,78.6,64.5,30.07,54.1,68,1.4,0.5,2.8,0,0,13.02
5/16/2017,7:30,18.22,1.734,0.88,1.842,7.46,79.6,63.8,30.07,56.5,49,2.1,0.3,3.9,0,0,13.4
5/16/2017,7:45,18.25,1.734,0.88,1.843,7.43,79.3,64.2,30.07,57.3,92,2.3,0.2,3.9,0,0,14.09
5/16/2017,8:00,18.26,1.734,0.88,1.843,8.12,86.7,64.4,30.07,51.7,140,5.7,1.2,9.7,0,0,14.09
5/16/2017,8:15,18.34,1.734,0.88,1.845,8.21,87.8,64.7,30.08,50.8,136,7.7,5.2,10.6,0,0,14.08
5/16/2017,8:30,18.5,1.734,0.88,1.845,8.25,88.5,65.6,30.08,48.2,137,7.4,5,11.1,0,0,14.08
5/16/2017,8:45,18.74,1.734,0.88,1.846,8.36,90.1,66,30.09,45.1,132,8,5.8,10.8,0,0,14.08
5/16/2017,9:00,18.9,1.735,0.88,1.846,8.49,91.8,66.9,30.09,42.3,147,7.2,3.8,10.8,0,0,14.06
5/16/2017,9:15,19.07,1.734,0.88,1.843,8.58,93.2,67.2,30.09,44,132,8,4.4,10.8,0,0,14.06
5/16/2017,9:30,19.37,1.734,0.88,1.845,8.7,95,67.2,30.1,48.2,127,8.4,6.6,10.5,0,0,14.05
5/16/2017,9:45,19.65,1.735,0.88,1.846,8.76,96.1,67.1,30.09,42.6,127,8.9,6.9,11.6,0,0,14.05
5/16/2017,10:00,19.93,1.735,0.88,1.846,8.82,97.3,66.9,30.09,43.3,138,10.4,7.7,12.8,0,0,14.04
5/16/2017,10:15,20.2,1.736,0.88,1.848,8.94,99.2,66.3,30.09,49.4,137,10.2,7.8,13.1,0,0,14.03
5/16/2017,10:30,20.6,1.736,0.88,1.849,9.12,102,66.5,30.09,50.1,142,10.1,7.2,13.6,0,0,14.04
5/16/2017,10:45,20.99,1.737,0.88,1.848,9.2,103.6,66.7,30.09,50.8,141,10.6,7.2,14.6,0,0,14.05
5/16/2017,11:00,21.35,1.738,0.88,1.845,9.33,106,66.2,30.09,49.3,140,11,7.8,15.1,0,0,14.05
5/16/2017,11:15,21.63,1.739,0.88,1.849,9.36,106.8,66,30.09,58.1,140,12.3,8.9,15.3,0,0,14.06
5/16/2017,11:30,21.93,1.74,0.88,1.845,9.28,106.5,66.3,30.09,57.2,141,11.7,8.3,14.9,0,0,14.06
5/16/2017,11:45,22.13,1.74,0.88,1.843,9.13,105.3,66,30.08,60.1,141,11.5,8.7,15.7,0,0,14.08
5/16/2017,12:00,22.29,1.74,0.88,1.845,9.28,107.3,66.3,30.07,56.2,141,11.9,8.7,16,0,0,14.09
5/16/2017,12:15,22.49,1.741,0.88,1.849,9.42,109.3,66.2,30.07,61.5,143,12.2,9,16.3,0,0,14.08
5/16/2017,12:30,22.71,1.741,0.88,1.848,9.53,111.1,66.3,30.07,59.5,149,12,8.2,17.5,0,0,14.08
5/16/2017,12:45,22.96,1.741,0.88,1.843,9.63,112.7,66.3,30.06,58.1,143,12.4,9.5,16.1,0,0,14.09
5/16/2017,13:00,23.26,1.742,0.88,1.843,9.63,113.4,67.1,30.06,54,148,11.9,8.3,16.4,0,0,14.1
5/16/2017,13:15,23.55,1.742,0.88,1.844,9.5,112.4,67.1,30.06,48.8,146,11.4,7.1,16.6,0,0,14.06
5/16/2017,13:30,23.73,1.743,0.88,1.841,9.49,112.7,66.9,30.06,55.3,143,10,6.5,15,0,0,14.08
5/16/2017,13:45,23.93,1.743,0.88,1.843,9.56,113.9,66.9,30.05,55.6,145,11.2,7.1,14.5,0,0,14.06
5/16/2017,14:00,24.12,1.744,0.88,1.841,9.51,113.8,68,30.06,54.3,151,10.7,7.4,14.4,0,0,14.05
5/16/2017,14:15,24.26,1.744,0.88,1.84,9.54,114.5,68,30.05,52.4,145,10.5,7.5,14,0,0,14.05
5/16/2017,14:30,24.41,1.744,0.88,1.838,9.65,116.1,68.1,30.04,51.6,155,11.5,7.2,14.9,0,0,14.03
5/16/2017,14:45,24.57,1.745,0.88,1.841,9.56,115.3,68.3,30.04,53.4,151,10.6,4.6,14.1,0,0,14.04
5/16/2017,15:00,24.71,1.745,0.88,1.84,9.55,115.5,68.3,30.03,51.6,154,10.2,3,14.6,0.024,1,14.03
5/16/2017,15:15,24.99,1.745,0.88,1.842,9.43,114.6,68.9,30.03,49.8,156,11.7,8.3,14.9,0.004,1,14.02
5/16/2017,15:30,25.13,1.746,0.88,1.84,9.42,114.8,69.2,30.03,52.4,158,10.9,7.6,14.6,0,0,14.02
5/16/2017,15:45,25.2,1.746,0.88,1.838,9.29,113.4,69.6,30.04,50.6,152,10.3,7.1,13.6,0,0,14.02
5/16/2017,16:00,25.22,1.746,0.88,1.838,9.15,111.7,69.6,30.04,47.6,156,10.7,7.2,13.3,0,0,14.02
5/16/2017,16:15,25.22,1.746,0.88,1.837,9.47,115.7,70.1,30.04,49.7,153,10.3,7.4,13.7,0,0,13.96
5/16/2017,16:30,25.21,1.745,0.88,1.834,9.62,117.4,70.1,30.03,49,159,10.4,7.9,15.2,0,0,13.88
5/16/2017,16:45,25.2,1.746,0.88,1.833,9.63,117.6,70.8,30.03,43,157,11,7.8,14.7,0,0,13.79
5/16/2017,17:00,25.16,1.745,0.88,1.834,9.64,117.6,70.7,30.02,45.5,155,11.3,7.8,15.5,0,0,13.67
5/16/2017,17:15,25.1,1.746,0.88,1.835,9.39,114.4,70.7,30.02,44.5,159,12.1,6.9,16.2,0,0,13.5
5/16/2017,17:30,25.02,1.745,0.88,1.833,9.41,114.5,70.8,30.02,42.9,161,11.2,7.6,15.1,0,0,13.27
5/16/2017,17:45,24.96,1.745,0.88,1.834,9.33,113.4,71,30.02,46.8,161,11.2,8.3,15.3,0,0,13
5/16/2017,18:00,24.87,1.745,0.88,1.831,9.35,113.4,71,30.03,46.5,166,11,7.1,17.3,0,0,12.74
5/16/2017,18:15,24.77,1.744,0.88,1.83,9.02,109.2,70.7,30.03,52.3,167,9.7,6.2,15.7,0,0,12.5
5/16/2017,18:30,24.66,1.744,0.88,1.831,8.61,104.1,70.5,30.02,50.3,172,9.2,6.5,13.3,0,0,12.37
5/16/2017,18:45,24.55,1.744,0.88,1.826,8.5,102.5,70.1,30.02,45.7,179,8.5,5.5,11.2,0,0,12.34
5/16/2017,19:00,24.49,1.743,0.88,1.827,8.76,105.5,69.8,30.02,45.9,178,8.5,5.5,11.8,0,0,12.32
5/16/2017,19:15,24.5,1.743,0.88,1.828,8.93,107.6,69.6,30.02,44.7,181,8.9,5.7,12,0,0,12.31
5/16/2017,19:30,24.45,1.743,0.88,1.827,8.06,97,69.6,30.02,45.7,180,7.3,4.8,10.5,0,0,12.31
5/16/2017,19:45,24.34,1.743,0.88,1.826,7.06,84.8,69.2,30.02,46.1,177,7.2,5,10.7,0,0,12.31
5/16/2017,20:00,24.17,1.742,0.88,1.826,7.47,89.5,68.7,30.02,50.2,178,7,4.5,9.7,0,0,12.31
5/16/2017,20:15,24,1.742,0.88,1.827,7.35,87.7,68.3,30.02,53.1,179,7.8,5,11.2,0,0,12.3
5/16/2017,20:30,23.85,1.741,0.88,1.826,7.89,93.9,68.1,30.02,55.5,177,7.4,5.1,11.2,0,0,12.3
5/16/2017,20:45,23.67,1.741,0.88,1.826,8.29,98.4,68.1,30.02,53.5,178,7.5,5,10.4,0,0,12.3
5/16/2017,21:00,23.47,1.74,0.88,1.826,7.87,93,68,30.02,53.7,173,7.9,5,11,0,0,12.29
5/16/2017,21:15,23.35,1.74,0.88,1.826,7.85,92.5,68,30.03,55.1,173,8.1,5.2,11.4,0,0,12.29
5/16/2017,21:30,23.19,1.739,0.88,1.826,7.41,87.1,68,30.03,52.6,171,8.4,5.7,11.7,0,0,12.28
5/16/2017,21:45,23.04,1.738,0.88,1.825,7.71,90.4,68,30.02,52.6,171,8.6,5.1,13.5,0,0,12.28
5/16/2017,22:00,22.93,1.738,0.88,1.826,7.78,91.1,68,30.02,53.9,172,9,4.5,13.3,0,0,12.28
5/16/2017,22:15,22.82,1.738,0.88,1.826,7.81,91.2,68,30.02,55.5,173,8.4,5.4,14.4,0,0,12.26
5/16/2017,22:30,22.7,1.737,0.88,1.824,7.89,91.9,67.8,30.01,53.8,175,7.8,4.6,11.8,0,0,12.26
5/16/2017,22:45,22.52,1.737,0.88,1.823,7.51,87.2,67.4,30.01,54.5,182,6.6,3.6,9.2,0,0,12.26
5/16/2017,23:00,22.28,1.736,0.88,1.823,7.53,87,67.2,30.01,55.7,182,6.1,3.1,10,0,0,12.25
5/16/2017,23:15,22.11,1.735,0.88,1.822,7.49,86.3,66.5,30.01,57.6,178,5.2,3.1,8.7,0,0,12.25
5/16/2017,23:30,22,1.735,0.88,1.822,7.35,84.5,66.2,30.01,59.3,168,5.3,3.2,8.1,0,0,12.24
5/16/2017,23:45,21.88,1.734,0.88,1.822,7.11,81.6,66.5,30,60.5,171,5.1,2.7,8.5,0,0,12.24
5/17/2017,0:00,21.79,1.734,0.88,1.822,7.4,84.7,66.9,30,60,175,5.3,2.1,9.2,0,0,12.23
5/17/2017,0:15,21.68,1.734,0.88,1.822,7.36,84,67.2,30,61.1,183,5.5,2.3,9.4,0,0,12.23
5/17/2017,0:30,21.56,1.733,0.88,1.822,7.2,82,67.4,29.99,61.6,175,6.4,3.3,11.2,0,0,12.23
5/17/2017,0:45,21.45,1.733,0.88,1.824,7.29,82.9,67.2,29.99,62.9,169,5.8,2.3,8.9,0,0,12.23
5/17/2017,1:00,21.33,1.733,0.88,1.823,7,79.4,66.9,29.99,64.2,167,5.3,3,8.8,0,0,12.22
5/17/2017,1:15,21.22,1.732,0.88,1.823,6.33,71.7,66.7,29.99,64.6,163,5.3,3.1,7.8,0,0,12.22
5/17/2017,1:30,21.14,1.732,0.88,1.823,6.22,70.3,66.3,29.98,64.2,158,4.9,3.2,7.7,0,0,12.2
5/17/2017,1:45,21.05,1.732,0.88,1.822,6.73,75.9,65.1,29.98,70.5,153,5.1,3.6,6.4,0,0,12.19
5/17/2017,2:00,20.97,1.732,0.88,1.822,6.05,68.2,65.1,29.98,68.5,160,4.8,2.9,6.3,0,0,12.19
5/17/2017,2:15,20.9,1.732,0.88,1.821,6.09,68.5,66.3,29.98,66.2,183,3.5,1.4,6.3,0,0,12.16
5/17/2017,2:30,20.86,1.732,0.88,1.82,6.49,73,66.7,29.98,66.4,182,4.4,2.1,8.1,0,0,12.14
5/17/2017,2:45,20.81,1.731,0.88,1.821,6.66,74.8,66.7,29.98,67.8,177,4.8,2.4,8.9,0,0,12.18
5/17/2017,3:00,20.75,1.731,0.88,1.821,6.22,69.7,66.7,29.99,69.2,172,4.4,1.4,7.6,0,0,12.17
5/17/2017,3:15,20.68,1.731,0.88,1.822,6.12,68.6,66.2,29.99,71,164,3.9,1.9,6.7,0,0,12.18
5/17/2017,3:30,20.61,1.731,0.88,1.823,6.34,70.9,65.8,29.99,74.9,159,5.1,3,6.9,0,0,12.11
5/17/2017,3:45,20.53,1.731,0.88,1.822,6.66,74.4,65.6,29.99,74.7,161,4.6,2.7,6.5,0,0,12.12
5/17/2017,4:00,20.47,1.731,0.88,1.822,6.22,69.4,66,29.99,75.3,161,5.3,3.4,8.2,0,0,12.13
5/17/2017,4:15,20.42,1.731,0.88,1.821,6.88,76.7,66.2,29.99,74.6,161,4.8,2.8,8.5,0,0,12.17
5/17/2017,4:30,20.42,1.73,0.88,1.822,6.67,74.3,66.3,30,75.3,165,4.8,2.4,7.8,0,0,12.17
5/17/2017,4:45,20.41,1.73,0.88,1.823,6.82,76,66.5,30,75.9,166,4.8,1.2,8.2,0,0,12.16
5/17/2017,5:00,20.4,1.73,0.88,1.821,6.59,73.4,66.7,30.01,76.2,172,5.1,0.5,9.1,0,0,12.16
5/17/2017,5:15,20.38,1.731,0.88,1.821,6.7,74.6,67.1,30.01,76.5,180,4.8,1,9.5,0,0,12.18
5/17/2017,5:30,20.35,1.731,0.88,1.821,6.65,74,67.8,30.01,75.6,178,5.6,1.4,10.3,0,0,12.19
5/17/2017,5:45,20.31,1.731,0.88,1.821,6.64,73.8,68.5,30.02,74.8,183,5.4,1.4,10.9,0,0,12.22
5/17/2017,6:00,20.24,1.73,0.88,1.824,6.44,71.5,69,30.02,73.5,174,5.5,1.1,10.2,0,0,12.26
5/17/2017,6:15,20.15,1.73,0.88,1.825,6.47,71.7,69.6,30.02,72.9,170,5.9,1.3,11.4,0,0,12.35
5/17/2017,6:30,20.1,1.73,0.88,1.823,6.5,72,70.3,30.02,71.2,156,5.2,1.4,9,0,0,12.53
5/17/2017,6:45,20.06,1.73,0.88,1.823,6.49,71.8,71.6,30.03,68.2,163,4.5,0.4,9.5,0,0,12.71
5/17/2017,7:00,20.07,1.73,0.88,1.822,6.53,72.3,73.2,30.03,64.8,178,4.2,0.3,10.4,0,0,12.82
5/17/2017,7:15,20.09,1.73,0.88,1.821,6.17,68.4,74.1,30.03,63.8,157,4,0.9,7.8,0,0,12.89
5/17/2017,7:30,20.08,1.73,0.88,1.823,6.53,72.3,75.2,30.04,61.4,174,4.5,0.9,9.9,0,0,12.98
5/17/2017,7:45,20.11,1.73,0.88,1.824,6.54,72.4,76.1,30.03,59.7,170,4.8,0.6,10.4,0,0,13.16
5/17/2017,8:00,20.23,1.73,0.88,1.827,6.79,75.5,71,30.03,71,125,7,2.5,12.8,0,0,13.96
5/17/2017,8:15,20.43,1.73,0.88,1.826,7.12,79.4,72.6,30.03,69,129,7.3,2.8,10.7,0,0,13.96
5/17/2017,8:30,20.75,1.731,0.88,1.827,7.2,80.8,70.3,30.03,73.8,115,8.7,4.6,12.5,0,0,13.96
5/17/2017,8:45,21.1,1.732,0.88,1.83,7.51,84.8,69,30.03,78.1,123,9.3,5.2,12.1,0,0,13.96
5/17/2017,9:00,21.4,1.733,0.88,1.827,7.54,85.6,68.9,30.04,78.2,128,9.6,6.1,12.9,0,0,13.96
5/17/2017,9:15,21.76,1.733,0.88,1.828,7.6,86.9,70.3,30.04,77.5,125,8.7,5.2,12.3,0,0,13.97
5/17/2017,9:30,22.03,1.734,0.88,1.827,7.71,88.6,69.6,30.04,77.9,122,9.3,6.4,12.1,0,0,13.98
5/17/2017,9:45,22.32,1.735,0.88,1.827,7.81,90.3,68.9,30.04,79.4,134,9.7,7.5,11.6,0,0,13.97
5/17/2017,10:00,22.62,1.736,0.88,1.827,7.9,91.9,69.6,30.04,79.5,141,9.7,7.7,11.9,0,0,13.98
5/17/2017,10:15,22.9,1.736,0.88,1.831,8.06,94.2,69,30.03,80.5,143,11,9,12.9,0,0,13.99
5/17/2017,10:30,23.22,1.737,0.88,1.829,8.17,96.2,69.2,30.03,80.6,143,10,6.8,13.4,0,0,13.99
5/17/2017,10:45,23.59,1.738,0.88,1.828,8.26,97.8,69.6,30.03,80,143,9.6,6.9,12.2,0,0,14
5/17/2017,11:00,24.02,1.739,0.88,1.827,8.44,100.7,69.8,30.03,80.3,138,9.4,7.4,11.8,0,0,13.99
5/17/2017,11:15,24.39,1.74,0.88,1.826,8.52,102.4,69.4,30.03,80.4,140,9.8,7.5,12.6,0,0,13.99
5/17/2017,11:30,24.71,1.742,0.88,1.83,8.66,104.8,70.1,30.02,79.8,144,11.2,8.2,14.7,0,0,14
5/17/2017,11:45,25.08,1.742,0.88,1.827,8.74,106.5,70.1,30.02,79.7,144,9.1,4.4,13.3,0.003,0,14
5/17/2017,12:00,25.39,1.743,0.88,1.827,8.77,107.4,70.7,30.02,80.1,146,8.6,3.4,12.9,0.013,0,14.02
5/17/2017,12:15,25.72,1.744,0.88,1.823,8.79,108.3,71.6,30.02,79.1,136,6.5,3.2,11.4,0.017,0,14.02
5/17/2017,12:30,26.02,1.746,0.88,1.822,8.79,108.8,72.5,30.01,77.2,152,9.1,4.3,13.1,0.01,0,14
5/17/2017,12:45,26.32,1.746,0.88,1.822,8.8,109.6,74.8,30.01,72.5,149,9.4,4.7,13.4,0.012,0,13.99
5/17/2017,13:00,26.5,1.747,0.88,1.824,8.83,110.4,76.1,30,67.5,150,11.6,8.7,14.9,0,0,13.98
5/17/2017,13:15,26.69,1.748,0.88,1.825,8.81,110.5,75.9,30,70.1,150,12.1,9.4,15.1,0,0,13.97
5/17/2017,13:30,26.96,1.748,0.88,1.826,8.86,111.7,76.6,30,69.5,151,12.1,9.6,15.5,0,0,13.94
5/17/2017,13:45,27.37,1.749,0.88,1.818,8.86,112.5,76.6,29.99,70.1,149,11.4,7.3,15.7,0,0,13.93
5/17/2017,14:00,27.67,1.75,0.88,1.822,8.97,114.5,76.1,29.99,71.1,149,11.3,7.8,14.4,0,0,13.92
5/17/2017,14:15,27.84,1.751,0.88,1.821,8.95,114.6,76.8,29.99,69.2,147,11.7,9.3,14.8,0,0,13.91
5/17/2017,14:30,27.99,1.752,0.88,1.82,9.03,115.9,77.5,29.98,67.9,143,11.5,8.9,17,0,0,13.9
5/17/2017,14:45,28.07,1.752,0.88,1.818,8.91,114.6,76.8,29.98,69.1,141,10.8,8.1,14.8,0,0,13.9
5/17/2017,15:00,28.19,1.752,0.88,1.816,8.97,115.5,76.8,29.97,69.2,140,11,8.5,14.3,0,0,13.87
5/17/2017,15:15,28.35,1.753,0.88,1.815,9.04,116.7,76.1,29.97,70.3,135,10.8,7.7,13.3,0,0,13.87
5/17/2017,15:30,28.42,1.753,0.88,1.814,9.03,116.8,76.2,29.96,69.1,136,11.6,8.9,13.7,0,0,13.88
5/17/2017,15:45,28.51,1.754,0.88,1.815,9.01,116.7,76.8,29.96,69.8,134,12,9.1,14.8,0,0,13.88
5/17/2017,16:00,28.55,1.754,0.88,1.814,9.1,118,78.4,29.96,65.8,135,11,7.7,13.6,0,0,13.9
5/17/2017,16:15,28.6,1.754,0.88,1.816,8.76,113.7,80.2,29.96,62.6,147,11.1,8,16.1,0,0,13.86
5/17/2017,16:30,28.65,1.754,0.88,1.815,8.84,114.8,81.6,29.96,58.3,154,10.9,7.5,16.3,0,0,13.75
5/17/2017,16:45,28.65,1.754,0.88,1.814,8.9,115.6,81.6,29.96,56.4,157,11.2,7.3,16.9,0,0,13.63
5/17/2017,17:00,28.63,1.754,0.88,1.811,8.82,114.4,78.6,29.95,62.9,139,10.1,7.3,13,0,0,13.52
5/17/2017,17:15,28.59,1.754,0.88,1.812,8.86,114.9,76.2,29.95,69.6,136,11,7.9,14.7,0,0,13.22
5/17/2017,17:30,28.52,1.754,0.88,1.813,8.86,114.8,75.7,29.95,70.4,137,10,5.3,13.5,0,0,12.89
5/17/2017,17:45,28.42,1.753,0.88,1.81,8.74,113.1,75.3,29.96,72.5,140,8.2,6.4,10.5,0.022,0,12.65
5/17/2017,18:00,28.32,1.753,0.88,1.805,8.44,109,74.4,29.96,75.2,148,6.6,4.3,8.2,0,0,12.35
5/17/2017,18:15,28.24,1.753,0.88,1.805,8.17,105.4,74.4,29.96,76.4,151,5.3,3.6,6.8,0,0,12.37
5/17/2017,18:30,28.18,1.753,0.88,1.804,8.53,109.8,74.4,29.96,77.6,153,5,3.8,5.9,0,0,12.36
5/17/2017,18:45,28.1,1.752,0.88,1.804,8.17,105.1,74.3,29.96,77.8,154,5,4,6.1,0,0,12.36
5/17/2017,19:00,27.98,1.752,0.88,1.802,7.99,102.5,74.8,29.96,81.5,160,4.6,3.5,5.9,0,0,12.34
5/17/2017,19:15,27.87,1.752,0.88,1.804,7.88,100.9,76.4,29.96,71.4,162,4.5,3.4,6.3,0,0,12.31
5/17/2017,19:30,27.79,1.751,0.88,1.802,7.69,98.3,79.7,29.96,62.7,165,5.4,3.3,9.7,0,0,12.32
5/17/2017,19:45,27.72,1.751,0.88,1.803,7.62,97.3,80.9,29.96,55.2,168,5,3.3,8.5,0,0,12.31
5/17/2017,20:00,27.66,1.751,0.88,1.802,7.15,91.3,81.1,29.96,54.7,160,6.1,4,10.3,0,0,12.31
