Customer:,Dominion - Cove Point,,,,,,,,,
Exported parameters:,Generic SDI12/Wind Dir,Generic SDI12/Wind Speed Min,Generic SDI12/Wind Speed,Generic SDI12/Wind Speed Max,Generic SDI12/Air Temp,Generic SDI12/RH,Generic SDI12/BP,Generic SDI12/Rain Fall,Generic SDI12/Hail Intensity,
3/23/2017,9:45,2,5.099999905,8.800000191,13.60000038,32.5,33.40000153,30.65999985,0,0
3/23/2017,10:00,357,5.699999809,9.100000381,12.69999981,32.70000076,32.70000076,30.65999985,0,0
3/23/2017,10:15,359,4.599999905,8,12.5,32.90000153,37.40000153,30.65999985,0,0
3/23/2017,10:30,351,5.099999905,8.5,12.30000019,33.20000076,39.20000076,30.65999985,0,0
3/23/2017,10:45,359,5,8.399999619,11.89999962,33.40000153,35,30.64999962,0,0
3/23/2017,11:00,350,5.199999809,8.399999619,11.89999962,33.20000076,36.29999924,30.64999962,0,0
3/23/2017,11:15,351,4.599999905,7.5,10.10000038,33.40000153,30.20000076,30.64999962,0,0
3/23/2017,11:30,355,3.200000048,7,11.19999981,33.40000153,38.09999847,30.63999939,0,0
3/23/2017,11:45,345,4.5,6.900000095,9.5,33.79999924,36,30.63999939,0,0
3/23/2017,12:00,352,3.400000095,6.699999809,9.300000191,34.09999847,35.20000076,30.62999916,0,0
3/23/2017,12:15,358,3.900000095,6.599999905,9,34.29999924,32.20000076,30.62999916,0,0
3/23/2017,12:30,1,3.599999905,5.599999905,7.5,34.79999924,32.90000153,30.62999916,0,0
3/23/2017,12:45,23,3.299999952,5.800000191,7.800000191,35,31,30.62000084,0,0
3/23/2017,13:00,35,2.299999952,5.199999809,8.100000381,35.40000153,29.39999962,30.61000061,0,0
3/23/2017,13:15,37,1.5,4.5,7.699999809,35,33.5,30.61000061,0,0
3/23/2017,13:30,47,2.299999952,4.800000191,7.300000191,35.59999847,32.40000153,30.60000038,0,0
3/23/2017,13:45,54,2.799999952,5.599999905,8.899999619,35.90000153,33.40000153,30.60000038,0,0
3/23/2017,14:00,63,3.299999952,5.900000095,8.800000191,35.90000153,32.90000153,30.59000015,0,0
3/23/2017,14:15,76,3.400000095,6,9.300000191,36.79999924,38.09999847,30.57999992,0,0
3/23/2017,14:30,104,2.299999952,6,9.699999809,37,34,30.56999969,0,0
3/23/2017,14:45,121,1.700000048,6.199999809,9.800000191,37.40000153,31.89999962,30.56999969,0,0
3/23/2017,15:00,134,4.800000191,8.399999619,13.19999981,38.09999847,35.40000153,30.55999947,0,0
3/23/2017,15:15,134,6.400000095,9.899999619,13,38.59999847,32.79999924,30.55999947,0,0
3/23/2017,15:30,139,7.800000191,11,15.10000038,38.59999847,33.79999924,30.55999947,0,0
3/23/2017,15:45,137,7.599999905,11.39999962,15.19999981,39,34.09999847,30.54999924,0,0
3/23/2017,16:00,142,6.199999809,10.19999981,14,39.70000076,37,30.54000092,0,0
3/23/2017,16:15,152,6.300000191,10.5,14,39.90000153,37.5,30.54000092,0,0
3/23/2017,16:30,146,6.300000191,9.800000191,13.80000019,40.20000076,37.79999924,30.54000092,0,0
3/23/2017,16:45,146,7.5,10.30000019,14.19999981,40.20000076,37.29999924,30.53000069,0,0
3/23/2017,17:00,152,6.800000191,10,13.80000019,40.40000153,39.09999847,30.54000092,0,0
3/23/2017,17:15,150,6.300000191,8.800000191,11.5,40.79999924,35.90000153,30.53000069,0,0
3/23/2017,17:30,148,6.099999905,8.5,11.10000038,41,37.79999924,30.53000069,0,0
3/23/2017,17:45,155,5.099999905,8.300000191,11.30000019,41,41.5,30.53000069,0,0
3/23/2017,18:00,169,4.300000191,6.5,10.30000019,40.40000153,39,30.53000069,0,0
3/23/2017,18:15,177,4.300000191,6.5,9.300000191,40.09999847,36.79999924,30.53000069,0,0
3/23/2017,18:30,170,4.800000191,8,11.39999962,40.40000153,33.59999847,30.53000069,0,0
3/23/2017,18:45,171,4.400000095,8,11.89999962,40.09999847,37.5,30.53000069,0,0
3/23/2017,19:00,174,4.400000095,7,9.699999809,39.90000153,36.29999924,30.53000069,0,0
3/23/2017,19:15,174,4.699999809,7.099999905,9.699999809,40.09999847,35.09999847,30.53000069,0,0
3/23/2017,19:30,173,4.300000191,7.400000095,11.69999981,40.20000076,38.59999847,30.53000069,0,0
3/23/2017,19:45,173,4.800000191,7.699999809,12.30000019,40.20000076,36.5,30.53000069,0,0
3/23/2017,20:00,168,6.099999905,9.5,14,40.59999847,39.5,30.53000069,0,0
3/23/2017,20:15,167,5.900000095,10.60000038,15.19999981,40.20000076,44.59999847,30.53000069,0,0
3/23/2017,20:30,174,5.599999905,9.300000191,13.5,39.90000153,45.70000076,30.54000092,0,0
3/23/2017,20:45,186,4,6.900000095,11,38.79999924,47.90000153,30.54000092,0,0
3/23/2017,21:00,182,4.5,6.400000095,9.899999619,38.29999924,47.20000076,30.54000092,0,0
3/23/2017,21:15,179,4,6.300000191,9.199999809,38.40000153,46.20000076,30.54999924,0,0
3/23/2017,21:30,183,3.099999905,5.699999809,8.600000381,38.59999847,48.40000153,30.55999947,0,0
3/23/2017,21:45,194,2.5,4.199999809,6.5,37.90000153,48.5,30.56999969,0,0
3/23/2017,22:00,187,3.5,5.599999905,8.300000191,37.70000076,48.59999847,30.55999947,0,0
3/23/2017,22:15,185,3.700000048,6.400000095,9.100000381,38.09999847,48,30.54999924,0,0
3/23/2017,22:30,181,4.699999809,7.199999809,10,38.40000153,49.09999847,30.54999924,0,0
3/23/2017,22:45,179,5.099999905,7.699999809,11.19999981,39,46.90000153,30.54999924,0,0
3/23/2017,23:00,175,4.699999809,7.699999809,11.80000019,39.29999924,49.59999847,30.54000092,0,0
3/23/2017,23:15,173,5.699999809,8.699999809,12.89999962,39.90000153,53.90000153,30.54000092,0,0
3/23/2017,23:30,165,6.900000095,11.60000038,18.89999962,40.79999924,57.90000153,30.53000069,0,0
3/23/2017,23:45,162,9,14.19999981,19.70000076,41.09999847,60.90000153,30.52000046,0,0
3/24/2017,0:00,164,7.300000191,12.69999981,19.60000038,41,66.09999847,30.52000046,0,0
3/24/2017,0:15,174,7.199999809,10.39999962,19.29999924,40.09999847,64.19999695,30.52000046,0,0
3/24/2017,0:30,180,5.599999905,8.800000191,13.39999962,39.29999924,63.20000076,30.53000069,0,0
3/24/2017,0:45,181,4.5,7.800000191,13.69999981,39.29999924,58.20000076,30.54000092,0,0
3/24/2017,1:00,174,5,8,13.30000019,39.20000076,57.09999847,30.53000069,0,0
3/24/2017,1:15,175,4.800000191,7.300000191,11,38.59999847,60.70000076,30.53000069,0,0
3/24/2017,1:30,177,3.900000095,6.800000191,10.5,38.29999924,64.19999695,30.52000046,0,0
3/24/2017,1:45,180,5.300000191,8.399999619,12.39999962,38.29999924,65.5,30.51000023,0,0
3/24/2017,2:00,182,4.900000095,8.5,13.60000038,38.29999924,66.40000153,30.5,0,0
3/24/2017,2:15,179,5.099999905,8.199999809,11.60000038,38.29999924,66.69999695,30.5,0,0
3/24/2017,2:30,183,4.400000095,6.800000191,10.60000038,38.29999924,66.90000153,30.5,0,0
3/24/2017,2:45,177,5.5,8,12.60000038,38.29999924,66.09999847,30.5,0,0
3/24/2017,3:00,179,4.400000095,8.300000191,14.30000019,38.59999847,65.30000305,30.5,0,0
3/24/2017,3:15,178,3.299999952,7.199999809,11.19999981,38.40000153,66.5,30.5,0,0
3/24/2017,3:30,181,2.5,5.699999809,9.600000381,38.09999847,67.19999695,30.48999977,0,0
3/24/2017,3:45,177,4.400000095,7.300000191,11,38.09999847,66,30.48999977,0,0
3/24/2017,4:00,179,3.400000095,6.5,10.89999962,38.09999847,65.30000305,30.48999977,0,0
3/24/2017,4:15,180,4.800000191,7.800000191,12.89999962,38.09999847,65.19999695,30.48999977,0,0
3/24/2017,4:30,175,5.099999905,9,14.30000019,38.29999924,65.59999847,30.47999954,0,0
3/24/2017,4:45,174,4.099999905,8.199999809,11.89999962,37.90000153,65.30000305,30.47999954,0,0
3/24/2017,5:00,178,4,7.099999905,10.5,37.70000076,66.40000153,30.47999954,0,0
3/24/2017,5:15,174,3.299999952,7.400000095,12.69999981,37.5,64.80000305,30.47999954,0,0
3/24/2017,5:30,177,2.099999905,8,14.80000019,37.70000076,61.29999924,30.47999954,0,0
3/24/2017,5:45,174,5.5,8.699999809,13.39999962,37.70000076,57.79999924,30.47999954,0,0
3/24/2017,6:00,172,4.900000095,9.100000381,14.5,37.90000153,56.29999924,30.46999931,0,0
3/24/2017,6:15,176,5.300000191,8.800000191,13.39999962,37.90000153,56.09999847,30.46999931,0,0
3/24/2017,6:30,178,3.5,8.899999619,14.5,38.09999847,56.59999847,30.46999931,0,0
3/24/2017,6:45,182,3.900000095,8.5,16.89999962,38.40000153,55.5,30.46999931,0,0
3/24/2017,7:00,188,2.599999905,7.099999905,13.69999981,38.79999924,55.90000153,30.47999954,0,0
3/24/2017,7:15,183,1.200000048,6.699999809,13.60000038,39,54.29999924,30.47999954,0,0
3/24/2017,7:30,175,3.599999905,6.800000191,11.60000038,39.29999924,53.20000076,30.47999954,0,0
3/24/2017,7:45,182,2.599999905,6.699999809,12.30000019,40.09999847,50.59999847,30.47999954,0,0
3/24/2017,8:00,175,1.299999952,7,10.80000019,40.59999847,47.09999847,30.47999954,0,0
3/24/2017,8:15,178,2.400000095,6.199999809,13,41.09999847,44.29999924,30.47999954,0,0
3/24/2017,8:30,188,1.700000048,7.199999809,13.19999981,41.70000076,43.70000076,30.47999954,0,0
3/24/2017,8:45,195,0.800000012,6.800000191,14.5,42.40000153,43.5,30.47999954,0,0
3/24/2017,9:00,182,1.100000024,7.400000095,14.19999981,42.59999847,43.29999924,30.46999931,0,0
3/24/2017,9:15,178,3.700000048,9.100000381,16.10000038,42.90000153,44.09999847,30.45999908,0,0
3/24/2017,9:30,180,4.099999905,8.800000191,16.70000076,44.20000076,42.79999924,30.45999908,0,0
3/24/2017,9:45,200,0.300000012,7,15.30000019,44.90000153,39.70000076,30.45999908,0,0
3/24/2017,10:00,191,1.700000048,9.100000381,20.10000038,45.09999847,39.40000153,30.45000076,0,0
3/24/2017,10:15,187,2.5,8.800000191,21.20000076,45.09999847,42.20000076,30.45000076,0,0
3/24/2017,10:30,180,2.5,8.100000381,19.89999962,45.09999847,46,30.44000053,0.005,0
3/24/2017,10:45,181,1,6.800000191,13.30000019,45.09999847,50.40000153,30.43000031,0.007,0
3/24/2017,11:00,170,4.699999809,9.800000191,17.20000076,46,46.5,30.40999985,0.001,0
3/24/2017,11:15,174,5.099999905,9.300000191,17.39999962,46,48.29999924,30.37999916,0.005,0
3/24/2017,11:30,168,3.799999952,8.699999809,16,45.59999847,51,30.37000084,0.009,0
3/24/2017,11:45,161,5.400000095,9,16.10000038,46.20000076,51.20000076,30.36000061,0.002,0
3/24/2017,12:00,164,3.900000095,7,13.69999981,47.29999924,50.70000076,30.36000061,0.003,0
3/24/2017,12:15,168,1.899999976,7.199999809,12.60000038,48.90000153,43.70000076,30.35000038,0,0
3/24/2017,12:30,171,2.099999905,7.5,13.80000019,50.90000153,41,30.35000038,0,0
3/24/2017,12:45,172,4,10,18,51.40000153,37.59999847,30.32999992,0,0
3/24/2017,13:00,135,4,10,15.30000019,47.79999924,57.70000076,30.31999969,0,0
3/24/2017,13:15,134,8.800000191,13.10000038,17.29999924,47.09999847,69.59999847,30.30999947,0,0
3/24/2017,13:30,140,11,14.89999962,19.29999924,46.90000153,69.69999695,30.29999924,0,0
3/24/2017,13:45,143,6.800000191,14.30000019,18.89999962,50,57.90000153,30.29999924,0,0
3/24/2017,14:00,175,2.299999952,10.10000038,18.89999962,57.20000076,34.29999924,30.29999924,0,0
3/24/2017,14:15,195,3.599999905,11.30000019,20.20000076,57.90000153,32.90000153,30.29000092,0,0
3/24/2017,14:30,194,1.799999952,9,17.20000076,58.79999924,33,30.27000046,0,0
3/24/2017,14:45,139,2.299999952,10.39999962,18.70000076,49.79999924,60.5,30.26000023,0,0
3/24/2017,15:00,134,8.300000191,13.10000038,19.60000038,48.29999924,73.19999695,30.25,0,0
3/24/2017,15:15,141,9.100000381,13.10000038,17.60000038,48.5,72.69999695,30.25,0,0
3/24/2017,15:30,136,9.199999809,12.19999981,15.69999981,48.5,73.30000305,30.23999977,0,0
3/24/2017,15:45,133,9,12.10000038,15,48.5,75,30.22999954,0,0
3/24/2017,16:00,144,8.199999809,11.30000019,14.60000038,48.90000153,74.80000305,30.21999931,0,0
3/24/2017,16:15,145,8.899999619,12.5,16,49.40000153,72.69999695,30.20999908,0,0
3/24/2017,16:30,142,6.699999809,9.899999619,12.89999962,50,72.30000305,30.20000076,0,0
3/24/2017,16:45,165,1.899999976,8.399999619,16.5,62,41,30.19000053,0,0
3/24/2017,17:00,170,1.5,8.399999619,16.29999924,64.90000153,37.20000076,30.18000031,0,0
3/24/2017,17:15,186,2.900000095,7.400000095,12.89999962,64.90000153,37.79999924,30.18000031,0,0
3/24/2017,17:30,174,2.099999905,7.800000191,14.19999981,64.5,38.59999847,30.17000008,0,0
3/24/2017,17:45,174,3.799999952,7.699999809,12.89999962,64.5,40,30.18000031,0,0
3/24/2017,18:00,173,3,6.800000191,13.80000019,64.19999695,41.40000153,30.17000008,0,0
3/24/2017,18:15,177,2.099999905,7.400000095,12.39999962,64.40000153,41.29999924,30.17000008,0,0
3/24/2017,18:30,178,1.600000024,7.5,17.10000038,64.40000153,42.40000153,30.15999985,0,0
3/24/2017,18:45,179,2.299999952,7.5,12.69999981,64,44.09999847,30.15999985,0,0
3/24/2017,19:00,188,3.299999952,8,16.10000038,64.19999695,45.20000076,30.15999985,0,0
3/24/2017,19:15,186,2.700000048,8.300000191,18.39999962,64.19999695,46.79999924,30.17000008,0,0
3/24/2017,19:30,188,1.700000048,9.100000381,17.10000038,64.40000153,47.09999847,30.17000008,0,0
3/24/2017,19:45,192,1.700000048,9.100000381,23,64.40000153,47.59999847,30.17000008,0,0
3/24/2017,20:00,192,3,8.600000381,18.5,64.40000153,48.20000076,30.17000008,0,0
3/24/2017,20:15,194,1.200000048,7.599999905,17.5,64.19999695,49.09999847,30.18000031,0,0
3/24/2017,20:30,198,2.299999952,7.400000095,16.5,64.19999695,49.5,30.18000031,0,0
3/24/2017,20:45,194,1.200000048,6.599999905,13.39999962,64,50.20000076,30.18000031,0,0
3/24/2017,21:00,192,0.5,6.599999905,13.69999981,63.79999924,50.90000153,30.18000031,0,0
3/24/2017,21:15,192,0.5,5.699999809,13.19999981,63.59999847,51.59999847,30.19000053,0,0
3/24/2017,21:30,203,1,6.400000095,15.10000038,63.5,51.90000153,30.19000053,0,0
3/24/2017,21:45,198,1.200000048,6.099999905,11.69999981,63.5,52.09999847,30.19000053,0,0
3/24/2017,22:00,196,1.899999976,6.099999905,11.39999962,63.29999924,52.29999924,30.20000076,0,0
3/24/2017,22:15,196,0.800000012,6.300000191,11.89999962,62.90000153,52.90000153,30.20000076,0,0
3/24/2017,22:30,192,2.700000048,7.599999905,13.10000038,62.70000076,53.40000153,30.20000076,0,0
3/24/2017,22:45,193,1.5,7,14.80000019,62.70000076,53.5,30.20000076,0,0
3/24/2017,23:00,198,2.099999905,6.099999905,12.19999981,62.59999847,53.70000076,30.20000076,0,0
3/24/2017,23:15,189,1.399999976,6.400000095,12.39999962,62.40000153,54,30.20000076,0,0
3/24/2017,23:30,188,2.5,6.699999809,11.89999962,62.40000153,53.90000153,30.20000076,0,0
3/24/2017,23:45,193,2.299999952,6.300000191,12.19999981,62.20000076,54.40000153,30.20000076,0,0
3/25/2017,0:00,192,2,6.300000191,12.39999962,61.79999924,55,30.19000053,0,0
3/25/2017,0:15,192,1,6.300000191,13.80000019,61.79999924,55.29999924,30.19000053,0,0
3/25/2017,0:30,193,1.200000048,6.800000191,13,61.70000076,55.5,30.19000053,0,0
3/25/2017,0:45,195,1.899999976,6.400000095,13.39999962,61.70000076,55.70000076,30.18000031,0,0
3/25/2017,1:00,189,1.700000048,6.599999905,10.69999981,61.29999924,56.40000153,30.18000031,0,0
3/25/2017,1:15,185,1.399999976,7.099999905,12.80000019,61.29999924,56.59999847,30.18000031,0,0
3/25/2017,1:30,190,2.099999905,6.699999809,11.60000038,61.09999847,57.09999847,30.18000031,0,0
3/25/2017,1:45,189,2.099999905,6.699999809,14.80000019,61.09999847,57.09999847,30.17000008,0,0
3/25/2017,2:00,186,2.799999952,6.599999905,14.60000038,60.90000153,57.40000153,30.15999985,0,0
3/25/2017,2:15,181,2.900000095,6.900000095,12.60000038,60.90000153,57.59999847,30.14999962,0,0
3/25/2017,2:30,180,4.699999809,8.399999619,15.30000019,60.90000153,57.79999924,30.14999962,0,0
3/25/2017,2:45,183,2.700000048,7.900000095,14.10000038,60.40000153,58.70000076,30.14999962,0,0
3/25/2017,3:00,180,2.299999952,6.599999905,12.30000019,60.20000076,59.20000076,30.14999962,0,0
3/25/2017,3:15,178,3.700000048,7.5,13.80000019,59.90000153,59.90000153,30.13999939,0,0
3/25/2017,3:30,193,2.799999952,7,13.30000019,59.90000153,59.79999924,30.14999962,0,0
3/25/2017,3:45,185,2.599999905,6.900000095,12.60000038,59.70000076,60.09999847,30.13999939,0,0
3/25/2017,4:00,190,3.299999952,7.300000191,13.39999962,59.5,60.70000076,30.14999962,0,0
3/25/2017,4:15,190,3.400000095,7.5,13,59.5,60.40000153,30.15999985,0,0
3/25/2017,4:30,196,1,6.599999905,12.80000019,59.5,60.29999924,30.15999985,0,0
3/25/2017,4:45,200,0.600000024,7.300000191,15.30000019,59.70000076,60,30.15999985,0,0
3/25/2017,5:00,201,1.200000048,5.5,12.10000038,59.70000076,60.20000076,30.15999985,0,0
3/25/2017,5:15,201,0.600000024,6.300000191,12.60000038,59.70000076,60.20000076,30.15999985,0,0
3/25/2017,5:30,206,1.5,6.699999809,12.30000019,59.70000076,60.09999847,30.17000008,0,0
3/25/2017,5:45,206,0.800000012,6,13.69999981,59.90000153,59.90000153,30.17000008,0,0
3/25/2017,6:00,220,0.800000012,6.199999809,14.89999962,59.90000153,59.70000076,30.17000008,0,0
3/25/2017,6:15,208,1.799999952,8.199999809,17.10000038,60.20000076,59.09999847,30.17000008,0,0
3/25/2017,6:30,214,2,8.5,14.39999962,60.40000153,58.40000153,30.17000008,0,0
3/25/2017,6:45,215,1.299999952,7.699999809,17,60.59999847,58.20000076,30.18000031,0,0
3/25/2017,7:00,218,0.800000012,7.900000095,19.60000038,60.59999847,58.09999847,30.18000031,0,0
3/25/2017,7:15,212,0.699999988,8,17.89999962,60.79999924,58.20000076,30.19000053,0,0
3/25/2017,7:30,215,1.700000048,8.899999619,19.29999924,61.5,57.09999847,30.18000031,0,0
3/25/2017,7:45,219,1.899999976,9,20.79999924,62.20000076,56,30.19000053,0,0
3/25/2017,8:00,224,1.100000024,7.699999809,15.89999962,62.70000076,55.5,30.19000053,0,0
3/25/2017,8:15,221,2,8.5,17.5,62.90000153,55.09999847,30.19000053,0,0
3/25/2017,8:30,223,1.200000048,8.800000191,22.60000038,63.09999847,54.59999847,30.19000053,0,0
3/25/2017,8:45,230,1.600000024,9.899999619,24,63.79999924,53.70000076,30.19000053,0,0
3/25/2017,9:00,230,1.299999952,9.399999619,19,64.40000153,53.09999847,30.18000031,0,0
3/25/2017,9:15,234,2.099999905,9.899999619,21.60000038,65.09999847,52.09999847,30.18000031,0,0
3/25/2017,9:30,232,1.600000024,9.5,17.79999924,65.59999847,51.40000153,30.17000008,0,0
3/25/2017,9:45,225,3.099999905,8.699999809,16.5,66.5,50,30.17000008,0,0
3/25/2017,10:00,240,2,8.600000381,18,67.19999695,49.09999847,30.17000008,0,0
3/25/2017,10:15,239,1.299999952,8.699999809,17.5,68.09999847,48.20000076,30.17000008,0,0
3/25/2017,10:30,237,1.799999952,9.199999809,18.89999962,68.69999695,47.59999847,30.17000008,0,0
3/25/2017,10:45,239,0.899999976,8.5,20.20000076,69.40000153,46.90000153,30.17000008,0,0
3/25/2017,11:00,246,1.200000048,7.400000095,16.89999962,70.09999847,45.90000153,30.17000008,0,0
3/25/2017,11:15,234,0.800000012,6.400000095,17.70000076,70.5,45.5,30.17000008,0,0
3/25/2017,11:30,249,0.5,5.099999905,11.89999962,71,44.59999847,30.17000008,0,0
3/25/2017,11:45,248,0.600000024,5.5,13.10000038,71.69999695,43.5,30.15999985,0,0
3/25/2017,12:00,230,0.600000024,5.099999905,11.69999981,72.30000305,43,30.15999985,0,0
3/25/2017,12:15,259,0.5,4.599999905,13.80000019,73.19999695,42,30.15999985,0,0
3/25/2017,12:30,253,0.699999988,5,13.80000019,73.90000153,41.40000153,30.15999985,0,0
3/25/2017,12:45,272,0.899999976,6.099999905,13.80000019,74.30000305,41.09999847,30.14999962,0,0
3/25/2017,13:00,264,0.600000024,4.800000191,12.5,74.80000305,40.79999924,30.14999962,0,0
3/25/2017,13:15,189,3.200000048,8.199999809,14.89999962,75.19999695,39.70000076,30.13999939,0,0
3/25/2017,13:30,207,0.899999976,6.5,13.30000019,75.69999695,39,30.13999939,0,0
3/25/2017,13:45,176,0.600000024,6.300000191,13.89999962,67.19999695,50.09999847,30.12999916,0,0
3/25/2017,14:00,133,5.699999809,9.5,12.89999962,60.20000076,64.80000305,30.12999916,0,0
3/25/2017,14:15,139,4.300000191,9.300000191,13.19999981,62,61.09999847,30.12999916,0,0
3/25/2017,14:30,137,8.100000381,11.60000038,14.89999962,64.40000153,57.79999924,30.12999916,0,0
3/25/2017,14:45,136,8.100000381,12,15.60000038,66.19999695,55.59999847,30.12999916,0,0
3/25/2017,15:00,139,9.300000191,12.10000038,14.30000019,68,51.5,30.12000084,0,0
3/25/2017,15:15,138,8.699999809,11.39999962,14.30000019,62,59,30.12999916,0,0
3/25/2017,15:30,141,8.699999809,11.39999962,14.5,59.5,64.59999847,30.12000084,0,0
3/25/2017,15:45,154,7.5,9.5,12.60000038,61.79999924,63.29999924,30.12999916,0,0
3/25/2017,16:00,155,7.699999809,10.10000038,13,62.70000076,60.59999847,30.12999916,0,0
3/25/2017,16:15,156,6.699999809,10.5,14.10000038,62.59999847,60.40000153,30.12999916,0,0
3/25/2017,16:30,158,8.5,11.19999981,14.10000038,62.70000076,61.59999847,30.12999916,0,0
3/25/2017,16:45,154,8.100000381,10.80000019,14.30000019,63.79999924,60.90000153,30.13999939,0,0
3/25/2017,17:00,149,8.399999619,10.39999962,14.30000019,62.90000153,61.79999924,30.13999939,0,0
3/25/2017,17:15,152,7.800000191,10.19999981,13.30000019,62.20000076,63.29999924,30.13999939,0,0
3/25/2017,17:30,144,7.900000095,10.69999981,13,59.5,67.09999847,30.13999939,0,0
3/25/2017,17:45,152,8.800000191,10.80000019,13.69999981,61.70000076,64,30.13999939,0,0
3/25/2017,18:00,151,7.599999905,10.10000038,12.69999981,62.20000076,64.09999847,30.14999962,0,0
3/25/2017,18:15,140,8.600000381,10.89999962,13.5,60.59999847,65,30.14999962,0,0
3/25/2017,18:30,149,8.699999809,10.89999962,13.89999962,59.5,66.40000153,30.15999985,0,0
3/25/2017,18:45,149,7.800000191,9.699999809,11.60000038,58.59999847,69.40000153,30.15999985,0,0
3/25/2017,19:00,154,7.400000095,8.899999619,11,58.20000076,69.69999695,30.17000008,0,0
