Customer:,Dominion - Cove Point,,,,,,,,
Exported parameters:,EcoNet Battery/Battery,YSI 6 Series/Temp,YSI 6 Series/SpCond,YSI 6 Series/Salinity,YSI 6 Series/Depth,YSI 6 Series/Battery,YSI 6 Series/ODO%,YSI 6 Series/ODO Conc,
Start Date:,1/1/2017 0:00,,,,,,,,
End Date:,3/23/2017 23:59,,,,,,,,
,,103277,162782,162787,162792,162801,162802,162852,162853
Date,Time,Battery,Temp,SpCond,Salinity,Depth,Battery,ODO%,ODO Conc
MM/dd/yyyy,HH:mm,V,C,mS/cm,ppt,ft,V,%,mg/L
1/1/2017,0:00,12.276,4.539999962,1.592000008,0.800000012,1.159000039,12.5,100.9000015,12.97000027
1/1/2017,0:15,12.264,4.579999924,1.590999961,0.800000012,1.159999967,12.5,100.6999969,12.93000031
1/1/2017,0:30,12.264,4.610000134,1.590999961,0.800000012,1.159000039,12.5,100.5999985,12.90999985
1/1/2017,0:45,12.252,4.630000114,1.590999961,0.800000012,1.159999967,12.5,100.5999985,12.89999962
1/1/2017,1:00,12.252,4.599999905,1.590999961,0.800000012,1.162999988,12.5,100.5,12.89999962
1/1/2017,1:15,12.24,4.579999924,1.590999961,0.800000012,1.162999988,12.5,100.8000031,12.93999958
1/1/2017,1:30,12.24,4.539999962,1.590999961,0.800000012,1.162999988,12.5,100.9000015,12.97000027
1/1/2017,1:45,12.228,4.5,1.590000033,0.800000012,1.156999946,12.5,101,12.98999977
1/1/2017,2:00,12.228,4.480000019,1.590000033,0.800000012,1.159999967,12.5,100.9000015,12.98999977
1/1/2017,2:15,12.228,4.440000057,1.590999961,0.800000012,1.161000013,12.5,100.4000015,12.93999958
1/1/2017,2:30,12.216,4.400000095,1.590000033,0.800000012,1.157999992,12.39999962,101,13.02999973
1/1/2017,2:45,12.204,4.360000134,1.590999961,0.800000012,1.159999967,12.5,100.9000015,13.02999973
1/1/2017,3:00,12.204,4.309999943,1.590000033,0.800000012,1.159000039,12.5,100.6999969,13.02000046
1/1/2017,3:15,12.204,4.239999771,1.590000033,0.800000012,1.157999992,12.39999962,100.0999985,12.97000027
1/1/2017,3:30,12.192,4.199999809,1.590999961,0.800000012,1.157999992,12.39999962,99.5,12.90999985
1/1/2017,3:45,12.192,4.159999847,1.590999961,0.800000012,1.156999946,12.39999962,99.69999695,12.94999981
1/1/2017,4:00,12.18,4.110000134,1.592000008,0.800000012,1.159000039,12.39999962,99,12.86999989
1/1/2017,4:15,12.18,4.079999924,1.592000008,0.800000012,1.156999946,12.39999962,99,12.88000011
1/1/2017,4:30,12.18,4.059999943,1.592000008,0.800000012,1.156999946,12.39999962,98.40000153,12.81000042
1/1/2017,4:45,12.18,4.010000229,1.592000008,0.800000012,1.156999946,12.39999962,98.5,12.82999992
1/1/2017,5:00,12.18,4,1.592000008,0.800000012,1.156000018,12.39999962,98,12.77999973
1/1/2017,5:15,12.168,3.950000048,1.593000054,0.800000012,1.156000018,12.39999962,97.5,12.72999954
1/1/2017,5:30,12.156,3.890000105,1.593000054,0.800000012,1.156000018,12.39999962,97.30000305,12.72000027
1/1/2017,5:45,12.156,3.849999905,1.593000054,0.800000012,1.154999971,12.39999962,97.09999847,12.72000027
1/1/2017,6:00,12.156,3.819999933,1.593000054,0.800000012,1.154999971,12.39999962,97.5,12.77000046
1/1/2017,6:15,12.156,3.779999971,1.592000008,0.800000012,1.154000044,12.39999962,97.59999847,12.81000042
1/1/2017,6:30,12.156,3.75,1.582999945,0.790000021,1.152999997,12.39999962,97.19999695,12.76000023
1/1/2017,6:45,12.144,3.75,1.582000017,0.790000021,1.152999997,12.39999962,96.90000153,12.72000027
1/1/2017,7:00,12.144,3.720000029,1.580000043,0.790000021,1.151000023,12.39999962,96.69999695,12.69999981
1/1/2017,7:15,12.144,3.730000019,1.577999949,0.790000021,1.149999976,12.30000019,96.90000153,12.72999954
1/1/2017,7:30,12.156,3.720000029,1.575999975,0.790000021,1.151000023,12.39999962,96.59999847,12.68999958
1/1/2017,7:45,12.204,3.730000019,1.572999954,0.790000021,1.151000023,12.39999962,96.40000153,12.65999985
1/1/2017,8:00,12.372,3.730000019,1.57099998,0.790000021,1.149000049,12.60000038,96.40000153,12.67000008
1/1/2017,8:15,12.492,3.75,1.567000031,0.779999971,1.151000023,12.80000019,95.59999847,12.55000019
1/1/2017,8:30,13.248,3.75,1.56400001,0.779999971,1.15199995,13.5,95.69999695,12.56000042
1/1/2017,8:45,13.152,3.809999943,1.557999969,0.779999971,1.149999976,13.39999962,96.19999695,12.60999966
1/1/2017,9:00,14.424,3.859999895,1.554999948,0.779999971,1.151000023,14.69999981,97.19999695,12.72000027
1/1/2017,9:15,14.412,3.920000076,1.552999973,0.779999971,1.151000023,14.69999981,97.80000305,12.78999996
1/1/2017,9:30,14.388,4,1.552999973,0.779999971,1.152999997,14.69999981,98.19999695,12.80000019
1/1/2017,9:45,14.4,4.059999943,1.552999973,0.779999971,1.156000018,14.69999981,98.69999695,12.85000038
1/1/2017,10:00,14.388,4.090000153,1.552999973,0.779999971,1.152999997,14.69999981,98.80000305,12.85000038
1/1/2017,10:15,14.376,4.170000076,1.552000046,0.779999971,1.154000044,14.69999981,98.40000153,12.77000046
1/1/2017,10:30,14.364,4.210000038,1.550999999,0.779999971,1.154999971,14.69999981,99.69999695,12.93000031
1/1/2017,10:45,14.328,4.349999905,1.549999952,0.779999971,1.157999992,14.60000038,100.1999969,12.94999981
1/1/2017,11:00,14.328,4.510000229,1.549000025,0.779999971,1.159999967,14.69999981,101.3000031,13.03999996
1/1/2017,11:15,14.328,4.670000076,1.549000025,0.779999971,1.159999967,14.69999981,102.9000015,13.18000031
1/1/2017,11:30,14.328,4.809999943,1.547999978,0.779999971,1.159000039,14.69999981,103,13.14999962
1/1/2017,11:45,14.304,4.96999979,1.547000051,0.779999971,1.159000039,14.60000038,103,13.10000038
1/1/2017,12:00,14.292,5.099999905,1.547000051,0.779999971,1.159000039,14.69999981,103.5999985,13.14000034
1/1/2017,12:15,14.28,5.260000229,1.547999978,0.779999971,1.159999967,14.60000038,104.6999969,13.22000027
1/1/2017,12:30,14.268,5.340000153,1.547000051,0.779999971,1.161000013,14.60000038,106.1999969,13.36999989
1/1/2017,12:45,14.256,5.380000114,1.547000051,0.779999971,1.161000013,14.60000038,107.1999969,13.48999977
1/1/2017,13:00,14.256,5.639999866,1.547999978,0.779999971,1.161000013,14.60000038,107.9000015,13.47999954
1/1/2017,13:15,14.244,5.889999866,1.55400002,0.779999971,1.161999941,14.60000038,108.0999985,13.43000031
1/1/2017,13:30,14.244,5.760000229,1.559999943,0.790000021,1.161999941,14.60000038,109.0999985,13.60000038
1/1/2017,13:45,14.244,5.869999886,1.557000041,0.779999971,1.161999941,14.60000038,110.3000031,13.71000004
1/1/2017,14:00,14.256,6.230000019,1.552000046,0.779999971,1.161999941,14.60000038,112.4000015,13.84000015
1/1/2017,14:15,14.244,6.429999828,1.549000025,0.779999971,1.162999988,14.60000038,112.8000031,13.81000042
1/1/2017,14:30,14.256,6.71999979,1.549000025,0.779999971,1.164999962,14.60000038,114.0999985,13.86999989
1/1/2017,14:45,14.256,6.980000019,1.549999952,0.779999971,1.167000055,14.60000038,113.8000031,13.75
1/1/2017,15:00,14.28,7.039999962,1.550999999,0.779999971,1.167999983,14.60000038,113.6999969,13.72000027
1/1/2017,15:15,14.292,7.139999866,1.550999999,0.779999971,1.16900003,14.69999981,114.6999969,13.81000042
1/1/2017,15:30,14.304,7.170000076,1.550999999,0.779999971,1.169999957,14.69999981,114,13.71000004
1/1/2017,15:45,14.304,7.199999809,1.550999999,0.779999971,1.171000004,14.60000038,115.0999985,13.82999992
1/1/2017,16:00,14.292,7.179999828,1.550999999,0.779999971,1.171000004,14.5,113.3000031,13.63000011
1/1/2017,16:15,13.428,7.239999771,1.550999999,0.779999971,1.171000004,13.69999981,113.0999985,13.57999992
1/1/2017,16:30,13.008,7.230000019,1.550999999,0.779999971,1.171000004,13.30000019,114,13.68000031
1/1/2017,16:45,12.624,7.179999828,1.550999999,0.779999971,1.171000004,12.80000019,114.5,13.77000046
1/1/2017,17:00,12.42,7.119999886,1.552000046,0.779999971,1.171000004,12.69999981,113.9000015,13.71000004
1/1/2017,17:15,12.396,7.119999886,1.550999999,0.779999971,1.171000004,12.60000038,113,13.60999966
1/1/2017,17:30,12.372,7.170000076,1.550999999,0.779999971,1.171000004,12.60000038,112.5999985,13.53999996
1/1/2017,17:45,12.36,7.179999828,1.550999999,0.779999971,1.171000004,12.60000038,114.8000031,13.80000019
1/1/2017,18:00,12.36,7.170000076,1.552000046,0.779999971,1.171000004,12.60000038,115.8000031,13.93000031
1/1/2017,18:15,12.348,7.119999886,1.552000046,0.779999971,1.171000004,12.60000038,115.0999985,13.86999989
1/1/2017,18:30,12.348,7.079999924,1.550999999,0.779999971,1.172000051,12.60000038,115.3000031,13.89000034
1/1/2017,18:45,12.336,7.039999962,1.550999999,0.779999971,1.169999957,12.60000038,114.9000015,13.86999989
1/1/2017,19:00,12.336,7.019999981,1.550999999,0.779999971,1.16900003,12.60000038,114.5999985,13.84000015
1/1/2017,19:15,12.324,7.019999981,1.549999952,0.779999971,1.167999983,12.60000038,114,13.76000023
1/1/2017,19:30,12.324,6.980000019,1.549999952,0.779999971,1.167999983,12.60000038,112.8000031,13.63000011
1/1/2017,19:45,12.312,6.96999979,1.549999952,0.779999971,1.167999983,12.5,112,13.53999996
1/1/2017,20:00,12.312,6.949999809,1.549000025,0.779999971,1.16900003,12.60000038,111.9000015,13.52999973
1/1/2017,20:15,12.312,6.860000134,1.549999952,0.779999971,1.167999983,12.5,110.8000031,13.43000031
1/1/2017,20:30,12.3,6.789999962,1.549000025,0.779999971,1.167000055,12.5,110.3000031,13.39999962
1/1/2017,20:45,12.3,6.769999981,1.547999978,0.779999971,1.167000055,12.5,110,13.35999966
1/1/2017,21:00,12.3,6.730000019,1.546000004,0.779999971,1.166000009,12.5,109.9000015,13.36999989
1/1/2017,21:15,12.276,6.679999828,1.54400003,0.779999971,1.166000009,12.5,110.5999985,13.47000027
1/1/2017,21:30,12.276,6.650000095,1.542000055,0.779999971,1.166000009,12.5,110.8000031,13.5
1/1/2017,21:45,12.276,6.610000134,1.541000009,0.779999971,1.166000009,12.5,110.6999969,13.51000023
1/1/2017,22:00,12.276,6.559999943,1.539000034,0.779999971,1.166000009,12.5,110.5999985,13.5
1/1/2017,22:15,12.276,6.510000229,1.539000034,0.779999971,1.164999962,12.60000038,110.5,13.52000046
1/1/2017,22:30,12.276,6.480000019,1.539000034,0.779999971,1.164999962,12.5,110.5999985,13.53999996
1/1/2017,22:45,12.264,6.46999979,1.539000034,0.779999971,1.164999962,12.5,110.6999969,13.55000019
1/1/2017,23:00,12.264,6.480000019,1.539000034,0.779999971,1.164000034,12.39999962,110.5,13.52000046
1/1/2017,23:15,12.264,6.489999771,1.539000034,0.779999971,1.162999988,12.5,110.1999969,13.48999977
1/1/2017,23:30,12.252,6.46999979,1.539000034,0.779999971,1.162999988,12.5,109.4000015,13.39000034
1/1/2017,23:45,12.252,6.380000114,1.539999962,0.779999971,1.164000034,12.5,108.9000015,13.35999966
1/2/2017,0:00,12.252,6.329999924,1.541000009,0.779999971,1.164000034,12.5,108.5,13.32999992
1/2/2017,0:15,12.24,6.320000172,1.539999962,0.779999971,1.162999988,12.5,108,13.26000023
1/2/2017,0:30,12.24,6.300000191,1.541000009,0.779999971,1.161999941,12.5,107.8000031,13.26000023
1/2/2017,0:45,12.24,6.210000038,1.542000055,0.779999971,1.162999988,12.5,107.1999969,13.21000004
1/2/2017,1:00,12.228,6.139999866,1.542000055,0.779999971,1.162999988,12.39999962,107.0999985,13.22000027
1/2/2017,1:15,12.204,6.119999886,1.542000055,0.779999971,1.162999988,12.5,106.8000031,13.18999958
1/2/2017,1:30,12.228,6.099999905,1.542999983,0.779999971,1.161999941,12.5,106.8000031,13.18999958
1/2/2017,1:45,12.228,6.090000153,1.542999983,0.779999971,1.161999941,12.5,106.4000015,13.14000034
1/2/2017,2:00,12.216,6.090000153,1.54400003,0.779999971,1.161000013,12.39999962,105.5999985,13.05000019
1/2/2017,2:15,12.204,6.119999886,1.544999957,0.779999971,1.161000013,12.39999962,106.3000031,13.11999989
1/2/2017,2:30,12.204,6.099999905,1.546000004,0.779999971,1.157999992,12.5,105.9000015,13.07999992
