Customer:,Dominion - Cove Point,,,,,,,,
Exported parameters:,EcoNet Battery/Battery,YSI 6 Series/Temp,YSI 6 Series/SpCond,YSI 6 Series/Salinity,YSI 6 Series/Depth,YSI 6 Series/Battery,YSI 6 Series/ODO%,YSI 6 Series/ODO Conc,
Start Date:,3/23/2017 0:00,,,,,,,,
End Date:,4/5/2017 23:59,,,,,,,,
,,103275,104614,104619,104624,104633,104634,104684,104685
Date,Time,Battery,Temp,SpCond,Salinity,Depth,Battery,ODO%,ODO Conc
MM/dd/yyyy,HH:mm,V,C,mS/cm,ppt,ft,V,%,mg/L
3/23/2017,0:00,12.492,7.300000191,2.664000034,1.379999995,1.406000018,,67.5,8.050000191
3/23/2017,0:15,12.492,7.340000153,2.664000034,1.379999995,1.409000039,,67.5,8.050000191
3/23/2017,0:30,12.492,7.199999809,2.664000034,1.379999995,1.409999967,,67,8.029999733
3/23/2017,0:45,12.48,6.920000076,2.665999889,1.379999995,1.422999978,,68.69999695,8.279999733
3/23/2017,1:00,12.48,6.559999943,2.667000055,1.379999995,1.404000044,,69.19999695,8.420000076
3/23/2017,1:15,12.468,6.309999943,2.66899991,1.379999995,1.39199996,,70.19999695,8.590000153
3/23/2017,1:30,12.456,6.130000114,2.66899991,1.379999995,1.402999997,,67.80000305,8.340000153
3/23/2017,1:45,12.456,5.889999866,2.671000004,1.379999995,1.411000013,,68.09999847,8.420000076
3/23/2017,2:00,12.456,5.710000038,2.670000076,1.379999995,1.409999967,,68.40000153,8.5
3/23/2017,2:15,12.444,5.53000021,2.671000004,1.379999995,1.393000007,,67.69999695,8.449999809
3/23/2017,2:30,12.432,5.489999771,2.671000004,1.379999995,1.399999976,,67,8.369999886
3/23/2017,2:45,12.432,5.300000191,2.671999931,1.379999995,1.402999997,,67.40000153,8.460000038
3/23/2017,3:00,12.432,5.170000076,2.673000097,1.379999995,1.40199995,,67.19999695,8.460000038
3/23/2017,3:15,12.42,5.050000191,2.674000025,1.379999995,1.402999997,,67.30000305,8.510000229
3/23/2017,3:30,12.408,5,2.674000025,1.379999995,1.414000034,,68,8.600000381
3/23/2017,3:45,12.396,4.96999979,2.673000097,1.379999995,1.401000023,,67.69999695,8.579999924
3/23/2017,4:00,12.396,4.900000095,2.676000118,1.379999995,1.414999962,,68.30000305,8.659999847
3/23/2017,4:15,12.384,4.730000019,2.674999952,1.379999995,1.40199995,,69,8.800000191
3/23/2017,4:30,12.384,4.670000076,2.676000118,1.379999995,1.404999971,,67.30000305,8.590000153
3/23/2017,4:45,12.372,4.650000095,2.676000118,1.379999995,1.401000023,,67.69999695,8.649999619
3/23/2017,5:00,12.372,4.5,2.676000118,1.379999995,1.404999971,,67.59999847,8.670000076
3/23/2017,5:15,12.36,4.329999924,2.677999973,1.379999995,1.393000007,,67.69999695,8.720000267
3/23/2017,5:30,12.348,4.139999866,2.677999973,1.379999995,1.396000028,,67.59999847,8.75
3/23/2017,5:45,12.336,4.139999866,2.677999973,1.379999995,1.394000053,,67.09999847,8.68999958
3/23/2017,6:00,12.336,4.070000172,2.677999973,1.379999995,1.39199996,,67.59999847,8.760000229
3/23/2017,6:15,12.564,3.980000019,2.678999901,1.379999995,1.399999976,,68.40000153,8.890000343
3/23/2017,6:30,14.796,3.859999895,2.680000067,1.379999995,1.406999946,,67,8.739999771
3/23/2017,6:45,14.784,3.700000048,2.680999994,1.379999995,1.393000007,,68.19999695,8.930000305
3/23/2017,7:00,14.76,3.619999886,2.680999994,1.379999995,1.396999955,,70,9.18999958
3/23/2017,7:15,14.76,3.5,2.684000015,1.379999995,1.394999981,,70.90000153,9.319999695
3/23/2017,7:30,14.736,3.380000114,2.686000109,1.379999995,1.401000023,,70.80000305,9.340000153
3/23/2017,7:45,14.736,3.400000095,2.681999922,1.379999995,1.394000053,,72.19999695,9.529999733
3/23/2017,8:00,14.736,3.430000067,2.684999943,1.379999995,1.404999971,,73.40000153,9.680000305
3/23/2017,8:15,14.724,3.200000048,2.684000015,1.379999995,1.389999986,,73.59999847,9.770000458
3/23/2017,8:30,14.724,3.200000048,2.684999943,1.379999995,1.393000007,,74.80000305,9.930000305
3/23/2017,8:45,14.724,3.279999971,2.684000015,1.379999995,1.386999965,,76.40000153,10.10999966
3/23/2017,9:00,14.724,3.480000019,2.683000088,1.379999995,1.39199996,,75.69999695,9.960000038
3/23/2017,9:15,14.712,3.579999924,2.680999994,1.379999995,1.394000053,,77,10.11999989
3/23/2017,9:30,14.7,3.680000067,2.680999994,1.379999995,1.386999965,,81.19999695,10.63000011
