,,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System
,,South Point,South Point,South Point,South Point,South Point,South Point,South Point
,,1.80E+72,1.80E+72,1.80E+72,1.80E+72,1.80E+72,1.80E+72,EcoNet Battery
Date,Time,Temp,SpCond,Salinity,Depth,ODO Conc,ODO%,Battery
MM/dd/yyyy,HH:mm,C,mS/cm,ppt,ft,mg/L,%,V
6/4/2017,15:30,28.53,1.764,0.89,1.232,7.45,96.5,12.97
6/4/2017,15:45,28.55,1.771,0.89,1.234,7.45,96.6,12.8
6/4/2017,16:00,28.53,1.799,0.9,1.232,7.6,98.5,13.99
6/4/2017,16:15,28.62,1.795,0.9,1.231,7.59,98.4,13.98
6/4/2017,16:30,28.6,1.805,0.91,1.231,7.61,98.8,12.83
6/4/2017,16:45,28.58,1.805,0.91,1.229,7.55,98,12.8
6/4/2017,17:00,28.64,1.79,0.9,1.227,7.5,97.4,12.84
6/4/2017,17:15,28.63,1.78,0.89,1.23,7.55,98,12.89
6/4/2017,17:30,28.62,1.771,0.89,1.228,7.51,97.5,12.86
6/4/2017,17:45,28.66,1.766,0.89,1.227,7.65,99.4,12.82
6/4/2017,18:00,28.61,1.767,0.89,1.225,7.66,99.4,12.82
6/4/2017,18:15,28.53,1.769,0.89,1.224,7.54,97.7,12.82
6/4/2017,18:30,28.43,1.776,0.89,1.226,7.61,98.4,12.67
6/4/2017,18:45,28.33,1.781,0.9,1.224,7.66,98.8,12.59
6/4/2017,19:00,28.3,1.786,0.9,1.226,7.7,99.4,12.62
6/4/2017,19:15,28.24,1.788,0.9,1.225,7.56,97.4,12.61
6/4/2017,19:30,28.13,1.792,0.9,1.224,7.46,95.9,12.56
6/4/2017,19:45,28.07,1.793,0.9,1.226,7.46,95.9,12.55
6/4/2017,20:00,28.03,1.795,0.9,1.224,7.34,94.3,12.6
6/4/2017,20:15,27.95,1.792,0.9,1.223,7.23,92.7,12.58
6/4/2017,20:30,27.9,1.793,0.9,1.222,7.17,91.9,12.59
6/4/2017,20:45,27.73,1.794,0.9,1.222,7.04,90,12.56
6/4/2017,21:00,27.63,1.793,0.9,1.224,7,89.3,12.58
6/4/2017,21:15,27.53,1.793,0.9,1.223,7.1,90.4,12.58
6/4/2017,21:30,27.46,1.792,0.9,1.224,7.04,89.5,12.58
6/4/2017,21:45,27.47,1.792,0.9,1.224,6.89,87.6,12.56
6/4/2017,22:00,27.45,1.792,0.9,1.224,6.79,86.3,12.56
6/4/2017,22:15,27.41,1.792,0.9,1.224,6.7,85.1,12.55
6/4/2017,22:30,27.33,1.789,0.9,1.223,6.59,83.6,12.55
6/4/2017,22:45,27.26,1.793,0.9,1.223,6.6,83.6,12.55
6/4/2017,23:00,27.15,1.788,0.9,1.224,6.53,82.6,12.53
6/4/2017,23:15,27.04,1.792,0.9,1.223,6.53,82.4,12.49
6/4/2017,23:30,26.91,1.791,0.9,1.224,6.49,81.7,12.54
6/4/2017,23:45,26.78,1.792,0.9,1.223,6.41,80.5,12.54
6/5/2017,0:00,26.66,1.791,0.9,1.222,6.36,79.8,12.53
6/5/2017,0:15,26.53,1.791,0.9,1.222,6.43,80.4,12.52
6/5/2017,0:30,26.45,1.788,0.9,1.221,6.39,79.8,12.52
6/5/2017,0:45,26.35,1.787,0.9,1.221,6.36,79.2,12.52
6/5/2017,1:00,26.23,1.784,0.9,1.221,6.3,78.4,12.5
6/5/2017,1:15,26.2,1.781,0.9,1.227,6.29,78.1,12.5
6/5/2017,1:30,26.11,1.777,0.9,1.22,6.29,78.1,12.5
6/5/2017,1:45,26.09,1.775,0.9,1.22,6.26,77.7,12.5
6/5/2017,2:00,25.99,1.776,0.9,1.218,5.97,74,12.49
6/5/2017,2:15,25.92,1.773,0.89,1.22,6.15,76.1,12.49
6/5/2017,2:30,25.84,1.774,0.9,1.219,6.01,74.2,12.48
6/5/2017,2:45,25.81,1.775,0.9,1.22,6.01,74.2,12.47
6/5/2017,3:00,25.71,1.778,0.9,1.216,5.99,73.8,12.47
6/5/2017,3:15,25.63,1.781,0.9,1.219,6.08,74.8,12.47
6/5/2017,3:30,25.54,1.787,0.9,1.219,6.1,74.9,12.46
6/5/2017,3:45,25.45,1.789,0.9,1.218,6.06,74.3,12.46
6/5/2017,4:00,25.37,1.791,0.9,1.218,5.87,71.9,12.46
6/5/2017,4:15,25.25,1.793,0.91,1.219,5.93,72.5,12.44
6/5/2017,4:30,25.1,1.795,0.91,1.219,5.95,72.5,12.43
6/5/2017,4:45,25.02,1.796,0.91,1.217,5.9,71.8,12.43
6/5/2017,5:00,24.94,1.796,0.91,1.218,5.83,70.8,12.46
6/5/2017,5:15,24.85,1.794,0.91,1.216,5.74,69.6,12.44
6/5/2017,5:30,24.76,1.794,0.91,1.217,5.72,69.2,12.46
6/5/2017,5:45,24.7,1.793,0.91,1.216,5.67,68.6,12.46
6/5/2017,6:00,24.63,1.795,0.91,1.216,5.61,67.8,12.47
6/5/2017,6:15,24.55,1.796,0.91,1.214,5.63,67.9,12.5
6/5/2017,6:30,24.5,1.796,0.91,1.216,5.65,68,12.46
6/5/2017,6:45,24.39,1.797,0.91,1.216,5.65,67.9,12.47
6/5/2017,7:00,24.28,1.799,0.91,1.212,5.62,67.5,12.5
6/5/2017,7:15,24.23,1.799,0.91,1.215,5.62,67.4,12.59
6/5/2017,7:30,24.2,1.8,0.91,1.214,5.59,67,12.53
6/5/2017,7:45,24.16,1.802,0.91,1.215,5.55,66.4,12.52
6/5/2017,8:00,24.1,1.804,0.91,1.216,5.45,65.2,12.48
6/5/2017,8:15,24.08,1.805,0.91,1.216,5.44,65.1,12.59
6/5/2017,8:30,24.06,1.807,0.91,1.216,5.51,65.8,12.62
6/5/2017,8:45,24.06,1.806,0.91,1.217,5.46,65.3,12.73
6/5/2017,9:00,24.06,1.804,0.91,1.211,5.6,67,12.9
6/5/2017,9:15,24.1,1.801,0.91,1.215,5.66,67.7,13.13
6/5/2017,9:30,24.15,1.802,0.91,1.218,5.6,67.1,13.16
6/5/2017,9:45,24.17,1.805,0.91,1.219,5.69,68.1,13.08
6/5/2017,10:00,24.21,1.806,0.91,1.218,5.65,67.8,13.02
6/5/2017,10:15,24.16,1.807,0.91,1.223,5.66,67.8,12.97
6/5/2017,10:30,24.13,1.811,0.92,1.228,5.61,67.2,13.02
6/5/2017,10:45,24.04,1.813,0.92,1.225,5.59,66.7,13.02
6/5/2017,11:00,23.99,1.815,0.92,1.227,5.55,66.3,12.89
6/5/2017,11:15,23.99,1.817,0.92,1.225,5.55,66.2,12.83
6/5/2017,11:30,23.97,1.817,0.92,1.226,5.63,67.2,13.13
6/5/2017,11:45,23.97,1.817,0.92,1.229,5.7,68.1,13.2
6/5/2017,12:00,23.95,1.819,0.92,1.23,5.68,67.7,13.18
6/5/2017,12:15,23.97,1.819,0.92,1.231,5.74,68.5,13.18
6/5/2017,12:30,23.97,1.818,0.92,1.232,5.8,69.3,13.12
6/5/2017,12:45,23.98,1.819,0.92,1.232,5.76,68.7,13.13
6/5/2017,13:00,24,1.819,0.92,1.232,5.77,68.9,13.16
6/5/2017,13:15,24.03,1.818,0.92,1.233,5.9,70.5,13.36
6/5/2017,13:30,24.05,1.818,0.92,1.234,5.89,70.4,13.13
6/5/2017,13:45,24.08,1.816,0.92,1.233,6.01,71.9,13.5
6/5/2017,14:00,24.18,1.815,0.92,1.234,6.15,73.6,13.61
6/5/2017,14:15,24.26,1.815,0.92,1.233,6.01,72.2,13.54
6/5/2017,14:30,24.23,1.817,0.92,1.232,6.12,73.4,13.43
6/5/2017,14:45,24.29,1.816,0.92,1.233,6.18,74.2,13.44
6/5/2017,15:00,24.34,1.815,0.92,1.234,6.3,75.7,13.75
6/5/2017,15:15,24.39,1.814,0.92,1.235,6.27,75.4,13.68
6/5/2017,15:30,24.5,1.814,0.92,1.234,6.5,78.4,13.57
6/5/2017,15:45,24.55,1.814,0.92,1.233,6.51,78.5,13.85
6/5/2017,16:00,24.53,1.813,0.92,1.233,6.51,78.5,13.45
6/5/2017,16:15,24.55,1.813,0.92,1.234,6.47,78.1,13.28
6/5/2017,16:30,24.55,1.813,0.92,1.234,6.45,77.8,13.27
6/5/2017,16:45,24.55,1.814,0.92,1.233,6.21,74.9,13.32
6/5/2017,17:00,24.58,1.815,0.92,1.233,6.32,76.3,13.31
6/5/2017,17:15,24.61,1.813,0.92,1.233,6.49,78.3,13.24
6/5/2017,17:30,24.6,1.812,0.92,1.233,6.49,78.4,13.22
6/5/2017,17:45,24.58,1.811,0.92,1.233,6.4,77.2,13.13
6/5/2017,18:00,24.59,1.81,0.92,1.233,6.42,77.5,12.98
6/5/2017,18:15,24.56,1.811,0.92,1.233,6.43,77.5,12.85
6/5/2017,18:30,24.52,1.811,0.92,1.232,6.41,77.3,12.73
6/5/2017,18:45,24.48,1.81,0.92,1.232,6.45,77.8,12.67
6/5/2017,19:00,24.44,1.811,0.92,1.231,6.44,77.5,12.64
6/5/2017,19:15,24.4,1.811,0.92,1.231,6.41,77.1,12.62
6/5/2017,19:30,24.37,1.81,0.92,1.231,6.37,76.5,12.62
6/5/2017,19:45,24.31,1.811,0.92,1.231,6.33,76,12.61
6/5/2017,20:00,24.27,1.811,0.92,1.231,6.29,75.5,12.61
6/5/2017,20:15,24.25,1.811,0.92,1.231,6.24,74.9,12.6
6/5/2017,20:30,24.2,1.811,0.92,1.232,6.14,73.6,12.59
6/5/2017,20:45,24.18,1.811,0.92,1.231,6.13,73.5,12.59
6/5/2017,21:00,24.11,1.811,0.92,1.231,6.08,72.7,12.59
6/5/2017,21:15,24.09,1.81,0.92,1.231,6.05,72.4,12.58
6/5/2017,21:30,24.03,1.811,0.92,1.231,5.95,71.1,12.58
6/5/2017,21:45,23.98,1.81,0.92,1.231,6.04,72.1,12.56
6/5/2017,22:00,23.95,1.81,0.92,1.231,6.07,72.4,12.56
6/5/2017,22:15,23.91,1.81,0.92,1.231,5.96,71.1,12.55
6/5/2017,22:30,23.86,1.811,0.92,1.231,6.07,72.3,12.55
6/5/2017,22:45,23.83,1.811,0.92,1.23,6.03,71.7,12.55
6/5/2017,23:00,23.8,1.811,0.92,1.23,5.98,71.1,12.54
6/5/2017,23:15,23.76,1.811,0.92,1.23,5.96,70.8,12.54
6/5/2017,23:30,23.71,1.811,0.92,1.23,6.02,71.5,12.54
6/5/2017,23:45,23.67,1.811,0.92,1.229,5.98,70.9,12.54
6/6/2017,0:00,23.58,1.811,0.92,1.229,6,71.1,12.53
6/6/2017,0:15,23.54,1.811,0.92,1.23,5.91,70,12.53
6/6/2017,0:30,23.49,1.811,0.92,1.23,5.96,70.5,12.52
6/6/2017,0:45,23.42,1.811,0.92,1.23,5.91,69.8,12.52
6/6/2017,1:00,23.37,1.811,0.92,1.23,5.93,70,12.52
6/6/2017,1:15,23.34,1.808,0.92,1.229,5.8,68.4,12.5
6/6/2017,1:30,23.3,1.811,0.92,1.228,5.87,69.1,12.5
6/6/2017,1:45,23.3,1.81,0.92,1.228,5.88,69.2,12.5
6/6/2017,2:00,23.26,1.81,0.92,1.229,5.87,69.1,12.5
6/6/2017,2:15,23.25,1.809,0.92,1.229,5.79,68.2,12.49
6/6/2017,2:30,23.21,1.81,0.92,1.23,5.81,68.4,12.49
6/6/2017,2:45,23.16,1.81,0.92,1.23,5.76,67.7,12.48
6/6/2017,3:00,23.13,1.811,0.92,1.23,5.76,67.6,12.48
6/6/2017,3:15,23.1,1.811,0.92,1.229,5.74,67.4,12.47
6/6/2017,3:30,23.07,1.811,0.92,1.23,5.71,67,12.47
6/6/2017,3:45,23.03,1.811,0.92,1.229,5.6,65.6,12.46
6/6/2017,4:00,22.98,1.812,0.92,1.229,5.61,65.7,12.46
6/6/2017,4:15,22.92,1.811,0.92,1.228,5.56,65,12.46
6/6/2017,4:30,22.86,1.811,0.92,1.226,5.56,64.9,12.43
6/6/2017,4:45,22.8,1.812,0.92,1.227,5.58,65.1,12.43
6/6/2017,5:00,22.73,1.812,0.92,1.227,5.59,65.2,12.5
6/6/2017,5:15,22.69,1.811,0.92,1.228,5.53,64.4,12.5
6/6/2017,5:30,22.66,1.811,0.92,1.228,5.51,64.2,12.74
6/6/2017,5:45,22.64,1.81,0.92,1.228,5.51,64.2,12.86
6/6/2017,6:00,22.56,1.81,0.92,1.224,5.55,64.5,12.94
6/6/2017,6:15,22.51,1.811,0.92,1.225,5.52,64,13.12
6/6/2017,6:30,22.47,1.81,0.92,1.227,5.57,64.6,13.42
6/6/2017,6:45,22.45,1.81,0.92,1.229,5.47,63.5,14.17
6/6/2017,7:00,22.45,1.809,0.92,1.226,5.52,64,13.66
6/6/2017,7:15,22.42,1.809,0.92,1.226,5.45,63.2,13.62
6/6/2017,7:30,22.43,1.808,0.92,1.23,5.55,64.4,14.15
6/6/2017,7:45,22.49,1.804,0.92,1.227,5.62,65.2,14.15
6/6/2017,8:00,22.57,1.802,0.91,1.229,5.71,66.4,14.12
6/6/2017,8:15,22.68,1.801,0.91,1.227,5.82,67.8,14.11
6/6/2017,8:30,22.8,1.801,0.91,1.229,5.97,69.7,14.11
6/6/2017,8:45,22.99,1.802,0.91,1.23,6.07,71.2,14.11
6/6/2017,9:00,23.21,1.803,0.91,1.231,6.18,72.7,14.1
6/6/2017,9:15,23.42,1.804,0.91,1.232,6.12,72.3,14.1
6/6/2017,9:30,23.62,1.798,0.91,1.233,6.21,73.6,14.1
6/6/2017,9:45,23.6,1.78,0.9,1.225,6.39,75.7,14.1
6/6/2017,10:00,23.74,1.769,0.9,1.221,6.49,77.1,14.1
6/6/2017,10:15,23.94,1.775,0.9,1.229,6.68,79.7,14.1
6/6/2017,10:30,24.09,1.776,0.9,1.231,6.87,82.1,14.1
6/6/2017,10:45,24.24,1.776,0.9,1.229,7.05,84.6,14.1
6/6/2017,11:00,24.39,1.772,0.9,1.227,7.23,86.9,14.09
6/6/2017,11:15,24.51,1.769,0.89,1.228,7.39,89.1,14.1
6/6/2017,11:30,24.77,1.769,0.89,1.226,7.55,91.4,14.09
6/6/2017,11:45,24.99,1.766,0.89,1.224,7.67,93.3,14.08
6/6/2017,12:00,25.2,1.769,0.89,1.225,7.8,95.2,14.08
6/6/2017,12:15,25.41,1.762,0.89,1.224,7.89,96.7,14.08
6/6/2017,12:30,25.7,1.753,0.88,1.228,8.11,99.9,14.06
6/6/2017,12:45,25.95,1.763,0.89,1.219,8.15,100.9,14.06
6/6/2017,13:00,26.07,1.768,0.89,1.222,8.15,101.1,14.05
6/6/2017,13:15,26.31,1.772,0.89,1.225,8.36,104.1,14.05
6/6/2017,13:30,26.54,1.776,0.9,1.223,8.44,105.5,14.05
6/6/2017,13:45,26.71,1.775,0.89,1.224,8.46,106.1,14.04
6/6/2017,14:00,26.91,1.777,0.9,1.221,8.58,108.1,14.03
6/6/2017,14:15,27.09,1.777,0.9,1.222,8.69,109.8,14.03
6/6/2017,14:30,27.31,1.784,0.9,1.221,8.69,110.1,14.02
6/6/2017,14:45,27.53,1.785,0.9,1.22,8.73,111.2,14.02
6/6/2017,15:00,27.77,1.79,0.9,1.222,8.8,112.5,14.02
6/6/2017,15:15,27.82,1.792,0.9,1.22,8.8,112.6,14.02
6/6/2017,15:30,27.91,1.792,0.9,1.218,8.74,112,14.03
6/6/2017,15:45,27.95,1.795,0.9,1.219,8.7,111.6,14.02
6/6/2017,16:00,27.98,1.796,0.9,1.222,8.74,112.2,14.03
6/6/2017,16:15,28.11,1.801,0.91,1.22,8.69,111.7,13.19
6/6/2017,16:30,28.24,1.804,0.91,1.219,8.5,109.5,14.02
6/6/2017,16:45,28.39,1.807,0.91,1.217,8.33,107.7,14
6/6/2017,17:00,28.39,1.809,0.91,1.214,8.3,107.3,13.16
6/6/2017,17:15,28.34,1.812,0.91,1.218,8.2,105.9,13.03
6/6/2017,17:30,28.31,1.812,0.91,1.214,8.15,105.2,13.01
6/6/2017,17:45,28.22,1.813,0.91,1.215,8.18,105.4,12.88
6/6/2017,18:00,28.17,1.812,0.91,1.214,8.31,107,12.8
6/6/2017,18:15,28.1,1.811,0.91,1.214,8.25,106.1,12.73
6/6/2017,18:30,28.01,1.812,0.91,1.214,8.24,105.8,12.71
6/6/2017,18:45,27.91,1.815,0.91,1.213,8.12,104.1,12.7
6/6/2017,19:00,27.76,1.822,0.92,1.212,7.82,99.9,12.65
6/6/2017,19:15,27.55,1.827,0.92,1.213,7.71,98.2,12.62
6/6/2017,19:30,27.4,1.826,0.92,1.212,7.73,98.2,12.61
6/6/2017,19:45,27.34,1.825,0.92,1.212,7.64,97,12.61
6/6/2017,20:00,27.22,1.823,0.92,1.212,7.59,96.1,12.6
6/6/2017,20:15,27.12,1.823,0.92,1.211,7.56,95.5,12.6
6/6/2017,20:30,26.94,1.822,0.92,1.211,7.64,96.3,12.59
6/6/2017,20:45,26.83,1.821,0.92,1.21,7.44,93.6,12.59
6/6/2017,21:00,26.72,1.821,0.92,1.208,7.46,93.6,12.59
6/6/2017,21:15,26.63,1.82,0.92,1.208,7.3,91.4,12.59
6/6/2017,21:30,26.56,1.819,0.92,1.208,7.13,89.2,12.58
6/6/2017,21:45,26.42,1.82,0.92,1.208,7.11,88.8,12.58
6/6/2017,22:00,26.29,1.817,0.92,1.207,7.04,87.7,12.56
6/6/2017,22:15,26.15,1.815,0.92,1.207,7.04,87.5,12.56
6/6/2017,22:30,26.03,1.811,0.91,1.207,6.96,86.3,12.55
6/6/2017,22:45,25.91,1.809,0.91,1.21,6.88,85.1,12.55
6/6/2017,23:00,25.75,1.809,0.91,1.209,6.73,83,12.55
6/6/2017,23:15,25.58,1.81,0.91,1.209,6.68,82.1,12.55
6/6/2017,23:30,25.4,1.814,0.92,1.21,6.67,81.7,12.54
6/6/2017,23:45,25.33,1.816,0.92,1.21,6.61,80.9,12.54
6/7/2017,0:00,25.14,1.819,0.92,1.213,6.55,79.9,12.54
6/7/2017,0:15,25.06,1.819,0.92,1.212,6.57,80,12.54
6/7/2017,0:30,24.84,1.822,0.92,1.214,6.56,79.5,12.53
6/7/2017,0:45,24.65,1.821,0.92,1.215,6.63,80.2,12.53
6/7/2017,1:00,24.5,1.823,0.92,1.214,6.62,79.8,12.52
6/7/2017,1:15,24.44,1.822,0.92,1.213,6.55,78.8,12.52
6/7/2017,1:30,24.19,1.821,0.92,1.213,6.65,79.6,12.52
6/7/2017,1:45,23.94,1.823,0.92,1.213,6.63,79.1,12.5
6/7/2017,2:00,23.72,1.827,0.93,1.215,6.62,78.7,12.5
6/7/2017,2:15,23.4,1.824,0.92,1.214,6.58,77.7,12.5
6/7/2017,2:30,23.35,1.825,0.93,1.21,6.55,77.3,12.5
6/7/2017,2:45,23.23,1.824,0.93,1.212,6.5,76.5,12.49
6/7/2017,3:00,23.1,1.824,0.93,1.212,6.38,75,12.49
6/7/2017,3:15,22.91,1.825,0.93,1.212,6.38,74.6,12.48
6/7/2017,3:30,22.83,1.825,0.93,1.214,6.36,74.3,12.48
6/7/2017,3:45,22.5,1.83,0.93,1.214,6.4,74.3,12.48
6/7/2017,4:00,22.1,1.826,0.93,1.215,6.26,72.1,12.47
6/7/2017,4:15,22.06,1.826,0.93,1.214,6.12,70.4,12.47
6/7/2017,4:30,22.08,1.829,0.93,1.218,6.15,70.8,12.46
6/7/2017,4:45,22.24,1.825,0.93,1.214,6.13,70.8,12.44
6/7/2017,5:00,22.38,1.826,0.93,1.213,6.02,69.8,12.43
6/7/2017,5:15,22.26,1.828,0.93,1.212,5.98,69.1,12.43
6/7/2017,5:30,21.92,1.828,0.93,1.215,5.96,68.4,12.43
6/7/2017,5:45,21.92,1.825,0.93,1.213,5.9,67.8,12.43
6/7/2017,6:00,22.03,1.825,0.93,1.214,5.93,68.2,12.44
6/7/2017,6:15,21.98,1.826,0.93,1.213,5.85,67.3,12.48
6/7/2017,6:30,21.76,1.827,0.93,1.216,5.97,68.3,12.62
6/7/2017,6:45,21.6,1.827,0.93,1.215,5.97,68.2,12.77
6/7/2017,7:00,21.41,1.826,0.93,1.213,6.01,68.3,13.04
6/7/2017,7:15,21.41,1.824,0.93,1.214,6.05,68.7,14.3
6/7/2017,7:30,21.32,1.825,0.93,1.209,6.23,70.6,14.28
6/7/2017,7:45,21.32,1.825,0.93,1.211,6.24,70.9,14.27
6/7/2017,8:00,21.4,1.824,0.93,1.212,6.29,71.5,14.26
6/7/2017,8:15,21.53,1.824,0.93,1.212,6.38,72.7,14.24
6/7/2017,8:30,21.63,1.824,0.93,1.214,6.48,74,14.26
6/7/2017,8:45,21.78,1.825,0.93,1.215,6.63,75.9,13.84
6/7/2017,9:00,21.55,1.828,0.93,1.21,6.84,78,14.23
6/7/2017,9:15,21.6,1.826,0.93,1.213,6.86,78.3,14.23
6/7/2017,9:30,21.69,1.823,0.93,1.209,6.94,79.3,13.88
6/7/2017,9:45,21.8,1.821,0.93,1.211,6.89,78.9,14.23
6/7/2017,10:00,21.91,1.82,0.92,1.207,6.98,80.1,14.23
6/7/2017,10:15,22.05,1.818,0.92,1.208,6.91,79.6,14.23
6/7/2017,10:30,22.13,1.818,0.92,1.208,6.9,79.5,14.23
6/7/2017,10:45,22.21,1.82,0.92,1.208,6.96,80.4,14.23
6/7/2017,11:00,22.25,1.821,0.92,1.207,6.86,79.3,14.23
6/7/2017,11:15,22.27,1.819,0.92,1.206,6.91,79.8,14.22
6/7/2017,11:30,22.34,1.82,0.92,1.207,7.09,82,14.23
6/7/2017,11:45,22.46,1.818,0.92,1.207,7.23,83.8,14.22
6/7/2017,12:00,22.59,1.815,0.92,1.206,7.14,83.1,14.21
6/7/2017,12:15,22.69,1.813,0.92,1.205,7.23,84.3,14.21
6/7/2017,12:30,22.75,1.812,0.92,1.207,7.35,85.7,14.2
6/7/2017,12:45,22.9,1.807,0.92,1.207,7.31,85.5,14.18
6/7/2017,13:00,23.02,1.805,0.92,1.207,7.35,86.2,14.18
6/7/2017,13:15,23.07,1.806,0.92,1.205,7.46,87.5,14.18
6/7/2017,13:30,23.03,1.805,0.92,1.204,7.48,87.7,13.13
6/7/2017,13:45,22.94,1.805,0.92,1.206,7.44,87.1,12.96
6/7/2017,14:00,22.89,1.806,0.92,1.204,7.37,86.2,14.21
6/7/2017,14:15,22.88,1.808,0.92,1.206,7.33,85.7,14.21
6/7/2017,14:30,22.89,1.81,0.92,1.206,7.4,86.5,14.2
6/7/2017,14:45,22.92,1.813,0.92,1.205,7.48,87.5,14.18
6/7/2017,15:00,22.94,1.815,0.92,1.205,7.61,89,14.18
6/7/2017,15:15,22.96,1.817,0.92,1.205,7.65,89.6,14.18
6/7/2017,15:30,22.97,1.819,0.92,1.205,7.7,90.1,14.17
6/7/2017,15:45,22.97,1.82,0.92,1.205,7.82,91.5,14.18
6/7/2017,16:00,22.95,1.82,0.92,1.204,7.8,91.3,14.17
6/7/2017,16:15,22.9,1.821,0.92,1.204,7.91,92.5,14.18
6/7/2017,16:30,22.87,1.823,0.92,1.207,7.94,92.8,14.18
6/7/2017,16:45,22.81,1.825,0.93,1.206,7.91,92.4,14.18
6/7/2017,17:00,22.77,1.825,0.93,1.207,7.99,93.3,14.2
6/7/2017,17:15,22.72,1.824,0.93,1.207,7.95,92.7,14.2
6/7/2017,17:30,22.65,1.825,0.93,1.208,7.96,92.7,13.07
6/7/2017,17:45,22.58,1.826,0.93,1.207,7.95,92.5,13.04
6/7/2017,18:00,22.49,1.827,0.93,1.204,8.01,92.9,12.94
6/7/2017,18:15,22.43,1.827,0.93,1.203,7.85,91,12.73
6/7/2017,18:30,22.33,1.828,0.93,1.205,7.89,91.3,12.65
6/7/2017,18:45,22.24,1.83,0.93,1.205,7.81,90.2,12.65
6/7/2017,19:00,22.13,1.829,0.93,1.204,7.8,90,12.62
6/7/2017,19:15,21.99,1.831,0.93,1.203,7.77,89.4,12.61
6/7/2017,19:30,21.92,1.832,0.93,1.201,7.67,88,12.59
6/7/2017,19:45,21.86,1.832,0.93,1.201,7.56,86.6,12.59
6/7/2017,20:00,21.78,1.833,0.93,1.201,7.48,85.7,12.59
6/7/2017,20:15,21.68,1.833,0.93,1.199,7.4,84.5,12.59
6/7/2017,20:30,21.64,1.832,0.93,1.2,7.37,84.1,12.59
6/7/2017,20:45,21.5,1.833,0.93,1.201,7.35,83.7,12.58
6/7/2017,21:00,21.32,1.833,0.93,1.201,7.36,83.5,12.58
6/7/2017,21:15,21.18,1.832,0.93,1.199,7.36,83.3,12.58
6/7/2017,21:30,21.14,1.833,0.93,1.199,7.31,82.7,12.56
6/7/2017,21:45,21.16,1.833,0.93,1.199,6.97,78.8,12.56
6/7/2017,22:00,21.11,1.833,0.93,1.199,7.22,81.5,12.55
6/7/2017,22:15,20.99,1.833,0.93,1.197,7.21,81.2,12.55
6/7/2017,22:30,20.72,1.834,0.93,1.197,7.15,80.2,12.55
6/7/2017,22:45,20.53,1.835,0.93,1.197,7.11,79.5,12.54
6/7/2017,23:00,20.37,1.837,0.93,1.196,7.03,78.3,12.55
6/7/2017,23:15,20.09,1.837,0.94,1.196,6.96,77.1,12.54
6/7/2017,23:30,20.08,1.835,0.93,1.198,6.97,77.2,12.54
6/7/2017,23:45,20.14,1.836,0.93,1.197,6.91,76.6,12.53
6/8/2017,0:00,20.1,1.835,0.93,1.198,6.86,76,12.53
6/8/2017,0:15,20.04,1.835,0.93,1.196,6.83,75.5,12.53
6/8/2017,0:30,19.95,1.835,0.93,1.197,6.85,75.7,12.52
6/8/2017,0:45,19.82,1.835,0.93,1.197,6.79,74.8,12.52
6/8/2017,1:00,19.76,1.834,0.93,1.198,6.73,74,12.52
6/8/2017,1:15,19.67,1.834,0.93,1.2,6.78,74.5,12.5
6/8/2017,1:30,19.51,1.832,0.93,1.199,6.81,74.6,12.5
6/8/2017,1:45,19.38,1.833,0.93,1.199,6.75,73.8,12.5
6/8/2017,2:00,19.35,1.834,0.93,1.2,6.72,73.4,12.49
6/8/2017,2:15,19.24,1.835,0.94,1.2,6.67,72.6,12.49
6/8/2017,2:30,18.93,1.838,0.94,1.2,6.68,72.3,12.48
6/8/2017,2:45,18.92,1.835,0.94,1.202,6.58,71.3,12.47
6/8/2017,3:00,18.86,1.836,0.94,1.202,6.56,70.9,12.47
6/8/2017,3:15,18.66,1.837,0.94,1.202,6.45,69.4,12.47
6/8/2017,3:30,18.65,1.837,0.94,1.202,6.43,69.2,12.46
6/8/2017,3:45,18.71,1.836,0.94,1.201,6.38,68.7,12.46
6/8/2017,4:00,18.23,1.842,0.94,1.202,6.41,68.4,12.46
6/8/2017,4:15,18.24,1.838,0.94,1.201,6.37,68,12.43
6/8/2017,4:30,18.37,1.837,0.94,1.201,6.32,67.7,12.43
6/8/2017,4:45,18.4,1.837,0.94,1.202,6.32,67.7,12.44
6/8/2017,5:00,18.48,1.835,0.94,1.202,6.23,66.8,12.64
6/8/2017,5:15,18.2,1.837,0.94,1.202,6.36,67.9,13.09
6/8/2017,5:30,18.19,1.833,0.93,1.201,6.38,68,13.24
6/8/2017,5:45,18.24,1.828,0.93,1.201,6.34,67.7,13.2
6/8/2017,6:00,18.29,1.827,0.93,1.202,6.3,67.3,13.21
6/8/2017,6:15,18.3,1.824,0.93,1.201,6.27,67,13.1
6/8/2017,6:30,18.17,1.825,0.93,1.201,6.37,67.9,13.24
6/8/2017,6:45,18.02,1.827,0.93,1.2,6.42,68.3,13.32
6/8/2017,7:00,18.03,1.826,0.93,1.202,6.38,67.7,13.38
6/8/2017,7:15,18.11,1.825,0.93,1.201,6.39,68,13.94
6/8/2017,7:30,18.21,1.824,0.93,1.2,6.41,68.4,14.06
6/8/2017,7:45,18.37,1.821,0.93,1.2,6.42,68.7,13.93
