,,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System
,,South Point,South Point,South Point,South Point,South Point,South Point,South Point
,,1.80E+72,1.80E+72,1.80E+72,1.80E+72,1.80E+72,1.80E+72,EcoNet Battery
Date,Time,Temp,SpCond,Salinity,Depth,ODO Conc,ODO%,Battery
MM/dd/yyyy,HH:mm,C,mS/cm,ppt,ft,mg/L,%,V
Min,,17.78,1.687,0.85,0.989,4.66,58.4,12.31
Max,,33.08,2.055,1.04,1.325,10.37,145.2,14.3
Mean,,26.18,1.852,0.936,1.172,7.01,87.4,13.18
Median,,26.29,1.832,0.93,1.2,6.91,84.8,12.8
St.dev,,3.45,0.095,0.048,0.093,1.06,16,0.69
6/1/2017,0:00,23.93,1.688,0.85,1.322,7.36,87.7,12.47
6/1/2017,0:15,23.89,1.687,0.85,1.323,7.35,87.6,12.5
6/1/2017,0:30,23.87,1.696,0.86,1.321,7.22,85.9,12.5
6/1/2017,0:45,23.83,1.697,0.86,1.322,7.18,85.4,12.49
6/1/2017,1:00,23.77,1.697,0.86,1.32,7.22,85.8,12.44
6/1/2017,1:15,23.74,1.696,0.86,1.322,7.13,84.7,12.43
6/1/2017,1:30,23.67,1.694,0.86,1.322,7.05,83.6,12.43
6/1/2017,1:45,23.63,1.696,0.86,1.322,7.04,83.5,12.44
6/1/2017,2:00,23.58,1.687,0.85,1.321,6.96,82.4,12.38
6/1/2017,2:15,23.51,1.691,0.85,1.321,6.92,81.9,12.42
6/1/2017,2:30,23.47,1.69,0.85,1.319,6.96,82.2,12.41
6/1/2017,2:45,23.41,1.691,0.85,1.319,6.89,81.4,12.41
6/1/2017,3:00,23.33,1.691,0.85,1.32,6.94,81.8,12.4
6/1/2017,3:15,23.3,1.691,0.85,1.32,6.91,81.4,12.38
6/1/2017,3:30,23.22,1.691,0.85,1.319,6.9,81.2,12.38
6/1/2017,3:45,23.18,1.692,0.85,1.32,6.95,81.6,12.38
6/1/2017,4:00,23.11,1.692,0.85,1.32,6.88,80.8,12.38
6/1/2017,4:15,23.05,1.691,0.85,1.321,6.83,80.1,12.31
6/1/2017,4:30,22.97,1.691,0.85,1.317,6.79,79.5,12.31
6/1/2017,4:45,22.88,1.69,0.85,1.318,6.78,79.3,12.31
6/1/2017,5:00,22.78,1.688,0.85,1.319,6.83,79.6,12.35
6/1/2017,5:15,22.7,1.687,0.85,1.318,6.87,80,12.56
6/1/2017,5:30,22.66,1.688,0.85,1.319,6.72,78.2,12.88
6/1/2017,5:45,22.62,1.689,0.85,1.321,6.68,77.7,12.89
6/1/2017,6:00,22.6,1.689,0.85,1.322,6.69,77.7,13.18
6/1/2017,6:15,22.57,1.689,0.85,1.322,6.64,77.2,13.3
6/1/2017,6:30,22.58,1.689,0.85,1.322,6.59,76.6,13.49
6/1/2017,6:45,22.58,1.689,0.85,1.322,6.63,77.1,13.34
6/1/2017,7:00,22.63,1.69,0.85,1.321,6.55,76.2,13.42
6/1/2017,7:15,22.64,1.689,0.85,1.322,6.6,76.7,13.64
6/1/2017,7:30,22.64,1.69,0.85,1.319,6.64,77.2,14.02
6/1/2017,7:45,22.66,1.691,0.85,1.322,6.8,79.1,14.14
6/1/2017,8:00,22.69,1.691,0.85,1.322,6.78,78.9,14.11
6/1/2017,8:15,22.66,1.691,0.86,1.321,6.66,77.5,14.1
6/1/2017,8:30,22.64,1.691,0.86,1.321,6.66,77.5,14.09
6/1/2017,8:45,22.77,1.689,0.85,1.323,6.75,78.7,14.08
6/1/2017,9:00,22.93,1.69,0.85,1.322,6.82,79.7,14.08
6/1/2017,9:15,23.07,1.689,0.85,1.322,6.72,78.9,14.08
6/1/2017,9:30,23.2,1.688,0.85,1.322,6.69,78.6,14.06
6/1/2017,9:45,23.57,1.689,0.85,1.325,6.78,80.3,14.08
6/1/2017,10:00,23.99,1.688,0.85,1.323,6.96,83.1,14.08
6/1/2017,10:15,23.98,1.692,0.85,1.321,6.99,83.4,14.08
6/1/2017,10:30,23.84,1.693,0.85,1.321,7.16,85.2,14.09
6/1/2017,10:45,24.36,1.69,0.85,1.321,7.2,86.5,14.09
6/1/2017,11:00,24.23,1.695,0.86,1.321,7.39,88.6,14.09
6/1/2017,11:15,24.25,1.693,0.85,1.316,7.57,90.8,14.08
6/1/2017,11:30,24.44,1.689,0.85,1.318,7.7,92.7,14.06
6/1/2017,11:45,24.59,1.692,0.85,1.32,7.96,96.1,14.04
6/1/2017,12:00,24.66,1.693,0.85,1.323,8.01,96.8,14.03
6/1/2017,12:15,24.98,1.695,0.85,1.322,7.62,92.6,14.02
6/1/2017,12:30,25.43,1.694,0.85,1.322,7.24,88.7,14.03
6/1/2017,12:45,25.49,1.694,0.85,1.319,6.87,84.3,14.03
6/1/2017,13:00,25.64,1.698,0.86,1.317,6.9,84.9,14.02
6/1/2017,13:15,25.53,1.704,0.86,1.316,6.86,84.3,14.02
6/1/2017,13:30,25.71,1.699,0.86,1.317,6.91,85.1,13.99
6/1/2017,13:45,25.96,1.696,0.85,1.311,7.51,92.9,13.98
6/1/2017,14:00,26.47,1.699,0.85,1.31,8.65,108,13.92
6/1/2017,14:15,26.96,1.711,0.86,1.315,8.71,109.7,13.93
6/1/2017,14:30,27.42,1.708,0.86,1.308,8.42,106.9,13.92
6/1/2017,14:45,28.36,1.706,0.86,1.306,8.23,106.4,13.92
6/1/2017,15:00,28.3,1.708,0.86,1.304,8.48,109.5,13.91
6/1/2017,15:15,28.77,1.697,0.85,1.306,8.4,109.3,13.91
6/1/2017,15:30,28.44,1.711,0.86,1.309,8.63,111.6,13.91
6/1/2017,15:45,28.88,1.705,0.85,1.311,8.66,112.9,13.69
6/1/2017,16:00,28.83,1.706,0.86,1.311,8.65,112.6,13.21
6/1/2017,16:15,29.07,1.707,0.86,1.308,8.42,110.1,13.45
6/1/2017,16:30,29.22,1.706,0.85,1.309,8.55,112.1,13.25
6/1/2017,16:45,29.48,1.71,0.86,1.305,8.39,110.5,13.84
6/1/2017,17:00,29.29,1.709,0.86,1.307,8.62,113.2,13.15
6/1/2017,17:15,29.56,1.718,0.86,1.308,8.42,111,13.04
6/1/2017,17:30,29.37,1.719,0.86,1.309,8.53,112.2,13.03
6/1/2017,17:45,29.24,1.714,0.86,1.308,8.53,111.9,12.97
6/1/2017,18:00,29.07,1.715,0.86,1.309,8.64,113,12.96
6/1/2017,18:15,29.01,1.711,0.86,1.309,8.42,110.1,12.96
6/1/2017,18:30,28.73,1.712,0.86,1.309,8.13,105.7,12.84
6/1/2017,18:45,28.54,1.713,0.86,1.308,7.68,99.5,12.71
6/1/2017,19:00,28.46,1.716,0.86,1.308,7.62,98.7,12.66
6/1/2017,19:15,28.36,1.714,0.86,1.308,7.56,97.6,12.62
6/1/2017,19:30,28.37,1.714,0.86,1.307,7.66,98.9,12.61
6/1/2017,19:45,28.32,1.714,0.86,1.307,7.69,99.2,12.61
6/1/2017,20:00,28.2,1.712,0.86,1.307,7.63,98.3,12.61
6/1/2017,20:15,28.05,1.707,0.86,1.306,7.47,95.9,12.61
6/1/2017,20:30,27.93,1.705,0.86,1.306,7.47,95.8,12.6
6/1/2017,20:45,27.85,1.7,0.85,1.302,7.41,94.8,12.59
6/1/2017,21:00,27.77,1.7,0.85,1.304,7.26,92.8,12.55
6/1/2017,21:15,27.64,1.701,0.85,1.305,7.15,91.2,12.59
6/1/2017,21:30,27.55,1.702,0.85,1.306,7.12,90.7,12.59
6/1/2017,21:45,27.47,1.702,0.86,1.306,7.03,89.4,12.58
6/1/2017,22:00,27.37,1.703,0.86,1.304,6.9,87.6,12.58
6/1/2017,22:15,27.3,1.703,0.86,1.306,6.9,87.5,12.54
6/1/2017,22:30,27.23,1.702,0.86,1.305,6.76,85.6,12.58
6/1/2017,22:45,27.14,1.703,0.86,1.308,6.74,85.2,12.56
6/1/2017,23:00,27.04,1.702,0.86,1.305,6.78,85.6,12.54
6/1/2017,23:15,26.93,1.702,0.86,1.305,6.68,84.2,12.55
6/1/2017,23:30,26.86,1.698,0.85,1.305,6.69,84.1,12.55
6/1/2017,23:45,26.78,1.699,0.85,1.305,6.67,83.7,12.55
6/2/2017,0:00,26.67,1.702,0.86,1.304,6.56,82.2,12.52
6/2/2017,0:15,26.6,1.705,0.86,1.303,6.41,80.3,12.53
6/2/2017,0:30,26.56,1.707,0.86,1.303,6.36,79.5,12.54
6/2/2017,0:45,26.5,1.708,0.86,1.304,6.26,78.2,12.53
6/2/2017,1:00,26.36,1.712,0.86,1.303,6.22,77.6,12.53
6/2/2017,1:15,26.25,1.714,0.86,1.303,6.12,76.1,12.52
6/2/2017,1:30,26.13,1.715,0.86,1.302,6.08,75.5,12.52
6/2/2017,1:45,26.05,1.716,0.86,1.302,6.09,75.5,12.52
6/2/2017,2:00,26.01,1.717,0.86,1.302,5.94,73.6,12.52
6/2/2017,2:15,25.91,1.718,0.87,1.302,5.91,73,12.5
6/2/2017,2:30,25.85,1.718,0.87,1.302,5.8,71.6,12.5
6/2/2017,2:45,25.8,1.718,0.87,1.296,5.7,70.4,12.5
6/2/2017,3:00,25.73,1.719,0.87,1.296,5.65,69.6,12.5
6/2/2017,3:15,25.66,1.72,0.87,1.296,5.55,68.3,12.46
6/2/2017,3:30,25.58,1.721,0.87,1.296,5.47,67.2,12.49
6/2/2017,3:45,25.51,1.72,0.87,1.295,5.48,67.2,12.49
6/2/2017,4:00,25.43,1.72,0.87,1.295,5.43,66.5,12.48
6/2/2017,4:15,25.29,1.719,0.87,1.295,5.51,67.3,12.47
6/2/2017,4:30,25.22,1.72,0.87,1.295,5.39,65.8,12.46
6/2/2017,4:45,25.14,1.722,0.87,1.295,5.29,64.5,12.46
6/2/2017,5:00,25.06,1.723,0.87,1.294,5.34,65,12.54
6/2/2017,5:15,24.99,1.72,0.87,1.294,5.36,65.1,12.9
6/2/2017,5:30,24.92,1.721,0.87,1.294,5.3,64.3,13.19
6/2/2017,5:45,24.88,1.719,0.87,1.294,5.27,63.9,13.32
6/2/2017,6:00,24.81,1.721,0.87,1.294,5.3,64.3,13.54
6/2/2017,6:15,24.78,1.72,0.87,1.294,5.29,64,14
6/2/2017,6:30,24.76,1.721,0.87,1.293,5.31,64.3,14.15
6/2/2017,6:45,24.75,1.721,0.87,1.293,5.23,63.3,14.12
6/2/2017,7:00,24.75,1.722,0.87,1.293,5.31,64.3,14.11
6/2/2017,7:15,24.65,1.724,0.87,1.293,5.2,62.8,14.08
6/2/2017,7:30,24.58,1.72,0.87,1.293,5.05,60.9,14.06
6/2/2017,7:45,24.67,1.715,0.87,1.295,5.17,62.5,14.05
6/2/2017,8:00,24.82,1.716,0.87,1.295,5.21,63.1,14.05
6/2/2017,8:15,24.88,1.717,0.87,1.293,5.33,64.7,14.05
6/2/2017,8:30,24.99,1.718,0.87,1.293,5.32,64.7,14.05
6/2/2017,8:45,24.99,1.72,0.87,1.293,5.37,65.2,14.04
6/2/2017,9:00,24.99,1.721,0.87,1.292,5.31,64.5,14.03
6/2/2017,9:15,25.22,1.718,0.87,1.292,5.57,68,14.03
6/2/2017,9:30,25.15,1.722,0.87,1.29,5.57,68,14.03
6/2/2017,9:45,25.28,1.719,0.87,1.292,5.79,70.8,14.03
6/2/2017,10:00,25.49,1.718,0.87,1.292,5.89,72.3,14.04
6/2/2017,10:15,25.6,1.72,0.87,1.293,5.86,72,14.05
6/2/2017,10:30,25.7,1.72,0.87,1.291,6.05,74.5,14.04
6/2/2017,10:45,26.05,1.719,0.87,1.291,6.19,76.7,14.05
6/2/2017,11:00,26.26,1.72,0.87,1.296,6.42,79.9,14.05
6/2/2017,11:15,26.45,1.726,0.87,1.291,6.59,82.3,14.05
6/2/2017,11:30,27.5,1.701,0.85,1.29,6.64,84.4,14.03
6/2/2017,11:45,27.49,1.709,0.86,1.287,6.68,84.9,14.03
6/2/2017,12:00,27.08,1.72,0.87,1.29,6.76,85.4,14.02
6/2/2017,12:15,27.69,1.731,0.87,1.288,6.77,86.4,14
6/2/2017,12:30,28.12,1.723,0.87,1.292,6.76,86.9,13.98
6/2/2017,12:45,28.39,1.732,0.87,1.292,6.89,89,13.99
6/2/2017,13:00,28.81,1.726,0.87,1.299,7.01,91.3,13.98
6/2/2017,13:15,29.08,1.73,0.87,1.285,7.26,95,13.97
6/2/2017,13:30,29.11,1.728,0.87,1.283,7.45,97.6,13.96
6/2/2017,13:45,29.1,1.749,0.88,1.283,7.38,96.6,13.96
6/2/2017,14:00,29.29,1.727,0.87,1.273,7.31,96,13.96
6/2/2017,14:15,29.39,1.727,0.87,1.284,7.51,98.8,13.94
6/2/2017,14:30,29.5,1.734,0.87,1.28,7.54,99.4,13.94
6/2/2017,14:45,29.66,1.74,0.87,1.278,7.62,100.7,13.94
6/2/2017,15:00,29.76,1.75,0.88,1.288,7.82,103.6,13.93
6/2/2017,15:15,29.74,1.731,0.87,1.281,7.78,102.9,13.96
6/2/2017,15:30,29.82,1.733,0.87,1.279,7.83,103.7,13.96
6/2/2017,15:45,29.89,1.743,0.87,1.281,7.93,105.2,13.04
6/2/2017,16:00,29.98,1.733,0.87,1.282,8.03,106.7,13
6/2/2017,16:15,30.06,1.744,0.87,1.277,7.88,104.9,12.97
6/2/2017,16:30,30.24,1.756,0.88,1.27,7.84,104.6,12.85
6/2/2017,16:45,30.18,1.752,0.88,1.278,7.91,105.4,12.79
6/2/2017,17:00,29.96,1.752,0.88,1.275,7.66,101.7,12.78
6/2/2017,17:15,29.87,1.752,0.88,1.273,7.65,101.5,12.77
6/2/2017,17:30,29.7,1.75,0.88,1.274,7.51,99.3,12.72
6/2/2017,17:45,29.5,1.755,0.88,1.275,7.47,98.5,12.73
6/2/2017,18:00,29.3,1.752,0.88,1.273,7.39,97,12.71
6/2/2017,18:15,28.99,1.754,0.88,1.273,7.25,94.7,12.7
6/2/2017,18:30,28.86,1.754,0.88,1.273,7.18,93.6,12.66
6/2/2017,18:45,28.61,1.753,0.88,1.272,7.17,93,12.65
6/2/2017,19:00,28.53,1.756,0.88,1.272,6.99,90.6,12.62
6/2/2017,19:15,28.33,1.753,0.88,1.272,7.09,91.6,12.61
6/2/2017,19:30,28.15,1.759,0.88,1.271,6.93,89.2,12.59
6/2/2017,19:45,27.95,1.758,0.88,1.271,6.93,88.9,12.6
6/2/2017,20:00,27.89,1.76,0.89,1.27,6.78,86.9,12.59
6/2/2017,20:15,27.7,1.761,0.89,1.269,6.71,85.6,12.59
6/2/2017,20:30,27.47,1.762,0.89,1.268,6.66,84.7,12.59
6/2/2017,20:45,27.26,1.762,0.89,1.268,6.53,82.7,12.55
6/2/2017,21:00,27.08,1.757,0.88,1.268,6.46,81.6,12.58
6/2/2017,21:15,26.9,1.758,0.89,1.267,6.43,80.9,12.56
6/2/2017,21:30,26.6,1.759,0.89,1.266,6.38,79.9,12.56
6/2/2017,21:45,26.37,1.758,0.89,1.268,6.35,79.1,12.55
6/2/2017,22:00,26.24,1.757,0.89,1.268,6.26,77.9,12.55
6/2/2017,22:15,26.11,1.758,0.89,1.267,6.26,77.6,12.55
6/2/2017,22:30,25.92,1.757,0.89,1.267,6.13,75.8,12.55
6/2/2017,22:45,25.84,1.756,0.89,1.266,6.09,75.2,12.54
6/2/2017,23:00,25.78,1.759,0.89,1.267,5.97,73.7,12.54
6/2/2017,23:15,25.66,1.759,0.89,1.268,5.94,73.2,12.54
6/2/2017,23:30,25.62,1.759,0.89,1.267,5.81,71.5,12.54
6/2/2017,23:45,25.58,1.759,0.89,1.267,5.74,70.6,12.54
6/3/2017,0:00,25.4,1.759,0.89,1.267,5.71,70,12.53
6/3/2017,0:15,25.29,1.759,0.89,1.267,5.64,69,12.53
6/3/2017,0:30,25.12,1.76,0.89,1.266,5.55,67.6,12.52
6/3/2017,0:45,24.96,1.759,0.89,1.266,5.56,67.5,12.52
6/3/2017,1:00,24.81,1.76,0.89,1.268,5.56,67.4,12.52
6/3/2017,1:15,24.72,1.759,0.89,1.267,5.52,66.8,12.5
6/3/2017,1:30,24.67,1.759,0.89,1.267,5.46,66,12.5
6/3/2017,1:45,24.59,1.76,0.89,1.267,5.45,65.7,12.5
6/3/2017,2:00,24.45,1.761,0.89,1.267,5.36,64.6,12.49
6/3/2017,2:15,24.33,1.76,0.89,1.267,5.27,63.4,12.49
6/3/2017,2:30,24.21,1.761,0.89,1.267,5.26,63.1,12.49
6/3/2017,2:45,24.15,1.76,0.89,1.267,5.27,63.1,12.48
6/3/2017,3:00,24.04,1.761,0.89,1.266,5.18,61.9,12.47
6/3/2017,3:15,23.96,1.761,0.89,1.262,5.12,61.1,12.47
6/3/2017,3:30,23.84,1.76,0.89,1.261,5.2,61.9,12.46
6/3/2017,3:45,23.78,1.76,0.89,1.261,5.25,62.4,12.46
6/3/2017,4:00,23.74,1.759,0.89,1.263,5.26,62.5,12.46
6/3/2017,4:15,23.69,1.759,0.89,1.262,5.28,62.7,12.46
6/3/2017,4:30,23.59,1.757,0.89,1.262,5.53,65.5,12.43
6/3/2017,4:45,23.4,1.753,0.89,1.263,5.62,66.3,12.43
6/3/2017,5:00,23.27,1.752,0.89,1.262,5.69,67,12.52
6/3/2017,5:15,23.13,1.751,0.89,1.262,5.66,66.5,12.82
6/3/2017,5:30,23.05,1.75,0.89,1.262,5.62,65.9,13.15
6/3/2017,5:45,23.01,1.749,0.89,1.262,5.58,65.4,13.21
6/3/2017,6:00,22.95,1.744,0.88,1.262,5.65,66.2,13.61
6/3/2017,6:15,22.97,1.744,0.88,1.262,5.61,65.6,14.14
6/3/2017,6:30,22.97,1.762,0.89,1.261,5.55,65,14.18
6/3/2017,6:45,22.97,1.762,0.89,1.261,5.53,64.8,14.17
6/3/2017,7:00,23.01,1.762,0.89,1.261,5.62,65.9,14.15
6/3/2017,7:15,22.96,1.758,0.89,1.259,5.51,64.5,14.14
6/3/2017,7:30,22.97,1.75,0.89,1.259,5.49,64.3,14.12
6/3/2017,7:45,22.98,1.754,0.89,1.26,5.48,64.2,14.11
6/3/2017,8:00,23.04,1.754,0.89,1.26,5.5,64.5,14.1
6/3/2017,8:15,23.12,1.754,0.89,1.259,5.67,66.6,14.09
6/3/2017,8:30,23.14,1.754,0.89,1.262,5.72,67.2,14.09
6/3/2017,8:45,23.31,1.755,0.89,1.26,5.76,67.8,14.08
6/3/2017,9:00,23.43,1.744,0.88,1.258,5.96,70.4,14.06
6/3/2017,9:15,23.64,1.764,0.89,1.257,6.18,73.3,14.06
6/3/2017,9:30,23.89,1.764,0.89,1.255,6.11,72.8,14.05
6/3/2017,9:45,24.2,1.749,0.88,1.262,6.29,75.4,14.05
6/3/2017,10:00,24.35,1.749,0.88,1.253,6.28,75.5,14.04
6/3/2017,10:15,24.47,1.751,0.88,1.259,6.38,76.9,14.03
6/3/2017,10:30,24.76,1.759,0.89,1.259,6.42,77.8,14.03
6/3/2017,10:45,25.02,1.759,0.89,1.256,6.58,80,14.03
6/3/2017,11:00,25.33,1.759,0.89,1.256,6.64,81.2,14.02
6/3/2017,11:15,25.72,1.763,0.89,1.25,6.67,82.2,13.99
6/3/2017,11:30,26.16,1.766,0.89,1.251,6.8,84.4,13.98
6/3/2017,11:45,26.3,1.768,0.89,1.256,6.83,85,13.98
6/3/2017,12:00,26.64,1.78,0.9,1.268,7.19,90.1,13.98
6/3/2017,12:15,26.7,1.783,0.9,1.267,7.21,90.5,14
6/3/2017,12:30,26.79,1.783,0.9,1.264,7.24,90.9,14.02
6/3/2017,12:45,26.91,1.774,0.89,1.263,7.24,91.2,14.02
6/3/2017,13:00,27.08,1.774,0.89,1.264,7.43,93.9,14.03
6/3/2017,13:15,27.24,1.773,0.89,1.26,7.45,94.3,14.02
6/3/2017,13:30,27.4,1.78,0.9,1.267,7.55,95.9,14.02
6/3/2017,13:45,27.54,1.783,0.9,1.26,7.63,97.2,14.03
6/3/2017,14:00,27.72,1.783,0.9,1.263,7.74,98.8,14.03
6/3/2017,14:15,27.93,1.78,0.9,1.262,7.78,99.7,14.03
6/3/2017,14:30,28.2,1.775,0.89,1.261,7.84,101,14.02
6/3/2017,14:45,28.35,1.778,0.89,1.258,7.94,102.5,14.03
6/3/2017,15:00,28.52,1.775,0.89,1.259,8.06,104.4,14.03
6/3/2017,15:15,28.68,1.789,0.9,1.258,8.04,104.4,14.03
6/3/2017,15:30,28.84,1.79,0.9,1.255,8.1,105.5,14.03
6/3/2017,15:45,28.99,1.784,0.9,1.257,8.03,104.8,13.09
6/3/2017,16:00,29.08,1.787,0.9,1.251,8,104.7,13.06
6/3/2017,16:15,29.18,1.786,0.9,1.252,8.07,105.7,13.01
6/3/2017,16:30,29.19,1.81,0.91,1.252,8.07,105.8,12.98
6/3/2017,16:45,29.27,1.799,0.9,1.254,8.01,105.1,12.97
6/3/2017,17:00,29.28,1.799,0.9,1.251,7.81,102.5,12.9
6/3/2017,17:15,29.28,1.8,0.9,1.25,7.59,99.7,12.84
6/3/2017,17:30,29.25,1.796,0.9,1.248,7.48,98.1,12.82
6/3/2017,17:45,29.21,1.796,0.9,1.248,7.29,95.6,12.72
6/3/2017,18:00,29.17,1.799,0.9,1.249,7.14,93.6,12.62
6/3/2017,18:15,29.08,1.803,0.91,1.248,7.11,93,12.62
6/3/2017,18:30,29,1.811,0.91,1.249,7.14,93.3,12.61
6/3/2017,18:45,28.86,1.822,0.92,1.249,7.06,92,12.65
6/3/2017,19:00,28.72,1.807,0.91,1.248,6.96,90.5,12.64
6/3/2017,19:15,28.37,1.808,0.91,1.248,7.01,90.6,12.61
6/3/2017,19:30,28.24,1.805,0.91,1.247,6.93,89.3,12.59
6/3/2017,19:45,28.13,1.807,0.91,1.247,7.01,90.2,12.6
6/3/2017,20:00,28.03,1.807,0.91,1.247,6.99,89.8,12.59
6/3/2017,20:15,27.89,1.806,0.91,1.247,6.93,88.9,12.58
6/3/2017,20:30,27.75,1.805,0.91,1.246,6.83,87.3,12.58
6/3/2017,20:45,27.64,1.804,0.91,1.246,6.89,87.9,12.58
6/3/2017,21:00,27.57,1.804,0.91,1.247,6.85,87.3,12.56
6/3/2017,21:15,27.49,1.803,0.91,1.246,6.82,86.8,12.55
6/3/2017,21:30,27.4,1.8,0.91,1.244,6.83,86.8,12.55
6/3/2017,21:45,27.34,1.796,0.9,1.246,7.02,89.1,12.55
6/3/2017,22:00,27.1,1.797,0.91,1.245,7.05,89.1,12.55
6/3/2017,22:15,26.88,1.797,0.91,1.244,6.87,86.5,12.55
6/3/2017,22:30,26.74,1.797,0.91,1.243,6.79,85.2,12.54
6/3/2017,22:45,26.6,1.796,0.91,1.244,6.74,84.4,12.54
6/3/2017,23:00,26.49,1.794,0.91,1.243,6.75,84.3,12.54
6/3/2017,23:15,26.36,1.794,0.91,1.244,6.74,84,12.54
6/3/2017,23:30,26.25,1.794,0.91,1.243,6.78,84.3,12.53
6/3/2017,23:45,26.09,1.793,0.9,1.243,6.83,84.7,12.53
6/4/2017,0:00,25.98,1.791,0.9,1.243,6.85,84.8,12.52
6/4/2017,0:15,25.87,1.791,0.9,1.243,6.85,84.7,12.52
6/4/2017,0:30,25.75,1.79,0.9,1.242,6.83,84.2,12.5
6/4/2017,0:45,25.69,1.791,0.9,1.243,6.87,84.6,12.5
6/4/2017,1:00,25.6,1.791,0.9,1.243,6.74,82.9,12.5
6/4/2017,1:15,25.47,1.791,0.9,1.243,6.71,82.3,12.5
6/4/2017,1:30,25.38,1.79,0.9,1.242,6.62,81.1,12.49
6/4/2017,1:45,25.23,1.789,0.9,1.242,6.62,80.8,12.49
6/4/2017,2:00,25.12,1.789,0.9,1.242,6.58,80.2,12.49
6/4/2017,2:15,25,1.785,0.9,1.241,6.6,80.3,12.47
6/4/2017,2:30,24.89,1.784,0.9,1.242,6.49,78.7,12.47
6/4/2017,2:45,24.78,1.786,0.9,1.242,6.49,78.6,12.47
6/4/2017,3:00,24.71,1.784,0.9,1.241,6.49,78.5,12.46
6/4/2017,3:15,24.61,1.783,0.9,1.242,6.44,77.8,12.46
6/4/2017,3:30,24.57,1.784,0.9,1.241,6.34,76.5,12.44
6/4/2017,3:45,24.4,1.784,0.9,1.241,6.26,75.3,12.43
6/4/2017,4:00,24.28,1.783,0.9,1.24,6.31,75.7,12.43
6/4/2017,4:15,24.14,1.784,0.9,1.24,6.18,74,12.43
6/4/2017,4:30,24.08,1.783,0.9,1.241,6.16,73.6,12.42
6/4/2017,4:45,24,1.782,0.9,1.241,6.04,72.1,12.42
6/4/2017,5:00,23.87,1.779,0.9,1.241,5.98,71.2,12.55
6/4/2017,5:15,23.81,1.777,0.9,1.24,5.91,70.3,12.67
6/4/2017,5:30,23.72,1.779,0.9,1.24,6.03,71.7,13.03
6/4/2017,5:45,23.63,1.776,0.9,1.239,5.99,71,13.43
6/4/2017,6:00,23.59,1.775,0.9,1.24,5.88,69.7,13.44
6/4/2017,6:15,23.51,1.775,0.9,1.239,5.87,69.4,13.67
6/4/2017,6:30,23.43,1.773,0.9,1.239,5.9,69.7,13.49
6/4/2017,6:45,23.41,1.774,0.9,1.24,5.92,69.9,14.11
6/4/2017,7:00,23.44,1.778,0.9,1.24,6.01,71,14.15
6/4/2017,7:15,23.46,1.779,0.9,1.239,6.05,71.5,14.14
6/4/2017,7:30,23.48,1.781,0.9,1.24,6.07,71.8,14.14
6/4/2017,7:45,23.52,1.783,0.9,1.238,6.1,72.2,14.11
6/4/2017,8:00,23.58,1.783,0.9,1.239,6.14,72.8,14.11
6/4/2017,8:15,23.65,1.784,0.9,1.237,6.24,74,14.09
6/4/2017,8:30,23.72,1.787,0.9,1.239,6.24,74.1,14.08
6/4/2017,8:45,23.82,1.784,0.9,1.239,6.21,73.9,14.06
6/4/2017,9:00,23.94,1.788,0.91,1.237,6.26,74.7,14.06
6/4/2017,9:15,24.14,1.785,0.9,1.235,6.27,75.1,14.05
6/4/2017,9:30,24.23,1.785,0.9,1.24,6.32,75.8,14.06
6/4/2017,9:45,24.42,1.781,0.9,1.24,6.27,75.5,14.06
6/4/2017,10:00,24.56,1.781,0.9,1.242,6.39,77.1,14.05
6/4/2017,10:15,24.72,1.781,0.9,1.241,6.4,77.4,14.05
6/4/2017,10:30,24.91,1.779,0.9,1.241,6.51,79,14.06
6/4/2017,10:45,25.14,1.776,0.9,1.241,6.5,79.2,14.06
6/4/2017,11:00,25.36,1.778,0.9,1.238,6.53,79.9,14.06
6/4/2017,11:15,25.61,1.778,0.9,1.235,6.6,81.2,14.05
6/4/2017,11:30,25.82,1.781,0.9,1.236,6.67,82.3,14.06
6/4/2017,11:45,26.05,1.784,0.9,1.235,6.84,84.8,14.05
6/4/2017,12:00,26.23,1.786,0.9,1.239,6.87,85.4,14.05
6/4/2017,12:15,26.47,1.788,0.9,1.237,7.08,88.5,14.04
6/4/2017,12:30,26.64,1.795,0.9,1.237,7.1,89,14.04
6/4/2017,12:45,26.86,1.796,0.91,1.232,7.18,90.3,14.03
6/4/2017,13:00,27.03,1.796,0.91,1.234,7.16,90.3,14.03
6/4/2017,13:15,27.25,1.798,0.91,1.236,7.25,91.9,14.03
6/4/2017,13:30,27.42,1.8,0.91,1.236,7.34,93.2,14.02
6/4/2017,13:45,27.58,1.798,0.91,1.235,7.38,94,14.02
6/4/2017,14:00,27.76,1.8,0.91,1.234,7.47,95.4,13.99
6/4/2017,14:15,27.89,1.796,0.9,1.233,7.49,96,14.02
6/4/2017,14:30,28.03,1.783,0.9,1.234,7.45,95.7,14
6/4/2017,14:45,28.16,1.766,0.89,1.233,7.43,95.7,13.99
6/4/2017,15:00,28.3,1.769,0.89,1.234,7.49,96.6,13.99
6/4/2017,15:15,28.43,1.762,0.89,1.234,7.51,97.1,13.99
