,,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System,Marsh Monitoring System
,,Mid Point,Mid Point,Mid Point,Mid Point,Mid Point,Mid Point,Mid Point
,,00018FF7,00018FF7,00018FF7,00018FF7,00018FF7,00018FF7,EcoNet Battery
Date,Time,Temp,SpCond,Salinity,Depth,ODO Conc,ODO%,Battery
MM/dd/yyyy,HH:mm,C,mS/cm,ppt,ft,mg/L,%,V
5/18/2017,3:00,24.98,1.777,0.9,1.69,6.85,83.2,12.28
5/18/2017,3:15,24.89,1.777,0.9,1.69,6.75,81.9,12.28
5/18/2017,3:30,24.82,1.777,0.9,1.688,6.57,79.7,12.28
5/18/2017,3:45,24.72,1.777,0.9,1.689,6.54,79.1,12.28
5/18/2017,4:00,24.59,1.777,0.9,1.688,6.35,76.6,12.26
5/18/2017,4:15,24.42,1.777,0.9,1.689,6.46,77.7,12.26
5/18/2017,4:30,24.33,1.777,0.9,1.689,6.19,74.3,12.26
5/18/2017,4:45,24.22,1.776,0.9,1.689,6.25,75,12.25
5/18/2017,5:00,24.08,1.776,0.9,1.687,6.11,73.1,12.25
5/18/2017,5:15,23.94,1.777,0.9,1.69,5.98,71.3,12.28
5/18/2017,5:30,23.81,1.777,0.9,1.688,5.99,71.2,12.3
5/18/2017,5:45,23.71,1.778,0.9,1.688,5.91,70.2,12.85
5/18/2017,6:00,23.68,1.779,0.9,1.685,5.95,70.6,12.9
5/18/2017,6:15,23.67,1.779,0.9,1.684,5.68,67.3,12.97
5/18/2017,6:30,23.66,1.78,0.9,1.685,5.96,70.7,12.82
5/18/2017,6:45,23.63,1.779,0.9,1.683,5.88,69.7,12.95
5/18/2017,7:00,23.61,1.778,0.9,1.685,5.9,69.9,13.25
5/18/2017,7:15,23.56,1.778,0.9,1.686,5.92,70.1,13.43
5/18/2017,7:30,23.57,1.778,0.9,1.685,6.11,72.3,13.91
5/18/2017,7:45,23.66,1.778,0.9,1.685,6.15,73,13.9
5/18/2017,8:00,23.68,1.78,0.9,1.681,6.13,72.7,13.87
5/18/2017,8:15,23.74,1.78,0.9,1.68,5.99,71.2,13.87
5/18/2017,8:30,23.86,1.779,0.9,1.68,6.17,73.5,13.85
5/18/2017,8:45,23.95,1.778,0.9,1.682,6.2,73.9,13.84
5/18/2017,9:00,24.09,1.78,0.9,1.684,6.37,76.2,13.85
5/18/2017,9:15,24.21,1.78,0.9,1.685,6.32,75.7,13.82
5/18/2017,9:30,24.31,1.78,0.9,1.681,6.24,74.9,13.82
5/18/2017,9:45,24.56,1.781,0.9,1.679,6.75,81.5,13.82
5/18/2017,10:00,24.76,1.783,0.9,1.678,6.87,83.1,13.82
5/18/2017,10:15,24.96,1.784,0.9,1.684,6.88,83.6,13.82
5/18/2017,10:30,25.18,1.784,0.9,1.68,7.17,87.5,13.81
5/18/2017,10:45,25.52,1.782,0.9,1.67,7.19,88.3,13.81
5/18/2017,11:00,25.71,1.782,0.9,1.676,7.35,90.6,13.82
5/18/2017,11:15,25.88,1.782,0.9,1.675,7.6,94,13.81
5/18/2017,11:30,26.12,1.783,0.9,1.676,7.58,94.1,13.81
5/18/2017,11:45,26.37,1.783,0.9,1.679,7.43,92.6,13.8
5/18/2017,12:00,26.54,1.784,0.9,1.677,7.61,95.2,13.8
5/18/2017,12:15,26.74,1.785,0.9,1.679,7.74,97.2,13.79
5/18/2017,12:30,26.91,1.786,0.9,1.679,7.7,97,13.79
5/18/2017,12:45,27.09,1.786,0.9,1.678,7.72,97.5,13.76
5/18/2017,13:00,27.39,1.787,0.9,1.679,8.01,101.7,13.76
5/18/2017,13:15,27.71,1.788,0.9,1.632,8.01,102.3,13.75
5/18/2017,13:30,28.07,1.854,0.93,1.444,8.65,111.2,13.74
5/18/2017,13:45,28.29,1.855,0.93,1.435,8.67,111.9,13.74
5/18/2017,14:00,28.35,1.857,0.94,1.463,8.71,112.5,13.72
5/18/2017,14:15,28.66,1.857,0.94,1.463,8.78,114.1,13.72
5/18/2017,14:30,28.81,1.86,0.94,1.462,8.81,114.7,13.72
5/18/2017,14:45,28.96,1.861,0.94,1.463,8.88,115.9,13.72
5/18/2017,15:00,29.14,1.862,0.94,1.469,8.9,116.5,13.7
5/18/2017,15:15,29.18,1.864,0.94,1.464,8.97,117.5,13.7
5/18/2017,15:30,29.38,1.867,0.94,1.464,8.83,116.1,13.7
5/18/2017,15:45,29.51,1.868,0.94,1.465,8.57,113,13.64
5/18/2017,16:00,29.59,1.871,0.94,1.467,8.51,112.3,13.44
5/18/2017,16:15,29.65,1.873,0.94,1.469,8.46,111.9,13.31
5/18/2017,16:30,29.67,1.874,0.94,1.469,8.37,110.7,13.22
5/18/2017,16:45,29.72,1.873,0.94,1.469,8.42,111.5,13.18
5/18/2017,17:00,29.75,1.871,0.94,1.467,8.48,112.3,13.15
5/18/2017,17:15,29.77,1.868,0.94,1.467,8.62,114.2,13.13
5/18/2017,17:30,29.76,1.866,0.94,1.469,8.77,116.1,13.08
5/18/2017,17:45,29.69,1.866,0.94,1.47,8.56,113.2,13.04
5/18/2017,18:00,29.68,1.865,0.94,1.469,8.74,115.5,12.98
5/18/2017,18:15,29.64,1.866,0.94,1.469,8.65,114.3,12.9
5/18/2017,18:30,29.65,1.866,0.94,1.469,8.84,116.8,12.74
5/18/2017,18:45,29.52,1.867,0.94,1.467,8.59,113.3,12.54
5/18/2017,19:00,29.44,1.868,0.94,1.467,8.54,112.4,12.4
5/18/2017,19:15,29.39,1.868,0.94,1.466,8.25,108.6,12.36
5/18/2017,19:30,29.39,1.868,0.94,1.466,8.22,108.1,12.38
5/18/2017,19:45,29.41,1.862,0.94,1.464,8.38,110.3,12.38
5/18/2017,20:00,29.31,1.86,0.94,1.465,8.38,110.1,12.38
5/18/2017,20:15,29.23,1.86,0.94,1.463,8.29,108.8,12.38
5/18/2017,20:30,29.15,1.86,0.94,1.461,8.19,107.3,12.38
5/18/2017,20:45,29,1.859,0.94,1.461,8.06,105.3,12.38
5/18/2017,21:00,28.86,1.86,0.94,1.459,7.92,103.3,12.38
5/18/2017,21:15,28.7,1.86,0.94,1.458,7.68,99.9,12.38
5/18/2017,21:30,28.58,1.861,0.94,1.458,7.64,99.1,12.38
5/18/2017,21:45,28.47,1.861,0.94,1.454,7.6,98.4,12.37
5/18/2017,22:00,28.33,1.862,0.94,1.455,7.58,97.9,12.37
5/18/2017,22:15,28.19,1.866,0.94,1.453,7.6,97.9,12.37
5/18/2017,22:30,28.21,1.866,0.94,1.453,7.62,98.2,12.37
5/18/2017,22:45,28.17,1.866,0.94,1.451,7.56,97.3,12.36
5/18/2017,23:00,28.15,1.866,0.94,1.453,7.5,96.6,12.36
5/18/2017,23:15,28.1,1.866,0.94,1.449,7.41,95.3,12.36
5/18/2017,23:30,28.02,1.866,0.94,1.449,7.39,95,12.36
5/18/2017,23:45,27.91,1.868,0.94,1.45,7.33,94,12.36
5/19/2017,0:00,27.85,1.867,0.94,1.448,7.28,93.3,12.36
5/19/2017,0:15,27.71,1.866,0.94,1.446,7.23,92.4,12.36
5/19/2017,0:30,27.57,1.866,0.94,1.445,7.22,92,12.35
5/19/2017,0:45,27.4,1.87,0.94,1.443,7.16,90.9,12.35
5/19/2017,1:00,27.28,1.874,0.95,1.441,6.94,87.9,12.35
5/19/2017,1:15,27.18,1.877,0.95,1.44,6.78,85.9,12.35
5/19/2017,1:30,27.12,1.876,0.95,1.437,6.68,84.4,12.35
5/19/2017,1:45,27.02,1.875,0.95,1.437,6.5,82,12.35
5/19/2017,2:00,26.94,1.876,0.95,1.435,6.47,81.5,12.34
5/19/2017,2:15,26.88,1.874,0.95,1.434,6.45,81.2,12.34
5/19/2017,2:30,26.81,1.872,0.95,1.436,6.45,81.1,12.34
5/19/2017,2:45,26.71,1.87,0.95,1.433,6.52,81.8,12.34
5/19/2017,3:00,26.55,1.869,0.94,1.431,6.28,78.5,12.34
5/19/2017,3:15,26.43,1.867,0.94,1.43,6.13,76.5,12.34
5/19/2017,3:30,26.38,1.867,0.94,1.432,6.2,77.4,12.34
5/19/2017,3:45,26.31,1.867,0.94,1.429,6.16,76.8,12.32
5/19/2017,4:00,26.19,1.867,0.94,1.428,6.02,74.9,12.32
5/19/2017,4:15,26.13,1.867,0.94,1.427,6.04,75,12.32
5/19/2017,4:30,26.01,1.866,0.94,1.424,5.97,74,12.31
5/19/2017,4:45,25.91,1.864,0.94,1.426,5.88,72.7,12.31
5/19/2017,5:00,25.82,1.863,0.94,1.42,5.8,71.6,12.32
5/19/2017,5:15,25.75,1.863,0.94,1.419,5.76,71,12.41
5/19/2017,5:30,25.67,1.863,0.94,1.418,5.69,70.1,12.64
5/19/2017,5:45,25.59,1.863,0.94,1.417,5.68,69.9,12.95
5/19/2017,6:00,25.56,1.862,0.94,1.416,5.66,69.6,13.14
5/19/2017,6:15,25.57,1.862,0.94,1.417,5.56,68.3,13.7
5/19/2017,6:30,25.55,1.86,0.94,1.415,5.53,68,13.91
5/19/2017,6:45,25.51,1.86,0.94,1.415,5.61,68.9,13.9
5/19/2017,7:00,25.51,1.875,0.95,1.415,5.61,68.9,13.9
5/19/2017,7:15,25.54,1.861,0.94,1.412,5.69,70,13.87
5/19/2017,7:30,25.58,1.862,0.94,1.408,5.75,70.7,13.87
5/19/2017,7:45,25.66,1.863,0.94,1.41,5.9,72.6,13.86
5/19/2017,8:00,25.75,1.864,0.94,1.41,6.05,74.6,13.86
5/19/2017,8:15,25.84,1.874,0.95,1.412,6.12,75.6,13.84
5/19/2017,8:30,25.95,1.864,0.94,1.41,6.23,77.1,13.84
5/19/2017,8:45,26.06,1.864,0.94,1.414,6.33,78.5,13.82
5/19/2017,9:00,26.21,1.863,0.94,1.409,6.4,79.5,13.81
5/19/2017,9:15,26.3,1.865,0.94,1.415,6.54,81.4,13.8
5/19/2017,9:30,26.45,1.864,0.94,1.414,6.57,82.1,13.79
5/19/2017,9:45,26.78,1.863,0.94,1.419,6.64,83.4,13.79
5/19/2017,10:00,26.67,1.866,0.94,1.424,6.64,83.2,13.78
5/19/2017,10:15,26.7,1.863,0.94,1.421,6.79,85.2,13.76
5/19/2017,10:30,26.84,1.864,0.94,1.421,6.84,86,13.76
5/19/2017,10:45,26.81,1.862,0.94,1.424,7.05,88.6,13.78
5/19/2017,11:00,26.93,1.863,0.94,1.422,7.11,89.6,13.76
5/19/2017,11:15,27.17,1.867,0.94,1.422,7.32,92.7,13.76
5/19/2017,11:30,27.36,1.87,0.94,1.423,7.4,93.9,13.76
5/19/2017,11:45,27.63,1.873,0.95,1.428,7.58,96.7,13.76
5/19/2017,12:00,27.82,1.878,0.95,1.433,7.61,97.4,13.76
5/19/2017,12:15,27.97,1.876,0.95,1.429,7.78,99.8,13.75
5/19/2017,12:30,28.2,1.885,0.95,1.432,7.77,100.1,13.75
5/19/2017,12:45,28.37,1.871,0.94,1.44,7.84,101.4,13.74
5/19/2017,13:00,28.44,1.872,0.94,1.442,7.67,99.2,13.75
5/19/2017,13:15,28.79,1.875,0.94,1.447,7.47,97.3,13.75
5/19/2017,13:30,29.33,1.879,0.95,1.444,7.64,100.4,13.78
5/19/2017,13:45,29.49,1.876,0.94,1.443,7.55,99.5,13.43
5/19/2017,14:00,29.72,1.879,0.95,1.452,7.6,100.6,13.49
5/19/2017,14:15,30,1.878,0.94,1.452,7.66,101.8,13.42
5/19/2017,14:30,30.15,1.89,0.95,1.457,7.81,104.1,13.24
5/19/2017,14:45,30.42,1.877,0.94,1.456,7.55,101.1,13.39
5/19/2017,15:00,30.53,1.891,0.95,1.454,7.56,101.4,13.75
5/19/2017,15:15,30.89,1.881,0.94,1.456,7.52,101.5,13.74
5/19/2017,15:30,30.98,1.883,0.95,1.459,7.99,108.1,13.72
5/19/2017,15:45,31.43,1.879,0.94,1.457,8.43,114.9,13.69
5/19/2017,16:00,31.19,1.883,0.94,1.46,8.37,113.6,13.45
5/19/2017,16:15,31.05,1.884,0.95,1.473,6.94,93.9,13.38
5/19/2017,16:30,31.77,1.884,0.94,1.469,7.77,106.5,13.32
5/19/2017,16:45,31.82,1.901,0.95,1.466,8.06,110.6,13.28
5/19/2017,17:00,31.85,1.908,0.96,1.471,7.92,108.7,13.26
5/19/2017,17:15,31.8,1.904,0.95,1.468,8.02,110,13.14
5/19/2017,17:30,31.66,1.886,0.95,1.466,8.13,111.2,13.04
5/19/2017,17:45,31.47,1.883,0.94,1.464,8.2,111.8,12.98
5/19/2017,18:00,31.34,1.881,0.94,1.462,8.27,112.5,12.89
5/19/2017,18:15,31.11,1.881,0.94,1.453,8.35,113.2,12.62
5/19/2017,18:30,31,1.882,0.94,1.453,8.19,110.8,12.41
5/19/2017,18:45,30.95,1.882,0.94,1.455,7.71,104.2,12.35
5/19/2017,19:00,30.72,1.887,0.95,1.455,7.54,101.5,12.36
5/19/2017,19:15,30.51,1.888,0.95,1.454,7.41,99.3,12.37
5/19/2017,19:30,30.37,1.888,0.95,1.459,7.28,97.4,12.37
5/19/2017,19:45,30.18,1.885,0.95,1.461,7.24,96.6,12.36
5/19/2017,20:00,30.02,1.883,0.95,1.455,7.15,95.1,12.36
5/19/2017,20:15,29.96,1.877,0.94,1.454,6.95,92.3,12.36
5/19/2017,20:30,29.84,1.878,0.94,1.453,6.91,91.6,12.36
5/19/2017,20:45,29.62,1.876,0.94,1.451,6.84,90.4,12.36
5/19/2017,21:00,29.45,1.876,0.94,1.45,6.81,89.7,12.35
5/19/2017,21:15,29.37,1.877,0.94,1.448,6.81,89.6,12.35
5/19/2017,21:30,29.27,1.878,0.95,1.447,6.8,89.2,12.35
5/19/2017,21:45,29.17,1.878,0.95,1.446,6.82,89.4,12.34
5/19/2017,22:00,29.1,1.877,0.95,1.444,6.81,89.2,12.34
5/19/2017,22:15,29.01,1.877,0.95,1.442,6.73,88,12.34
5/19/2017,22:30,28.86,1.877,0.95,1.44,6.72,87.6,12.34
5/19/2017,22:45,28.76,1.876,0.95,1.44,6.74,87.7,12.34
5/19/2017,23:00,28.66,1.877,0.95,1.44,6.59,85.6,12.32
5/19/2017,23:15,28.6,1.877,0.95,1.439,6.53,84.7,12.24
5/19/2017,23:30,28.51,1.879,0.95,1.438,6.46,83.7,12.32
5/19/2017,23:45,28.39,1.878,0.95,1.438,6.44,83.3,12.31
5/20/2017,0:00,28.3,1.879,0.95,1.436,6.41,82.7,12.28
5/20/2017,0:15,28.22,1.879,0.95,1.436,6.4,82.5,12.3
5/20/2017,0:30,28.14,1.879,0.95,1.431,6.32,81.4,12.31
5/20/2017,0:45,28.06,1.879,0.95,1.433,6.31,81.1,12.3
5/20/2017,1:00,27.96,1.878,0.95,1.433,6.22,79.8,12.3
5/20/2017,1:15,27.86,1.878,0.95,1.432,6.26,80.1,12.3
5/20/2017,1:30,27.78,1.878,0.95,1.431,6.18,79.1,12.3
5/20/2017,1:45,27.71,1.878,0.95,1.43,6.15,78.6,12.29
5/20/2017,2:00,27.64,1.877,0.95,1.429,6.09,77.8,12.29
5/20/2017,2:15,27.57,1.877,0.95,1.428,6.07,77.4,12.29
5/20/2017,2:30,27.51,1.878,0.95,1.428,6,76.4,12.28
5/20/2017,2:45,27.46,1.878,0.95,1.426,5.95,75.6,12.26
5/20/2017,3:00,27.41,1.877,0.95,1.427,6,76.2,12.28
5/20/2017,3:15,27.41,1.876,0.95,1.424,5.89,74.9,12.2
5/20/2017,3:30,27.36,1.875,0.95,1.424,5.85,74.2,12.23
5/20/2017,3:45,27.29,1.876,0.95,1.424,5.77,73.2,12.28
5/20/2017,4:00,27.25,1.875,0.95,1.425,5.74,72.8,12.28
5/20/2017,4:15,27.14,1.875,0.95,1.423,5.79,73.3,12.28
5/20/2017,4:30,27.02,1.874,0.95,1.422,5.77,72.8,12.28
5/20/2017,4:45,26.89,1.874,0.95,1.421,5.8,73,12.26
5/20/2017,5:00,26.82,1.873,0.95,1.42,5.78,72.6,12.26
5/20/2017,5:15,26.77,1.874,0.95,1.419,5.68,71.4,12.3
5/20/2017,5:30,26.7,1.874,0.95,1.42,5.65,70.9,12.35
5/20/2017,5:45,26.62,1.871,0.95,1.421,5.64,70.6,12.43
5/20/2017,6:00,26.56,1.869,0.94,1.42,5.63,70.4,12.48
5/20/2017,6:15,26.53,1.868,0.94,1.418,5.46,68.3,12.79
5/20/2017,6:30,26.46,1.868,0.94,1.42,5.48,68.5,13.25
5/20/2017,6:45,26.35,1.866,0.94,1.42,5.6,69.8,14
5/20/2017,7:00,26.28,1.865,0.94,1.42,5.6,69.7,14
5/20/2017,7:15,26.11,1.863,0.94,1.419,5.63,69.9,13.24
5/20/2017,7:30,26.02,1.862,0.94,1.413,5.64,70,14.02
5/20/2017,7:45,26.01,1.863,0.94,1.417,5.7,70.6,13.99
5/20/2017,8:00,25.96,1.861,0.94,1.417,5.81,71.9,13.99
5/20/2017,8:15,25.92,1.855,0.94,1.418,5.89,72.9,14
5/20/2017,8:30,25.9,1.86,0.94,1.41,6.16,76.1,13.99
5/20/2017,8:45,25.93,1.858,0.94,1.413,6.11,75.6,13.99
5/20/2017,9:00,25.98,1.859,0.94,1.411,6.08,75.3,13.98
5/20/2017,9:15,25.99,1.854,0.94,1.411,6.15,76.2,13.99
5/20/2017,9:30,25.98,1.852,0.94,1.409,6.2,76.8,13.98
5/20/2017,9:45,26.06,1.85,0.94,1.412,6.34,78.7,13.99
5/20/2017,10:00,26.06,1.847,0.93,1.411,6.44,79.9,13.99
5/20/2017,10:15,26.13,1.847,0.93,1.408,6.52,81,13.99
5/20/2017,10:30,26.23,1.846,0.93,1.408,6.55,81.6,13.99
5/20/2017,10:45,26.39,1.844,0.93,1.409,6.72,83.8,13.99
5/20/2017,11:00,26.63,1.843,0.93,1.41,6.97,87.4,13.99
5/20/2017,11:15,26.83,1.84,0.93,1.412,7.12,89.5,13.99
5/20/2017,11:30,26.96,1.833,0.92,1.415,7.22,91,13.99
5/20/2017,11:45,27.18,1.834,0.93,1.415,7.37,93.2,13.99
5/20/2017,12:00,27.44,1.832,0.92,1.414,7.48,95.1,14
5/20/2017,12:15,27.64,1.824,0.92,1.418,7.69,98.1,14.02
5/20/2017,12:30,27.73,1.828,0.92,1.421,7.79,99.6,14
5/20/2017,12:45,27.78,1.822,0.92,1.419,7.97,102,14
5/20/2017,13:00,27.8,1.837,0.93,1.419,7.97,102,13.99
5/20/2017,13:15,27.83,1.844,0.93,1.42,7.93,101.5,14
5/20/2017,13:30,27.93,1.841,0.93,1.421,7.97,102.2,13.99
5/20/2017,13:45,28.02,1.844,0.93,1.42,7.94,102,13.99
5/20/2017,14:00,28.2,1.852,0.93,1.422,8.03,103.4,13.98
5/20/2017,14:15,28.45,1.857,0.94,1.422,8.15,105.5,13.98
5/20/2017,14:30,28.5,1.859,0.94,1.423,7.97,103.2,13.99
5/20/2017,14:45,28.65,1.861,0.94,1.425,8.15,105.9,13.98
5/20/2017,15:00,28.84,1.864,0.94,1.426,8.4,109.5,13.99
5/20/2017,15:15,28.9,1.865,0.94,1.426,8.38,109.4,13.99
5/20/2017,15:30,28.94,1.867,0.94,1.428,8.6,112.3,13.99
5/20/2017,15:45,29.01,1.867,0.94,1.427,8.57,112,13.99
5/20/2017,16:00,28.99,1.866,0.94,1.428,8.67,113.3,13.99
5/20/2017,16:15,28.96,1.864,0.94,1.428,8.64,112.9,13.55
5/20/2017,16:30,28.9,1.864,0.94,1.427,8.7,113.5,13.51
5/20/2017,16:45,28.83,1.865,0.94,1.426,8.79,114.5,13.49
5/20/2017,17:00,28.77,1.865,0.94,1.426,8.73,113.7,13.48
5/20/2017,17:15,28.68,1.865,0.94,1.425,8.68,112.9,13.45
5/20/2017,17:30,28.61,1.865,0.94,1.422,8.61,111.8,13.43
5/20/2017,17:45,28.43,1.866,0.94,1.422,8.52,110.2,13.38
5/20/2017,18:00,28.16,1.867,0.94,1.419,8.46,108.9,13.33
5/20/2017,18:15,27.96,1.868,0.94,1.415,8.37,107.5,13.25
5/20/2017,18:30,27.76,1.868,0.94,1.415,8.35,106.8,13.14
5/20/2017,18:45,27.51,1.868,0.94,1.415,8.31,105.8,12.95
5/20/2017,19:00,27.36,1.867,0.94,1.41,8.2,104.1,12.67
5/20/2017,19:15,27.17,1.867,0.94,1.41,8.19,103.7,12.43
5/20/2017,19:30,26.96,1.866,0.94,1.407,8.1,102.1,12.35
5/20/2017,19:45,26.83,1.866,0.94,1.403,8,100.6,12.34
5/20/2017,20:00,26.57,1.866,0.94,1.401,7.95,99.5,12.35
5/20/2017,20:15,26.28,1.866,0.94,1.4,7.91,98.5,12.35
5/20/2017,20:30,25.97,1.867,0.94,1.396,7.84,97.1,12.36
5/20/2017,20:45,25.63,1.869,0.95,1.393,7.85,96.5,12.36
5/20/2017,21:00,25.38,1.869,0.95,1.389,7.87,96.3,12.35
5/20/2017,21:15,25.13,1.87,0.95,1.387,7.72,94.1,12.35
5/20/2017,21:30,24.85,1.869,0.95,1.383,7.63,92.6,12.35
5/20/2017,21:45,24.64,1.869,0.95,1.381,7.56,91.4,12.35
5/20/2017,22:00,24.51,1.869,0.95,1.378,7.54,90.8,12.35
5/20/2017,22:15,24.34,1.869,0.95,1.374,7.45,89.6,12.34
5/20/2017,22:30,24.14,1.868,0.95,1.373,7.38,88.4,12.34
5/20/2017,22:45,23.93,1.868,0.95,1.373,7.44,88.7,12.34
5/20/2017,23:00,23.72,1.866,0.95,1.37,7.38,87.7,12.34
5/20/2017,23:15,23.44,1.867,0.95,1.368,7.29,86.1,12.34
5/20/2017,23:30,23.18,1.869,0.95,1.367,7.32,86,12.34
5/20/2017,23:45,22.93,1.87,0.95,1.364,7.27,85.1,12.32
5/21/2017,0:00,22.68,1.87,0.95,1.36,7.2,83.9,12.32
5/21/2017,0:15,22.51,1.87,0.95,1.357,7.16,83.1,12.31
5/21/2017,0:30,22.37,1.87,0.95,1.354,7.1,82.2,12.31
5/21/2017,0:45,22.18,1.87,0.95,1.353,7.07,81.6,12.31
5/21/2017,1:00,22.02,1.87,0.95,1.351,7.02,80.8,12.31
5/21/2017,1:15,21.85,1.871,0.95,1.348,7,80.2,12.31
5/21/2017,1:30,21.77,1.871,0.95,1.347,6.96,79.7,12.3
5/21/2017,1:45,21.64,1.871,0.95,1.347,6.92,79,12.3
5/21/2017,2:00,21.5,1.871,0.95,1.347,6.85,78,12.3
5/21/2017,2:15,21.34,1.87,0.95,1.344,6.87,78,12.3
5/21/2017,2:30,21.2,1.87,0.95,1.343,6.82,77.2,12.3
5/21/2017,2:45,21.14,1.871,0.95,1.341,6.81,77,12.29
5/21/2017,3:00,21.1,1.871,0.95,1.339,6.71,75.9,12.3
5/21/2017,3:15,21.05,1.87,0.95,1.338,6.67,75.3,12.29
5/21/2017,3:30,20.91,1.87,0.95,1.339,6.72,75.6,12.29
5/21/2017,3:45,20.77,1.868,0.95,1.337,6.71,75.3,12.28
5/21/2017,4:00,20.66,1.868,0.95,1.337,6.65,74.5,12.28
5/21/2017,4:15,20.55,1.868,0.95,1.336,6.7,74.9,12.28
5/21/2017,4:30,20.37,1.867,0.95,1.335,6.68,74.4,12.26
5/21/2017,4:45,20.23,1.866,0.95,1.334,6.73,74.8,12.26
5/21/2017,5:00,20.08,1.866,0.95,1.332,6.76,74.8,12.28
5/21/2017,5:15,19.93,1.865,0.95,1.331,6.71,74.1,12.41
5/21/2017,5:30,19.8,1.865,0.95,1.331,6.73,74.1,12.71
5/21/2017,5:45,19.79,1.864,0.95,1.328,6.77,74.6,12.96
5/21/2017,6:00,19.81,1.864,0.95,1.326,6.72,74.1,13.55
5/21/2017,6:15,19.8,1.865,0.95,1.324,6.76,74.5,14.22
5/21/2017,6:30,19.71,1.866,0.95,1.325,6.75,74.2,14.21
5/21/2017,6:45,19.66,1.866,0.95,1.323,6.77,74.4,14.18
5/21/2017,7:00,19.54,1.867,0.95,1.324,6.71,73.6,14.17
5/21/2017,7:15,19.49,1.867,0.95,1.323,6.74,73.7,14.15
5/21/2017,7:30,19.6,1.866,0.95,1.322,6.91,75.8,14.15
5/21/2017,7:45,19.67,1.867,0.95,1.321,6.85,75.2,14.15
5/21/2017,8:00,19.72,1.868,0.95,1.321,6.83,75.1,14.16
5/21/2017,8:15,19.8,1.868,0.95,1.322,6.86,75.6,14.16
5/21/2017,8:30,19.86,1.869,0.95,1.323,6.91,76.2,14.16
5/21/2017,8:45,19.89,1.868,0.95,1.323,6.98,77,14.15
5/21/2017,9:00,19.97,1.868,0.95,1.325,7.03,77.6,14.15
5/21/2017,9:15,20.03,1.869,0.95,1.325,7.05,78,14.15
5/21/2017,9:30,20.1,1.869,0.95,1.325,7.17,79.4,14.15
5/21/2017,9:45,20.22,1.869,0.95,1.326,7.15,79.5,14.11
5/21/2017,10:00,20.38,1.86,0.95,1.328,7.18,80.1,14.1
5/21/2017,10:15,20.58,1.853,0.94,1.329,7.21,80.7,14.1
5/21/2017,10:30,20.72,1.858,0.95,1.33,7.23,81.1,14.09
5/21/2017,10:45,20.82,1.856,0.94,1.33,7.49,84.2,14.08
5/21/2017,11:00,20.92,1.857,0.95,1.332,7.47,84.1,14.08
5/21/2017,11:15,20.99,1.858,0.95,1.331,7.58,85.5,14.08
5/21/2017,11:30,21.02,1.858,0.95,1.332,7.66,86.4,14.08
5/21/2017,11:45,21.08,1.859,0.95,1.332,7.66,86.5,14.08
5/21/2017,12:00,21.14,1.859,0.95,1.335,7.56,85.5,14.08
5/21/2017,12:15,21.21,1.859,0.95,1.334,7.55,85.6,14.06
5/21/2017,12:30,21.36,1.859,0.95,1.334,7.7,87.4,14.05
5/21/2017,12:45,21.49,1.869,0.95,1.336,7.88,89.7,14.03
5/21/2017,13:00,21.59,1.864,0.95,1.338,8.12,92.6,14.03
5/21/2017,13:15,21.72,1.861,0.95,1.338,8.27,94.6,14.02
5/21/2017,13:30,21.88,1.866,0.95,1.338,8.34,95.6,14.02
5/21/2017,13:45,22.02,1.862,0.95,1.341,8.33,95.9,14.02
5/21/2017,14:00,22.08,1.859,0.95,1.343,8.46,97.4,14.02
5/21/2017,14:15,22.22,1.859,0.94,1.341,8.58,99,14.02
5/21/2017,14:30,22.44,1.859,0.94,1.343,8.6,99.8,14.02
5/21/2017,14:45,22.61,1.858,0.94,1.343,8.62,100.3,14.02
5/21/2017,15:00,22.76,1.864,0.95,1.344,8.65,100.9,14.02
5/21/2017,15:15,22.81,1.857,0.94,1.345,8.69,101.5,14.02
5/21/2017,15:30,22.81,1.863,0.95,1.348,8.69,101.5,14.03
5/21/2017,15:45,22.82,1.863,0.95,1.347,8.69,101.5,14.03
5/21/2017,16:00,22.86,1.863,0.95,1.348,8.8,102.8,14.03
5/21/2017,16:15,22.81,1.858,0.94,1.346,8.72,101.8,14.03
5/21/2017,16:30,22.82,1.853,0.94,1.35,8.87,103.6,14.04
5/21/2017,16:45,22.89,1.84,0.93,1.35,8.9,104,14.04
5/21/2017,17:00,22.86,1.839,0.93,1.349,8.95,104.6,14.05
5/21/2017,17:15,22.85,1.838,0.93,1.349,8.93,104.3,14.05
5/21/2017,17:30,22.81,1.837,0.93,1.348,8.91,104.1,13.79
5/21/2017,17:45,22.78,1.835,0.93,1.349,8.88,103.6,13.52
5/21/2017,18:00,22.75,1.844,0.94,1.349,8.8,102.6,13.45
5/21/2017,18:15,22.64,1.844,0.94,1.345,8.78,102.2,13.28
5/21/2017,18:30,22.48,1.846,0.94,1.346,8.75,101.6,13.12
5/21/2017,18:45,22.43,1.846,0.94,1.345,8.67,100.5,12.94
5/21/2017,19:00,22.03,1.852,0.94,1.344,8.55,98.4,12.7
5/21/2017,19:15,21.92,1.854,0.94,1.341,8.42,96.6,12.43
5/21/2017,19:30,21.86,1.856,0.94,1.338,8.43,96.7,12.35
