Date,Time,Depth,ODO_Conc,ODO_PC,Salinity,SpCond,Temp
1/1/2012,0:00,1.362,11.5,98.4,1.3,2.514,8.2
1/1/2012,0:15,1.361,11.52,98.3,1.3,2.513,8.12
1/1/2012,0:30,1.364,11.52,98.3,1.3,2.511,8.06
1/1/2012,0:45,1.365,11.46,97.7,1.3,2.511,8.04
1/1/2012,1:00,1.363,11.44,97.4,1.3,2.511,8
1/1/2012,1:15,1.363,11.3,96.1,1.3,2.512,7.95
1/1/2012,1:30,1.362,11.32,96.2,1.3,2.512,7.92
1/1/2012,1:45,1.363,11.13,94.5,1.3,2.513,7.89
1/1/2012,2:00,1.363,11.16,94.6,1.3,2.514,7.85
1/1/2012,2:15,1.363,11.32,95.9,1.3,2.514,7.82
1/1/2012,2:30,1.362,11.3,95.7,1.3,2.515,7.78
1/1/2012,2:45,1.363,11.22,95,1.3,2.515,7.78
1/1/2012,3:00,1.362,11.2,94.9,1.3,2.515,7.78
1/1/2012,3:15,1.362,11.18,94.6,1.3,2.516,7.78
1/1/2012,3:30,1.361,11.1,94,1.3,2.516,7.79
1/1/2012,3:45,1.363,11.02,93.3,1.3,2.517,7.76
1/1/2012,4:00,1.362,10.95,92.7,1.3,2.517,7.77
1/1/2012,4:15,1.361,10.97,92.8,1.3,2.518,7.73
1/1/2012,4:30,1.361,10.91,92.3,1.3,2.518,7.71
1/1/2012,4:45,1.361,10.89,92.1,1.3,2.518,7.71
1/1/2012,5:00,1.361,10.88,91.9,1.3,2.519,7.69
1/1/2012,5:15,1.361,10.87,91.8,1.3,2.519,7.65
1/1/2012,5:30,1.361,10.86,91.6,1.3,2.519,7.64
1/1/2012,5:45,1.361,10.78,90.9,1.3,2.52,7.6
1/1/2012,6:00,1.361,10.77,90.7,1.3,2.521,7.58
1/1/2012,6:15,1.361,10.69,90.1,1.3,2.521,7.59
1/1/2012,6:30,1.362,10.56,89,1.3,2.521,7.59
1/1/2012,6:45,1.361,10.53,88.8,1.3,2.521,7.62
1/1/2012,7:00,1.36,10.57,89.1,1.3,2.522,7.62
1/1/2012,7:15,1.362,10.48,88.4,1.3,2.521,7.6
1/1/2012,7:30,1.36,10.58,89.2,1.3,2.518,7.58
1/1/2012,7:45,1.36,10.6,89.3,1.3,2.519,7.54
1/1/2012,8:00,1.36,10.63,89.5,1.3,2.519,7.51
1/1/2012,8:15,1.361,10.61,89.2,1.3,2.519,7.5
1/1/2012,8:30,1.362,10.54,88.6,1.3,2.52,7.47
1/1/2012,8:45,1.364,10.64,89.4,1.3,2.52,7.45
1/1/2012,9:00,1.363,10.8,90.8,1.3,2.52,7.48
1/1/2012,9:15,1.363,10.89,91.6,1.3,2.521,7.52
1/1/2012,9:30,1.365,11.09,93.3,1.3,2.522,7.5
1/1/2012,9:45,1.37,11.29,94.9,1.3,2.52,7.47
1/1/2012,10:00,1.37,11.41,95.9,1.3,2.52,7.49
1/1/2012,10:15,1.368,11.48,96.7,1.3,2.519,7.57
1/1/2012,10:30,1.37,11.54,97.4,1.3,2.514,7.64
1/1/2012,10:45,1.367,11.55,97.6,1.3,2.507,7.69
1/1/2012,11:00,1.372,11.32,95.7,1.29,2.493,7.7
1/1/2012,11:15,1.372,11.51,97.8,1.29,2.495,7.9
1/1/2012,11:30,1.37,11.58,98.7,1.29,2.498,8.04
1/1/2012,11:45,1.375,11.71,100.1,1.29,2.491,8.14
1/1/2012,12:00,1.374,11.66,99.9,1.29,2.488,8.26
1/1/2012,12:15,1.372,11.57,99.8,1.27,2.463,8.58
1/1/2012,12:30,1.375,11.57,100.3,1.28,2.47,8.73
1/1/2012,12:45,1.379,11.66,101.6,1.27,2.462,8.96
1/1/2012,13:00,1.384,11.74,102.3,1.27,2.455,8.99
1/1/2012,13:15,1.376,11.76,102.7,1.27,2.449,9.06
1/1/2012,13:30,1.371,11.47,100.6,1.27,2.461,9.23
1/1/2012,13:45,1.376,11.4,100,1.28,2.472,9.25
1/1/2012,14:00,1.375,11.43,100.6,1.28,2.472,9.39
1/1/2012,14:15,1.386,11.42,100.6,1.28,2.472,9.44
1/1/2012,14:30,1.381,11.49,101.5,1.28,2.465,9.52
1/1/2012,14:45,1.384,11.61,102.5,1.27,2.451,9.54
1/1/2012,15:00,1.379,11.61,102.5,1.27,2.453,9.52
1/1/2012,15:15,1.374,11.56,102.1,1.27,2.453,9.51
1/1/2012,15:30,1.382,11.51,101.7,1.27,2.46,9.56
1/1/2012,15:45,1.383,11.47,101.5,1.28,2.479,9.61
1/1/2012,16:00,1.381,11.57,102.3,1.29,2.492,9.59
1/1/2012,16:15,1.378,11.58,102.2,1.29,2.497,9.52
1/1/2012,16:30,1.376,11.48,101.4,1.29,2.495,9.52
1/1/2012,16:45,1.38,11.39,100.6,1.29,2.483,9.5
1/1/2012,17:00,1.362,11.42,100.7,1.29,2.493,9.48
1/1/2012,17:15,1.36,11.35,100.1,1.29,2.495,9.46
1/1/2012,17:30,1.361,11.24,99.1,1.29,2.496,9.46
1/1/2012,17:45,1.36,11.14,98.2,1.29,2.497,9.46
1/1/2012,18:00,1.36,11.11,98,1.29,2.496,9.46
1/1/2012,18:15,1.361,10.89,96.1,1.29,2.497,9.47
1/1/2012,18:30,1.361,10.95,96.6,1.29,2.498,9.47
1/1/2012,18:45,1.363,10.91,96.2,1.29,2.499,9.47
1/1/2012,19:00,1.361,10.97,96.7,1.29,2.496,9.45
1/1/2012,19:15,1.36,10.98,96.9,1.29,2.495,9.53
1/1/2012,19:30,1.361,10.94,96.5,1.29,2.498,9.47
1/1/2012,19:45,1.359,11.03,97,1.29,2.497,9.32
1/1/2012,20:00,1.359,10.86,95.4,1.29,2.495,9.28
1/1/2012,20:15,1.361,10.94,96.2,1.29,2.493,9.34
1/1/2012,20:30,1.359,10.96,96.5,1.29,2.49,9.38
1/1/2012,20:45,1.36,10.91,96,1.29,2.489,9.37
1/1/2012,21:00,1.361,10.87,95.6,1.29,2.488,9.38
1/1/2012,21:15,1.359,10.9,95.8,1.29,2.488,9.36
1/1/2012,21:30,1.359,10.89,95.8,1.29,2.487,9.35
1/1/2012,21:45,1.357,10.85,95.4,1.29,2.486,9.33
1/1/2012,22:00,1.358,10.75,94.5,1.29,2.486,9.32
1/1/2012,22:15,1.358,10.66,93.6,1.29,2.486,9.28
1/1/2012,22:30,1.358,10.72,94.1,1.29,2.486,9.27
1/1/2012,22:45,1.355,10.72,94.1,1.29,2.486,9.25
1/1/2012,23:00,1.356,10.73,94.1,1.29,2.486,9.24
1/1/2012,23:15,1.355,10.68,93.7,1.29,2.486,9.22
1/1/2012,23:30,1.359,10.77,94.3,1.29,2.486,9.18
1/1/2012,23:45,1.352,10.76,94.1,1.29,2.485,9.12
1/2/2012,0:00,1.35,10.71,93.7,1.29,2.483,9.09
1/2/2012,0:15,1.357,10.68,93.3,1.29,2.482,9.04
1/2/2012,0:30,1.358,10.64,92.9,1.28,2.482,9.03
1/2/2012,0:45,1.353,10.59,92.3,1.28,2.482,8.97
1/2/2012,1:00,1.352,10.47,90.9,1.28,2.481,8.82
1/2/2012,1:15,1.355,10.54,91.2,1.28,2.474,8.67
1/2/2012,1:30,1.353,10.56,91.2,1.28,2.468,8.61
1/2/2012,1:45,1.354,10.49,90.5,1.27,2.459,8.54
1/2/2012,2:00,1.352,10.47,90.2,1.27,2.455,8.48
1/2/2012,2:15,1.354,10.38,89.3,1.27,2.459,8.46
1/2/2012,2:30,1.356,10.37,89.2,1.27,2.463,8.42
1/2/2012,2:45,1.356,10.37,89,1.28,2.466,8.36
1/2/2012,3:00,1.355,10.31,88.4,1.28,2.467,8.32
