Date,Time,Depth,ODO_Conc,ODO_PC,Salinity,SpCond,Temp
4/7/2010,11:15,0.762,8.34,94.5,10.77,18.15,18.3
4/7/2010,11:30,0.748,8.63,98.4,10.8,18.18,18.61
4/7/2010,11:45,0.724,8.76,100.9,10.8,18.2,19.1
4/7/2010,12:00,0.704,8.51,99.1,10.8,18.2,19.66
4/7/2010,12:15,0.671,8.38,98.4,10.81,18.21,20.12
4/7/2010,12:30,0.649,8.14,96.6,10.77,18.17,20.64
4/7/2010,12:45,0.622,8.44,101.1,10.76,18.16,21.13
4/7/2010,13:00,0.604,8.65,104.9,10.74,18.13,21.83
4/7/2010,13:15,0.583,8.77,107.8,10.7,18.08,22.54
4/7/2010,13:30,0.551,8.94,112,10.71,18.11,23.53
4/7/2010,13:45,0.526,9.09,114.6,10.73,18.14,23.86
4/7/2010,14:00,0.508,8.75,111.6,10.63,18,24.58
4/7/2010,14:15,0.488,9.1,116.9,10.65,18.04,24.95
4/7/2010,14:30,0.466,9.43,122.2,10.64,18.03,25.46
4/7/2010,14:45,0.45,8.75,113.2,10.63,18.01,25.34
4/7/2010,15:00,0.429,8.58,111.7,10.6,17.97,25.74
4/7/2010,15:15,0.408,9.11,120.4,10.53,17.88,26.6
4/7/2010,15:30,0.403,9.68,129.7,10.46,17.79,27.35
4/7/2010,15:45,0.379,9.14,122,10.4,17.68,27.21
4/7/2010,16:00,0.362,9.62,128.8,10.3,17.53,27.44
4/7/2010,16:15,0.35,9.46,126.8,10.27,17.49,27.45
4/7/2010,16:30,0.339,9.58,128.3,10.33,17.59,27.39
4/7/2010,16:45,0.325,9.41,125.4,10.25,17.45,27.15
4/7/2010,17:00,0.314,9.09,121.1,10.19,17.36,27.15
4/7/2010,17:15,0.303,9.04,120.1,10.12,17.25,27.01
4/7/2010,17:30,0.283,8.54,112.8,10.06,17.14,26.73
4/7/2010,17:45,0.277,8.61,113.5,10.02,17.09,26.6
4/7/2010,18:00,0.265,8.11,106.3,10.01,17.05,26.29
4/7/2010,18:15,0.256,8.29,108.3,9.99,17.03,26.14
4/7/2010,18:30,0.25,8.9,115.3,9.85,16.79,25.72
4/7/2010,18:45,0.246,8.45,108.9,9.76,16.66,25.41
4/7/2010,19:00,0.241,8.46,108.5,9.7,16.55,25.2
4/7/2010,19:15,0.237,7.61,97.2,9.77,16.67,24.89
4/7/2010,19:30,0.234,7.05,88.9,9.78,16.66,24.2
4/7/2010,19:45,0.231,6.05,76.3,9.76,16.63,24.23
4/7/2010,20:00,0.236,6.91,86.6,9.77,16.65,23.91
4/7/2010,20:15,0.247,7.25,91,9.88,16.81,23.96
4/7/2010,20:30,0.259,6.95,87.1,10.05,17.08,23.8
4/7/2010,20:45,0.276,6.95,86.7,10.08,17.12,23.55
4/7/2010,21:00,0.291,6.57,81.9,10.1,17.15,23.47
4/7/2010,21:15,0.311,6.96,86.6,10.13,17.2,23.36
4/7/2010,21:30,0.333,6.78,83.9,10.18,17.28,23
4/7/2010,21:45,0.357,6.33,77.9,10.2,17.31,22.73
4/7/2010,22:00,0.381,6.39,78.4,10.22,17.33,22.58
4/7/2010,22:15,0.409,6.39,78.2,10.18,17.26,22.43
4/7/2010,22:30,0.43,5.96,72.6,10.14,17.2,22.27
4/7/2010,22:45,0.453,6.2,75.5,10.16,17.23,22.24
4/7/2010,23:00,0.471,5.95,72.4,10.17,17.24,22.15
4/7/2010,23:15,0.489,5.51,66.8,10.16,17.23,21.91
4/7/2010,23:30,0.494,5.82,69.7,10.17,17.23,21.28
4/7/2010,23:45,0.493,6.59,77.9,10.19,17.27,20.62
4/8/2010,0:00,0.487,6.63,77.8,10.22,17.3,20.23
4/8/2010,0:15,0.474,6.87,79.9,10.21,17.29,19.77
4/8/2010,0:30,0.461,7.25,83.7,10.21,17.27,19.42
4/8/2010,0:45,0.449,7.47,85.6,10.2,17.26,19.01
4/8/2010,1:00,0.431,7.08,81,10.19,17.25,18.91
4/8/2010,1:15,0.413,7.31,83.5,10.19,17.24,18.83
4/8/2010,1:30,0.399,7.21,82,10.14,17.16,18.66
4/8/2010,1:45,0.393,7.46,84.3,10.15,17.17,18.37
4/8/2010,2:00,0.37,7.35,83.2,10.12,17.13,18.4
4/8/2010,2:15,0.354,7.06,79.7,10.15,17.18,18.3
4/8/2010,2:30,0.344,7.19,81.3,10.16,17.2,18.35
4/8/2010,2:45,0.328,7,78.9,10.17,17.21,18.26
