"Plot Title: 10922142"
"#","Date Time, GMT-04:00","High Range, μS/cm (LGR S/N: 10922142, SEN S/N: 10922142)","Temp, °C (LGR S/N: 10922142, SEN S/N: 10922142)","Specific Conductance, μS/cm (LGR S/N: 10922142)","Salinity, ppt (LGR S/N: 10922142)"
1,05/19/17 10:19:36 AM,0.0,26.26,0.0,0.0123
2,05/19/17 10:24:36 AM,2150.2,28.04,2024.3,1.0300
3,05/19/17 10:29:36 AM,2149.5,28.30,2013.5,1.0242
4,05/19/17 10:34:36 AM,2154.8,28.45,2012.6,1.0237
5,05/19/17 10:39:36 AM,2161.8,28.62,2012.5,1.0237
6,05/19/17 10:44:36 AM,2168.7,28.81,2011.6,1.0232
7,05/19/17 10:49:36 AM,2181.0,29.02,2014.9,1.0249
8,05/19/17 10:54:36 AM,2186.3,29.13,2015.5,1.0253
9,05/19/17 10:59:36 AM,2192.5,29.35,2012.8,1.0238
10,05/19/17 11:04:36 AM,2203.2,29.56,2014.5,1.0247
11,05/19/17 11:09:36 AM,2206.3,29.61,2015.4,1.0252
12,05/19/17 11:14:36 AM,2213.9,29.79,2015.5,1.0253
13,05/19/17 11:19:36 AM,2223.1,30.00,2015.8,1.0255
14,05/19/17 11:24:36 AM,2233.1,30.17,2018.4,1.0268
15,05/19/17 11:29:36 AM,2243.8,30.33,2022.0,1.0288
16,05/19/17 11:34:36 AM,2259.0,30.58,2026.2,1.0310
17,05/19/17 11:39:36 AM,2268.9,30.76,2028.2,1.0321
18,05/19/17 11:44:36 AM,2272.7,30.86,2027.8,1.0319
19,05/19/17 11:49:36 AM,2277.3,30.94,2028.9,1.0324
20,05/19/17 11:54:36 AM,2283.4,31.08,2029.1,1.0325
21,05/19/17 11:59:36 AM,2293.3,31.26,2031.1,1.0336
22,05/19/17 12:04:36 PM,2299.3,31.33,2033.7,1.0350
23,05/19/17 12:09:36 PM,2310.7,31.50,2037.4,1.0370
24,05/19/17 12:14:36 PM,2319.1,31.68,2038.0,1.0373
25,05/19/17 12:19:36 PM,2327.4,31.82,2040.0,1.0384
26,05/19/17 12:24:36 PM,2346.3,31.91,2053.2,1.0454
27,05/19/17 12:29:36 PM,2353.1,32.09,2052.4,1.0450
28,05/19/17 12:34:36 PM,2357.6,32.18,2052.9,1.0453
29,05/19/17 12:39:36 PM,2359.1,32.20,2053.5,1.0456
