"Plot Title: 10922142"
"#","Date Time, GMT-04:00","High Range, μS/cm (LGR S/N: 10922142, SEN S/N: 10922142)","Temp, °C (LGR S/N: 10922142, SEN S/N: 10922142)","Specific Conductance, μS/cm (LGR S/N: 10922142)","Salinity, ppt (LGR S/N: 10922142)"
1,02/03/17 12:09:36 PM,2665.2,3.49,4482.1,2.3857
2,02/03/17 12:14:36 PM,2665.9,3.50,4482.0,2.3856
3,02/03/17 12:19:36 PM,2669.6,3.53,4484.4,2.3869
4,02/03/17 12:24:36 PM,2673.9,3.60,4482.5,2.3859
5,02/03/17 12:29:36 PM,2676.8,3.63,4483.5,2.3864
6,02/03/17 12:34:36 PM,2678.2,3.64,4484.5,2.3870
7,02/03/17 12:39:36 PM,2687.6,3.74,4487.3,2.3886
8,02/03/17 12:44:36 PM,2690.5,3.79,4485.7,2.3877
9,02/03/17 12:49:36 PM,2693.4,3.86,4481.5,2.3853
10,02/03/17 12:54:36 PM,2694.8,3.92,4476.1,2.3823
11,02/03/17 12:59:36 PM,2694.8,3.93,4474.8,2.3816
12,02/03/17 01:04:36 PM,2692.6,3.95,4468.6,2.3780
13,02/03/17 01:09:36 PM,2690.5,3.96,4463.9,2.3754
14,02/03/17 01:14:36 PM,2691.9,4.00,4461.1,2.3738
15,02/03/17 01:19:36 PM,2694.1,4.04,4459.6,2.3729
16,02/03/17 01:24:36 PM,2694.8,4.06,4458.2,2.3722
17,02/03/17 01:29:36 PM,2699.1,4.11,4459.0,2.3726
18,02/03/17 01:34:36 PM,2707.0,4.21,4459.2,2.3727
19,02/03/17 01:39:36 PM,2714.2,4.29,4460.9,2.3737
20,02/03/17 01:44:36 PM,2717.8,4.35,4459.2,2.3727
21,02/03/17 01:49:36 PM,2721.4,4.39,4460.0,2.3732
22,02/03/17 01:54:36 PM,2723.5,4.40,4462.2,2.3744
23,02/03/17 01:59:36 PM,2725.7,4.43,4462.0,2.3743
24,02/03/17 02:04:36 PM,2723.5,4.40,4462.2,2.3744
25,02/03/17 02:09:36 PM,2721.4,4.39,4460.0,2.3732
26,02/03/17 02:14:36 PM,2719.2,4.35,4461.5,2.3740
27,02/03/17 02:19:36 PM,2722.8,4.39,4462.3,2.3745
28,02/03/17 02:24:36 PM,2729.2,4.46,4463.9,2.3754
29,02/03/17 02:29:36 PM,2734.9,4.51,4466.9,2.3771
30,02/03/17 02:34:36 PM,2739.2,4.56,4467.6,2.3774
31,02/03/17 02:39:36 PM,2746.4,4.63,4470.4,2.3791
32,02/03/17 02:44:36 PM,2752.1,4.68,4473.4,2.3807
33,02/03/17 02:49:36 PM,2760.6,4.74,4479.5,2.3842
34,02/03/17 02:54:36 PM,2764.2,4.75,4484.1,2.3868
35,02/03/17 02:59:36 PM,2769.9,4.79,4488.3,2.3892
36,02/03/17 03:04:36 PM,2772.7,4.81,4490.3,2.3903
37,02/03/17 03:09:36 PM,2769.1,4.74,4493.3,2.3920
38,02/03/17 03:14:36 PM,2771.3,4.74,4496.9,2.3940
39,02/03/17 03:19:36 PM,2772.7,4.75,4497.9,2.3946
40,02/03/17 03:24:36 PM,2771.3,4.72,4499.4,2.3955
41,02/03/17 03:29:36 PM,2769.1,4.71,4497.1,2.3942
42,02/03/17 03:34:36 PM,2770.6,4.69,4502.1,2.3970
43,02/03/17 03:39:36 PM,2771.3,4.71,4500.7,2.3962
44,02/03/17 03:44:36 PM,2773.4,4.71,4504.1,2.3981
45,02/03/17 03:49:36 PM,2774.1,4.72,4504.0,2.3980
46,02/03/17 03:54:36 PM,2771.3,4.74,4496.9,2.3940
47,02/03/17 03:59:36 PM,2777.7,4.75,4506.0,2.3992
48,02/03/17 04:04:36 PM,2777.7,4.75,4506.0,2.3992
49,02/03/17 04:09:36 PM,2780.5,4.76,4509.2,2.4010
50,02/03/17 04:14:36 PM,2777.7,4.78,4502.2,2.3970
51,02/03/17 04:19:36 PM,2783.3,4.81,4507.4,2.4000
52,02/03/17 04:24:36 PM,2784.8,4.82,4508.6,2.4006
53,02/03/17 04:29:36 PM,2786.9,4.82,4512.0,2.4026
54,02/03/17 04:34:36 PM,2784.8,4.81,4509.8,2.4014
55,02/03/17 04:39:36 PM,2786.2,4.79,4514.6,2.4041
56,02/03/17 04:44:36 PM,2788.3,4.81,4515.5,2.4046
57,02/03/17 04:49:36 PM,2789.7,4.83,4515.2,2.4044
58,02/03/17 04:54:36 PM,2789.7,4.83,4515.2,2.4044
59,02/03/17 04:59:36 PM,2788.3,4.82,4514.2,2.4038
60,02/03/17 05:04:36 PM,2789.7,4.82,4516.5,2.4051
61,02/03/17 05:09:36 PM,2791.8,4.82,4519.9,2.4070
62,02/03/17 05:14:36 PM,2788.3,4.81,4515.5,2.4046
63,02/03/17 05:19:36 PM,2781.2,4.72,4515.5,2.4045
64,02/03/17 05:24:36 PM,2778.4,4.67,4517.3,2.4056
65,02/03/17 05:29:36 PM,2775.5,4.65,4515.1,2.4044
66,02/03/17 05:34:36 PM,2776.2,4.64,4517.6,2.4057
67,02/03/17 05:39:36 PM,2774.8,4.63,4516.6,2.4052
68,02/03/17 05:44:36 PM,2773.4,4.61,4516.8,2.4053
69,02/03/17 05:49:36 PM,2773.4,4.60,4518.1,2.4060
70,02/03/17 05:54:36 PM,2776.2,4.60,4522.7,2.4086
71,02/03/17 05:59:36 PM,2778.4,4.60,4526.3,2.4107
72,02/03/17 06:04:36 PM,2777.0,4.60,4524.0,2.4094
73,02/03/17 06:09:36 PM,2776.2,4.58,4525.2,2.4101
74,02/03/17 06:14:36 PM,2772.7,4.56,4522.1,2.4083
75,02/03/17 06:19:36 PM,2774.1,4.56,4524.4,2.4096
76,02/03/17 06:24:36 PM,2772.0,4.51,4527.4,2.4113
77,02/03/17 06:29:36 PM,2770.6,4.51,4525.1,2.4100
78,02/03/17 06:34:36 PM,2768.4,4.49,4524.1,2.4094
79,02/03/17 06:39:36 PM,2767.0,4.47,4524.3,2.4096
80,02/03/17 06:44:36 PM,2767.0,4.47,4524.3,2.4096
81,02/03/17 06:49:36 PM,2762.8,4.45,4520.0,2.4071
82,02/03/17 06:54:36 PM,2758.5,4.40,4519.4,2.4068
83,02/03/17 06:59:36 PM,2753.5,4.33,4520.2,2.4072
84,02/03/17 07:04:36 PM,2750.6,4.29,4520.6,2.4075
85,02/03/17 07:09:36 PM,2751.4,4.29,4521.9,2.4082
86,02/03/17 07:14:36 PM,2749.2,4.27,4520.9,2.4076
87,02/03/17 07:19:36 PM,2747.8,4.28,4517.3,2.4056
88,02/03/17 07:24:36 PM,2749.2,4.28,4519.6,2.4069
89,02/03/17 07:29:36 PM,2747.8,4.25,4521.2,2.4078
90,02/03/17 07:34:36 PM,2747.1,4.22,4523.9,2.4093
91,02/03/17 07:39:36 PM,2744.2,4.20,4521.7,2.4081
92,02/03/17 07:44:36 PM,2743.5,4.20,4520.6,2.4074
93,02/03/17 07:49:36 PM,2742.8,4.18,4522.0,2.4082
