"Plot Title: 10922142"
"#","Date Time, GMT-04:00","High Range, μS/cm (LGR S/N: 10922142, SEN S/N: 10922142)","Temp, °C (LGR S/N: 10922142, SEN S/N: 10922142)","Specific Conductance, μS/cm (LGR S/N: 10922142)","Salinity, ppt (LGR S/N: 10922142)"
1,06/12/17 04:59:36 PM,2684.0,35.10,2217.9,1.1338
2,06/12/17 05:04:36 PM,2665.2,35.03,2205.1,1.1269
3,06/12/17 05:09:36 PM,2682.5,34.82,2227.6,1.1390
4,06/12/17 05:14:36 PM,2676.8,34.68,2228.4,1.1394
5,06/12/17 05:19:36 PM,2668.1,34.57,2225.5,1.1378
6,06/12/17 05:24:36 PM,2663.1,34.47,2225.2,1.1377
7,06/12/17 05:29:36 PM,2656.5,34.34,2224.9,1.1375
8,06/12/17 05:34:36 PM,2655.1,34.29,2225.7,1.1379
9,06/12/17 05:39:36 PM,2652.2,34.22,2226.0,1.1381
10,06/12/17 05:44:36 PM,2650.0,34.18,2225.7,1.1380
11,06/12/17 05:49:36 PM,2645.7,34.07,2226.5,1.1384
12,06/12/17 05:54:36 PM,2640.6,33.96,2226.6,1.1384
13,06/12/17 05:59:36 PM,2638.4,33.93,2225.9,1.1381
14,06/12/17 06:04:36 PM,2634.8,33.85,2226.0,1.1381
15,06/12/17 06:09:36 PM,2630.4,33.77,2225.5,1.1379
16,06/12/17 06:14:36 PM,2625.3,33.67,2225.2,1.1377
17,06/12/17 06:19:36 PM,2621.0,33.57,2225.5,1.1379
18,06/12/17 06:24:36 PM,2618.0,33.50,2225.8,1.1380
19,06/12/17 06:29:36 PM,2612.9,33.41,2225.0,1.1376
20,06/12/17 06:34:36 PM,2604.9,33.26,2224.2,1.1372
21,06/12/17 06:39:36 PM,2598.4,33.13,2223.9,1.1370
22,06/12/17 06:44:36 PM,2592.5,33.06,2221.6,1.1358
23,06/12/17 06:49:36 PM,2587.4,32.95,2221.7,1.1358
24,06/12/17 06:54:36 PM,2580.8,32.84,2220.4,1.1351
25,06/12/17 06:59:36 PM,2572.7,32.69,2219.5,1.1346
26,06/12/17 07:04:36 PM,2564.7,32.56,2217.8,1.1337
27,06/12/17 07:09:36 PM,2561.0,32.47,2218.3,1.1340
28,06/12/17 07:14:36 PM,2554.4,32.36,2217.0,1.1333
29,06/12/17 07:19:36 PM,2551.4,32.29,2217.2,1.1334
30,06/12/17 07:24:36 PM,2547.7,32.20,2217.7,1.1336
31,06/12/17 07:29:36 PM,2544.8,32.16,2216.8,1.1332
32,06/12/17 07:34:36 PM,2540.4,32.08,2216.2,1.1328
33,06/12/17 07:39:36 PM,2536.0,32.00,2215.6,1.1325
34,06/12/17 07:44:36 PM,2533.0,31.93,2215.8,1.1326
35,06/12/17 07:49:36 PM,2521.9,31.86,2208.9,1.1289
36,06/12/17 07:54:36 PM,2524.1,31.73,2216.2,1.1328
37,06/12/17 07:59:36 PM,2519.7,31.65,2215.6,1.1325
38,06/12/17 08:04:36 PM,2515.3,31.59,2214.1,1.1317
39,06/12/17 08:09:36 PM,2506.4,31.50,2210.0,1.1295
40,06/12/17 08:14:36 PM,2504.9,31.40,2212.7,1.1310
41,06/12/17 08:19:36 PM,2499.0,31.29,2212.0,1.1306
42,06/12/17 08:24:36 PM,2494.5,31.21,2211.3,1.1302
43,06/12/17 08:29:36 PM,2484.2,31.01,2210.4,1.1297
44,06/12/17 08:34:36 PM,2478.2,30.92,2208.8,1.1288
45,06/12/17 08:39:36 PM,2473.0,30.80,2209.1,1.1290
46,06/12/17 08:44:36 PM,2464.1,30.64,2207.7,1.1283
47,06/12/17 08:49:36 PM,2457.4,30.50,2207.5,1.1282
48,06/12/17 08:54:36 PM,2451.4,30.39,2206.6,1.1277
49,06/12/17 08:59:36 PM,2445.4,30.29,2205.4,1.1270
50,06/12/17 09:04:36 PM,2440.2,30.17,2205.7,1.1272
51,06/12/17 09:09:36 PM,2435.7,30.10,2204.5,1.1266
52,06/12/17 09:14:36 PM,2430.5,30.00,2203.9,1.1263
53,06/12/17 09:19:36 PM,2427.5,29.91,2205.0,1.1268
54,06/12/17 09:24:36 PM,2422.3,29.84,2203.2,1.1258
55,06/12/17 09:29:36 PM,2419.3,29.78,2202.9,1.1257
56,06/12/17 09:34:36 PM,2414.8,29.71,2201.7,1.1251
57,06/12/17 09:39:36 PM,2412.5,29.64,2202.6,1.1255
58,06/12/17 09:44:36 PM,2411.0,29.59,2203.3,1.1259
59,06/12/17 09:49:36 PM,2404.3,29.55,2198.8,1.1235
60,06/12/17 09:54:36 PM,2402.8,29.48,2200.4,1.1243
61,06/12/17 09:59:36 PM,2391.5,29.31,2197.1,1.1226
62,06/12/17 10:04:36 PM,2387.0,29.21,2197.2,1.1226
63,06/12/17 10:09:36 PM,2381.7,29.12,2196.1,1.1220
64,06/12/17 10:14:36 PM,2378.7,29.01,2197.9,1.1230
65,06/12/17 10:19:36 PM,2372.7,28.87,2198.3,1.1232
66,06/12/17 10:24:36 PM,2370.4,28.81,2198.7,1.1234
67,06/12/17 10:29:36 PM,2368.2,28.80,2197.1,1.1226
68,06/12/17 10:34:36 PM,2365.9,28.74,2197.5,1.1228
69,06/12/17 10:39:36 PM,2362.9,28.69,2196.8,1.1224
70,06/12/17 10:44:36 PM,2361.4,28.63,2197.9,1.1230
71,06/12/17 10:49:36 PM,2357.6,28.56,2197.3,1.1227
72,06/12/17 10:54:36 PM,2354.6,28.52,2196.2,1.1221
73,06/12/17 10:59:36 PM,2353.1,28.45,2197.8,1.1230
74,06/12/17 11:04:36 PM,2350.1,28.38,2198.0,1.1231
75,06/12/17 11:09:36 PM,2350.1,28.40,2197.1,1.1226
76,06/12/17 11:14:36 PM,2347.8,28.35,2197.1,1.1226
77,06/12/17 11:19:36 PM,2350.1,28.30,2201.4,1.1249
