"Plot Title: 10922142"
"#","Date Time, GMT-04:00","High Range, μS/cm (LGR S/N: 10922142, SEN S/N: 10922142)","Temp, °C (LGR S/N: 10922142, SEN S/N: 10922142)","Specific Conductance, μS/cm (LGR S/N: 10922142)","Salinity, ppt (LGR S/N: 10922142)"
1,04/28/17 09:14:36 AM,2197.9,21.68,2355.1,1.2077
2,04/28/17 09:19:36 AM,2184.8,21.56,2347.0,1.2033
3,04/28/17 09:24:36 AM,2186.3,21.63,2345.1,1.2023
4,04/28/17 09:29:36 AM,2186.3,21.67,2343.1,1.2012
5,04/28/17 09:34:36 AM,2193.3,21.67,2350.6,1.2053
6,04/28/17 09:39:36 AM,2197.1,21.72,2352.2,1.2061
7,04/28/17 09:44:36 AM,2204.0,21.86,2352.6,1.2063
8,04/28/17 09:49:36 AM,2208.6,21.90,2355.5,1.2079
9,04/28/17 09:54:36 AM,2213.9,22.00,2356.1,1.2082
10,04/28/17 09:59:36 AM,2200.9,22.07,2338.8,1.1989
11,04/28/17 10:04:36 AM,2196.3,22.17,2329.0,1.1936
12,04/28/17 10:09:36 AM,2196.3,22.19,2328.0,1.1931
13,04/28/17 10:14:36 AM,2200.2,22.28,2327.7,1.1929
14,04/28/17 10:19:36 AM,2198.6,22.29,2325.5,1.1917
15,04/28/17 10:24:36 AM,2202.5,22.39,2324.7,1.1913
16,04/28/17 10:29:36 AM,2207.1,22.51,2323.7,1.1907
17,04/28/17 10:34:36 AM,2213.2,22.61,2325.2,1.1916
18,04/28/17 10:39:36 AM,2217.8,22.64,2328.6,1.1934
19,04/28/17 10:44:36 AM,2220.1,22.60,2332.9,1.1957
20,04/28/17 10:49:36 AM,2233.1,22.68,2342.7,1.2010
21,04/28/17 10:54:36 AM,2236.9,22.87,2337.3,1.1981
22,04/28/17 10:59:36 AM,2245.3,23.00,2339.7,1.1994
23,04/28/17 11:04:36 AM,2250.6,23.14,2338.4,1.1987
24,04/28/17 11:09:36 AM,2255.2,23.14,2343.2,1.2013
25,04/28/17 11:14:36 AM,2260.5,23.23,2344.3,1.2018
26,04/28/17 11:19:36 AM,2285.7,23.55,2354.7,1.2075
27,04/28/17 11:24:36 AM,2287.9,23.61,2354.0,1.2071
28,04/28/17 11:29:36 AM,2301.6,23.84,2356.9,1.2087
29,04/28/17 11:34:36 AM,2305.4,23.98,2354.0,1.2071
30,04/28/17 11:39:36 AM,2310.0,24.06,2354.8,1.2075
31,04/28/17 11:44:36 AM,2319.8,24.17,2359.4,1.2100
32,04/28/17 11:49:36 AM,2344.8,24.42,2372.7,1.2172
33,04/28/17 11:54:36 AM,2347.1,24.37,2377.4,1.2198
34,04/28/17 11:59:36 AM,2362.9,24.49,2387.6,1.2252
35,04/28/17 12:04:36 PM,2368.2,24.62,2386.6,1.2247
