"Plot Title: 10922142"
"#","Date Time, GMT-04:00","High Range, μS/cm (LGR S/N: 10922142, SEN S/N: 10922142)","Temp, °C (LGR S/N: 10922142, SEN S/N: 10922142)","Specific Conductance, μS/cm (LGR S/N: 10922142)","Salinity, ppt (LGR S/N: 10922142)"
1,06/27/17 11:04:36 AM,193.6,25.28,192.5,0.0940
2,06/27/17 11:09:36 AM,971.9,25.78,956.7,0.4711
3,06/27/17 11:14:36 AM,744.7,25.97,730.3,0.3564
4,06/27/17 11:19:36 AM,1043.5,25.17,1039.9,0.5137
5,06/27/17 11:24:36 AM,674.0,25.43,668.2,0.3253
6,06/27/17 11:29:36 AM,1919.1,25.85,1886.5,0.9565
7,06/27/17 11:34:36 AM,1947.2,26.25,1898.9,0.9631
8,06/27/17 11:39:36 AM,2434.2,26.60,2357.3,1.2089
9,06/27/17 11:44:36 AM,2143.3,26.91,2062.9,1.0506
10,06/27/17 11:49:36 AM,2482.7,27.37,2368.1,1.2147
11,06/27/17 11:54:36 AM,2235.4,27.23,2138.1,1.0909
12,06/27/17 11:59:36 AM,2362.1,27.37,2253.1,1.1527
13,06/27/17 12:04:36 PM,1559.0,27.41,1485.8,0.7449
14,06/27/17 12:09:36 PM,1458.9,27.52,1387.4,0.6935
15,06/27/17 12:14:36 PM,1548.9,27.70,1467.9,0.7355
16,06/27/17 12:19:36 PM,2438.0,27.97,2298.4,1.1771
17,06/27/17 12:24:36 PM,1066.8,27.65,1012.0,0.4993
18,06/27/17 12:29:36 PM,1078.4,27.94,1017.2,0.5020
19,06/27/17 12:34:36 PM,1138.7,28.16,1069.5,0.5288
20,06/27/17 12:39:36 PM,2094.7,28.42,1957.6,0.9944
21,06/27/17 12:44:36 PM,2234.6,28.66,2078.7,1.0591
22,06/27/17 12:49:36 PM,2060.6,28.56,1920.5,0.9746
23,06/27/17 12:54:36 PM,2243.0,28.47,2094.2,1.0674
24,06/27/17 12:59:36 PM,2326.6,28.98,2151.0,1.0978
25,06/27/17 01:04:36 PM,2548.5,29.19,2346.8,1.2032
26,06/27/17 01:09:36 PM,2488.6,29.16,2292.9,1.1741
27,06/27/17 01:14:36 PM,2120.9,29.28,1949.6,0.9901
28,06/27/17 01:19:36 PM,2026.5,29.05,1871.0,0.9483
29,06/27/17 01:24:36 PM,2652.9,29.39,2433.6,1.2501
30,06/27/17 01:29:36 PM,2649.3,29.50,2425.2,1.2456
31,06/27/17 01:34:36 PM,2569.8,29.60,2348.0,1.2038
32,06/27/17 01:39:36 PM,2677.5,29.70,2441.8,1.2545
33,06/27/17 01:44:36 PM,2788.3,30.17,2520.3,1.2971
34,06/27/17 01:49:36 PM,2659.4,29.79,2421.1,1.2434
35,06/27/17 01:54:36 PM,2747.1,30.43,2471.0,1.2704
36,06/27/17 01:59:36 PM,2663.1,30.18,2406.7,1.2356
37,06/27/17 02:04:36 PM,2429.0,30.27,2191.4,1.1195
38,06/27/17 02:09:36 PM,2418.5,30.29,2181.1,1.1140
39,06/27/17 02:14:36 PM,2719.9,30.43,2446.5,1.2571
40,06/27/17 02:19:36 PM,2652.2,30.51,2382.0,1.2222
41,06/27/17 02:24:36 PM,2728.5,30.24,2463.0,1.2660
42,06/27/17 02:29:36 PM,2910.1,30.36,2621.1,1.3518
43,06/27/17 02:34:36 PM,2881.6,30.68,2579.9,1.3294
44,06/27/17 02:39:36 PM,2790.4,30.39,2511.8,1.2925
45,06/27/17 02:44:36 PM,2351.6,30.20,2124.4,1.0835
46,06/27/17 02:49:36 PM,2762.8,30.45,2484.2,1.2775
47,06/27/17 02:54:36 PM,2891.4,30.50,2597.4,1.3390
48,06/27/17 02:59:36 PM,2904.6,30.58,2605.4,1.3433
49,06/27/17 03:04:36 PM,1325.2,30.09,1199.6,0.5959
50,06/27/17 03:09:36 PM,2871.9,30.92,2559.7,1.3185
51,06/27/17 03:14:36 PM,2962.4,31.14,2629.6,1.3565
52,06/27/17 03:19:36 PM,3267.0,30.71,2923.4,1.5169
53,06/27/17 03:24:36 PM,3171.9,30.20,2865.5,1.4852
54,06/27/17 03:29:36 PM,694.5,29.78,632.3,0.3074
55,06/27/17 03:34:36 PM,332.9,29.66,303.8,0.1466
56,06/27/17 03:39:36 PM,236.1,28.45,220.5,0.1071
57,06/27/17 03:44:36 PM,193.1,24.70,194.3,0.0948
58,06/27/17 03:49:36 PM,2208.6,29.55,2019.8,1.0276
59,06/27/17 03:54:36 PM,208.2,28.51,194.2,0.0948
60,06/27/17 03:59:36 PM,209.8,27.80,198.4,0.0968
61,06/27/17 04:04:36 PM,620.8,28.85,575.3,0.2791
62,06/27/17 04:09:36 PM,839.0,29.49,768.1,0.3755
63,06/27/17 04:14:36 PM,712.2,29.71,649.3,0.3159
64,06/27/17 04:19:36 PM,658.1,29.82,598.7,0.2907
65,06/27/17 04:24:36 PM,2555.1,30.14,2310.8,1.1838
66,06/27/17 04:29:36 PM,2827.8,30.64,2533.6,1.3043
67,06/27/17 04:34:36 PM,2532.3,30.57,2271.8,1.1628
68,06/27/17 04:39:36 PM,2521.2,30.32,2272.5,1.1631
69,06/27/17 04:44:36 PM,2511.6,30.33,2263.4,1.1582
70,06/27/17 04:49:36 PM,2839.7,30.61,2545.7,1.3109
71,06/27/17 04:54:36 PM,2932.2,30.89,2614.9,1.3485
72,06/27/17 04:59:36 PM,3086.1,30.78,2757.9,1.4263
73,06/27/17 05:04:36 PM,3113.3,30.61,2791.0,1.4445
74,06/27/17 05:09:36 PM,3407.2,30.53,3059.1,1.5914
75,06/27/17 05:14:36 PM,3458.1,30.79,3089.8,1.6083
76,06/27/17 05:19:36 PM,3343.7,30.47,3005.5,1.5619
77,06/27/17 05:24:36 PM,3134.5,30.15,2834.4,1.4682
78,06/27/17 05:29:36 PM,3251.0,30.00,2948.1,1.5304
79,06/27/17 05:34:36 PM,3259.3,30.04,2953.4,1.5333
80,06/27/17 05:39:36 PM,3172.6,29.50,2904.3,1.5065
81,06/27/17 05:44:36 PM,2514.5,30.00,2280.1,1.1672
82,06/27/17 05:49:36 PM,1823.8,30.22,1646.9,0.8296
83,06/27/17 05:54:36 PM,2359.9,29.85,2146.0,1.0951
84,06/27/17 05:59:36 PM,2280.3,30.04,2066.2,1.0524
85,06/27/17 06:04:36 PM,2370.4,30.09,2145.8,1.0950
86,06/27/17 06:09:36 PM,2341.8,30.29,2111.9,1.0769
87,06/27/17 06:14:36 PM,2164.8,30.54,1943.1,0.9867
88,06/27/17 06:19:36 PM,2024.2,30.40,1821.7,0.9221
89,06/27/17 06:24:36 PM,2020.3,30.69,1808.3,0.9150
90,06/27/17 06:29:36 PM,1475.2,30.64,1321.6,0.6592
91,06/27/17 06:34:36 PM,1506.2,30.98,1340.9,0.6692
92,06/27/17 06:39:36 PM,1304.6,30.74,1166.6,0.5788
93,06/27/17 06:44:36 PM,1236.5,30.13,1118.4,0.5540
94,06/27/17 06:49:36 PM,1241.8,29.64,1133.7,0.5619
95,06/27/17 06:54:36 PM,1096.0,29.41,1004.9,0.4958
96,06/27/17 06:59:36 PM,1758.9,29.24,1618.1,0.8144
97,06/27/17 07:04:36 PM,1058.0,29.46,969.2,0.4775
98,06/27/17 07:09:36 PM,1332.1,29.52,1218.9,0.6059
99,06/27/17 07:14:36 PM,1306.9,29.73,1191.1,0.5915
100,06/27/17 07:19:36 PM,1413.4,29.96,1282.5,0.6389
101,06/27/17 07:24:36 PM,1228.2,30.69,1099.3,0.5442
102,06/27/17 07:29:36 PM,1672.9,30.78,1494.8,0.7496
103,06/27/17 07:34:36 PM,1654.9,31.16,1468.3,0.7357
104,06/27/17 07:39:36 PM,1727.7,30.22,1560.1,0.7839
105,06/27/17 07:44:36 PM,2871.9,29.84,2612.1,1.3470
106,06/27/17 07:49:36 PM,3186.3,30.14,2881.8,1.4941
107,06/27/17 07:54:36 PM,3221.4,29.70,2937.9,1.5248
108,06/27/17 07:59:36 PM,3396.0,29.45,3111.8,1.6204
109,06/27/17 08:04:36 PM,1193.0,27.30,1139.5,0.5648
110,06/27/17 08:09:36 PM,266.6,27.33,254.5,0.1231
111,06/27/17 08:14:36 PM,938.8,27.45,894.0,0.4392
112,06/27/17 08:19:36 PM,1116.5,27.26,1067.2,0.5277
113,06/27/17 08:24:36 PM,476.0,27.34,454.3,0.2195
114,06/27/17 08:29:36 PM,516.0,26.96,496.1,0.2400
115,06/27/17 08:34:36 PM,386.1,26.91,371.6,0.1792
116,06/27/17 08:39:36 PM,242.2,27.18,231.9,0.1125
117,06/27/17 08:44:36 PM,329.8,26.89,317.5,0.1532
118,06/27/17 08:49:36 PM,310.8,26.69,300.4,0.1450
119,06/27/17 08:54:36 PM,286.3,26.25,279.2,0.1349
120,06/27/17 08:59:36 PM,418.5,26.07,409.6,0.1977
121,06/27/17 09:04:36 PM,410.1,25.43,406.5,0.1962
122,06/27/17 09:09:36 PM,549.9,25.60,543.3,0.2632
123,06/27/17 09:14:36 PM,590.9,24.95,591.5,0.2871
124,06/27/17 09:19:36 PM,393.3,25.35,390.5,0.1884
125,06/27/17 09:24:36 PM,330.6,24.78,332.1,0.1602
126,06/27/17 09:29:36 PM,304.0,24.78,305.4,0.1474
127,06/27/17 09:34:36 PM,572.5,24.77,575.2,0.2790
128,06/27/17 09:39:36 PM,474.0,24.76,476.3,0.2303
129,06/27/17 09:44:36 PM,326.0,24.92,326.5,0.1575
130,06/27/17 09:49:36 PM,284.0,24.95,284.3,0.1373
131,06/27/17 09:54:36 PM,319.6,24.77,321.1,0.1549
132,06/27/17 09:59:36 PM,338.0,25.09,337.4,0.1627
133,06/27/17 10:04:36 PM,306.5,24.88,307.2,0.1483
134,06/27/17 10:09:36 PM,388.8,24.89,389.7,0.1880
135,06/27/17 10:14:36 PM,346.0,25.11,345.2,0.1665
136,06/27/17 10:19:36 PM,258.2,24.91,258.7,0.1251
137,06/27/17 10:24:36 PM,259.0,24.28,262.8,0.1271
138,06/27/17 10:29:36 PM,247.8,23.95,253.2,0.1225
139,06/27/17 10:34:36 PM,215.1,21.79,230.0,0.1116
140,06/27/17 10:39:36 PM,188.6,20.63,206.7,0.1007
141,06/27/17 10:44:36 PM,228.3,20.92,248.7,0.1204
142,06/27/17 10:49:36 PM,0.0,20.81,0.0,0.0123
143,06/27/17 10:54:36 PM,0.0,21.28,0.0,0.0123
144,06/27/17 10:59:36 PM,0.0,21.38,0.0,0.0123
145,06/27/17 11:04:36 PM,0.0,21.32,0.0,0.0123
146,06/27/17 11:09:36 PM,0.0,21.47,0.0,0.0123
147,06/27/17 11:14:36 PM,0.0,21.43,0.0,0.0123
148,06/27/17 11:19:36 PM,0.0,21.17,0.0,0.0123
149,06/27/17 11:24:36 PM,0.0,21.11,0.0,0.0123
150,06/27/17 11:29:36 PM,0.0,21.18,0.0,0.0123
151,06/27/17 11:34:36 PM,0.0,21.39,0.0,0.0123
152,06/27/17 11:39:36 PM,0.0,21.60,0.0,0.0123
153,06/27/17 11:44:36 PM,0.0,21.50,0.0,0.0123
154,06/27/17 11:49:36 PM,0.0,21.47,0.0,0.0123
155,06/27/17 11:54:36 PM,0.0,21.56,0.0,0.0123
156,06/27/17 11:59:36 PM,0.0,21.32,0.0,0.0123
157,06/28/17 12:04:36 AM,0.0,21.09,0.0,0.0123
158,06/28/17 12:09:36 AM,0.0,20.98,0.0,0.0123
159,06/28/17 12:14:36 AM,0.0,20.80,0.0,0.0123
160,06/28/17 12:19:36 AM,0.0,20.74,0.0,0.0123
161,06/28/17 12:24:36 AM,0.0,20.71,0.0,0.0123
162,06/28/17 12:29:36 AM,0.0,20.75,0.0,0.0123
163,06/28/17 12:34:36 AM,0.0,20.62,0.0,0.0123
164,06/28/17 12:39:36 AM,0.0,20.60,0.0,0.0123
165,06/28/17 12:44:36 AM,0.0,20.52,0.0,0.0123
166,06/28/17 12:49:36 AM,0.0,20.57,0.0,0.0123
167,06/28/17 12:54:36 AM,0.0,20.53,0.0,0.0123
168,06/28/17 12:59:36 AM,0.0,20.50,0.0,0.0123
169,06/28/17 01:04:36 AM,0.0,20.50,0.0,0.0123
170,06/28/17 01:09:36 AM,0.0,20.59,0.0,0.0123
171,06/28/17 01:14:36 AM,0.0,20.32,0.0,0.0123
172,06/28/17 01:19:36 AM,0.0,20.37,0.0,0.0123
173,06/28/17 01:24:36 AM,0.0,20.17,0.0,0.0123
174,06/28/17 01:29:36 AM,0.0,20.17,0.0,0.0123
175,06/28/17 01:34:36 AM,0.0,20.06,0.0,0.0123
176,06/28/17 01:39:36 AM,0.0,20.16,0.0,0.0123
177,06/28/17 01:44:36 AM,0.0,20.09,0.0,0.0123
178,06/28/17 01:49:36 AM,0.0,20.02,0.0,0.0123
179,06/28/17 01:54:36 AM,0.0,20.05,0.0,0.0123
180,06/28/17 01:59:36 AM,0.0,20.08,0.0,0.0123
181,06/28/17 02:04:36 AM,0.0,20.09,0.0,0.0123
182,06/28/17 02:09:36 AM,0.0,20.08,0.0,0.0123
183,06/28/17 02:14:36 AM,0.0,20.03,0.0,0.0123
184,06/28/17 02:19:36 AM,0.0,20.09,0.0,0.0123
185,06/28/17 02:24:36 AM,0.0,19.87,0.0,0.0123
186,06/28/17 02:29:36 AM,0.0,19.83,0.0,0.0123
187,06/28/17 02:34:36 AM,0.0,19.95,0.0,0.0123
188,06/28/17 02:39:36 AM,0.0,20.05,0.0,0.0123
189,06/28/17 02:44:36 AM,0.0,19.98,0.0,0.0123
190,06/28/17 02:49:36 AM,0.0,19.83,0.0,0.0123
191,06/28/17 02:54:36 AM,0.0,19.81,0.0,0.0123
192,06/28/17 02:59:36 AM,0.0,19.72,0.0,0.0123
193,06/28/17 03:04:36 AM,0.0,19.69,0.0,0.0123
194,06/28/17 03:09:36 AM,0.0,19.73,0.0,0.0123
195,06/28/17 03:14:36 AM,0.0,19.83,0.0,0.0123
196,06/28/17 03:19:36 AM,0.0,19.76,0.0,0.0123
197,06/28/17 03:24:36 AM,0.0,19.65,0.0,0.0123
198,06/28/17 03:29:36 AM,0.0,19.56,0.0,0.0123
199,06/28/17 03:34:36 AM,0.0,19.55,0.0,0.0123
200,06/28/17 03:39:36 AM,0.0,19.63,0.0,0.0123
201,06/28/17 03:44:36 AM,0.0,19.55,0.0,0.0123
202,06/28/17 03:49:36 AM,0.0,19.40,0.0,0.0123
203,06/28/17 03:54:36 AM,0.0,19.42,0.0,0.0123
204,06/28/17 03:59:36 AM,0.0,19.29,0.0,0.0123
205,06/28/17 04:04:36 AM,0.0,19.36,0.0,0.0123
206,06/28/17 04:09:36 AM,0.0,19.36,0.0,0.0123
207,06/28/17 04:14:36 AM,0.0,19.36,0.0,0.0123
208,06/28/17 04:19:36 AM,0.0,19.26,0.0,0.0123
209,06/28/17 04:24:36 AM,0.0,19.26,0.0,0.0123
210,06/28/17 04:29:36 AM,0.0,19.25,0.0,0.0123
211,06/28/17 04:34:36 AM,0.0,19.25,0.0,0.0123
212,06/28/17 04:39:36 AM,0.0,19.25,0.0,0.0123
213,06/28/17 04:44:36 AM,0.0,19.13,0.0,0.0123
214,06/28/17 04:49:36 AM,0.0,19.11,0.0,0.0123
215,06/28/17 04:54:36 AM,0.0,19.08,0.0,0.0123
216,06/28/17 04:59:36 AM,0.0,19.11,0.0,0.0123
217,06/28/17 05:04:36 AM,0.0,18.93,0.0,0.0123
218,06/28/17 05:09:36 AM,0.0,18.98,0.0,0.0123
219,06/28/17 05:14:36 AM,0.0,18.90,0.0,0.0123
220,06/28/17 05:19:36 AM,0.0,18.84,0.0,0.0123
221,06/28/17 05:24:36 AM,0.0,18.89,0.0,0.0123
222,06/28/17 05:29:36 AM,0.0,18.79,0.0,0.0123
223,06/28/17 05:34:36 AM,0.0,18.94,0.0,0.0123
224,06/28/17 05:39:36 AM,0.0,18.82,0.0,0.0123
225,06/28/17 05:44:36 AM,0.0,18.73,0.0,0.0123
226,06/28/17 05:49:36 AM,0.0,18.83,0.0,0.0123
