"Plot Title: 10922142"
"#","Date Time, GMT-04:00","High Range, μS/cm (LGR S/N: 10922142, SEN S/N: 10922142)","Temp, °C (LGR S/N: 10922142, SEN S/N: 10922142)","Specific Conductance, μS/cm (LGR S/N: 10922142)","Salinity, ppt (LGR S/N: 10922142)"
1,06/02/17 10:54:36 AM,1886.4,26.58,1827.5,0.9252
2,06/02/17 10:59:36 AM,1905.9,26.94,1833.3,0.9282
3,06/02/17 11:04:36 AM,1923.0,27.25,1838.5,0.9310
4,06/02/17 11:09:36 AM,1924.6,27.27,1839.3,0.9314
5,06/02/17 11:14:36 AM,1933.2,27.41,1842.5,0.9331
6,06/02/17 11:19:36 AM,1933.9,27.45,1841.7,0.9327
7,06/02/17 11:24:36 AM,1930.8,27.48,1837.7,0.9305
8,06/02/17 11:29:36 AM,1935.5,27.52,1840.7,0.9322
9,06/02/17 11:34:36 AM,1944.9,27.68,1843.9,0.9338
10,06/02/17 11:39:36 AM,1952.6,27.81,1846.5,0.9352
11,06/02/17 11:44:36 AM,1958.1,27.87,1849.5,0.9368
12,06/02/17 11:49:36 AM,1971.3,28.08,1854.4,0.9394
13,06/02/17 11:54:36 AM,1980.7,28.22,1858.2,0.9415
14,06/02/17 11:59:36 AM,1988.5,28.34,1861.2,0.9430
15,06/02/17 12:04:36 PM,2001.7,28.59,1864.5,0.9448
16,06/02/17 12:09:36 PM,1995.5,28.42,1864.9,0.9450
17,06/02/17 12:14:36 PM,2003.2,28.58,1866.3,0.9457
18,06/02/17 12:19:36 PM,2011.0,28.69,1869.6,0.9475
19,06/02/17 12:24:36 PM,2018.0,28.78,1872.9,0.9492
20,06/02/17 12:29:36 PM,2021.1,28.83,1873.9,0.9498
21,06/02/17 12:34:36 PM,2029.6,29.01,1875.3,0.9506
22,06/02/17 12:39:36 PM,2042.8,29.20,1880.7,0.9534
23,06/02/17 12:44:36 PM,2049.0,29.35,1881.0,0.9536
24,06/02/17 12:49:36 PM,2049.8,29.28,1884.3,0.9553
25,06/02/17 12:54:36 PM,2052.9,29.31,1886.0,0.9562
26,06/02/17 12:59:36 PM,2055.2,29.37,1886.0,0.9562
27,06/02/17 01:04:36 PM,2050.6,29.25,1886.1,0.9563
28,06/02/17 01:09:36 PM,2053.7,29.30,1887.1,0.9568
29,06/02/17 01:14:36 PM,2053.7,29.28,1887.8,0.9572
30,06/02/17 01:19:36 PM,2059.9,29.41,1888.9,0.9577
31,06/02/17 01:24:36 PM,2058.3,29.43,1886.7,0.9566
32,06/02/17 01:29:36 PM,2066.1,29.53,1890.2,0.9585
33,06/02/17 01:34:36 PM,2070.7,29.60,1891.9,0.9594
34,06/02/17 01:39:36 PM,2069.2,29.63,1889.5,0.9581
35,06/02/17 01:44:36 PM,2072.3,29.67,1890.9,0.9588
36,06/02/17 01:49:36 PM,2080.0,29.79,1893.6,0.9603
37,06/02/17 01:54:36 PM,2085.4,29.89,1894.9,0.9610
38,06/02/17 01:59:36 PM,2089.3,30.00,1894.5,0.9608
39,06/02/17 02:04:36 PM,2095.5,30.13,1895.5,0.9613
40,06/02/17 02:09:36 PM,2097.0,30.18,1895.0,0.9610
41,06/02/17 02:14:36 PM,2097.0,30.24,1892.9,0.9599
42,06/02/17 02:19:36 PM,2091.6,30.15,1891.2,0.9590
43,06/02/17 02:24:36 PM,2084.6,30.09,1887.0,0.9568
44,06/02/17 02:29:36 PM,2079.2,30.03,1884.3,0.9553
45,06/02/17 02:34:36 PM,2078.4,30.02,1883.9,0.9551
46,06/02/17 02:39:36 PM,2069.9,29.91,1880.1,0.9531
47,06/02/17 02:44:36 PM,2066.8,29.86,1879.1,0.9525
48,06/02/17 02:49:36 PM,2069.2,29.95,1878.1,0.9520
49,06/02/17 02:54:36 PM,2068.4,29.95,1877.3,0.9516
50,06/02/17 02:59:36 PM,2067.6,29.99,1875.2,0.9505
51,06/02/17 03:04:36 PM,2068.4,30.04,1874.1,0.9499
52,06/02/17 03:09:36 PM,2069.2,30.09,1873.1,0.9494
53,06/02/17 03:14:36 PM,2069.2,30.11,1872.4,0.9490
54,06/02/17 03:19:36 PM,2070.7,30.18,1871.3,0.9484
55,06/02/17 03:24:36 PM,2070.7,30.22,1869.9,0.9477
56,06/02/17 03:29:36 PM,2071.5,30.28,1868.5,0.9469
57,06/02/17 03:34:36 PM,2073.8,30.40,1866.3,0.9458
58,06/02/17 03:39:36 PM,2073.8,30.47,1863.9,0.9445
59,06/02/17 03:44:36 PM,2076.9,30.62,1861.4,0.9432
60,06/02/17 03:49:36 PM,2076.1,30.68,1858.6,0.9417
61,06/02/17 03:54:36 PM,2074.6,30.74,1855.2,0.9399
62,06/02/17 03:59:36 PM,2064.5,30.69,1847.9,0.9360
63,06/02/17 04:04:36 PM,2057.5,30.60,1844.7,0.9343
64,06/02/17 04:09:36 PM,2053.7,30.49,1845.1,0.9345
65,06/02/17 04:14:36 PM,2050.6,30.38,1846.2,0.9350
66,06/02/17 04:19:36 PM,2127.9,30.32,1917.9,0.9732
67,06/02/17 04:24:36 PM,2125.6,30.28,1917.3,0.9729
68,06/02/17 04:29:36 PM,2123.3,30.21,1917.7,0.9731
69,06/02/17 04:34:36 PM,2114.8,30.09,1914.4,0.9713
70,06/02/17 04:39:36 PM,2114.8,30.06,1915.5,0.9719
71,06/02/17 04:44:36 PM,2111.7,30.02,1914.1,0.9712
72,06/02/17 04:49:36 PM,2107.0,29.97,1911.6,0.9699
73,06/02/17 04:54:36 PM,2103.2,29.92,1910.0,0.9690
74,06/02/17 04:59:36 PM,2100.1,29.85,1909.7,0.9688
75,06/02/17 05:04:36 PM,2099.3,29.84,1909.3,0.9687
76,06/02/17 05:09:36 PM,2093.9,29.75,1907.7,0.9678
77,06/02/17 05:14:36 PM,2093.9,29.74,1908.0,0.9680
78,06/02/17 05:19:36 PM,2090.8,29.67,1907.7,0.9678
79,06/02/17 05:24:36 PM,2090.0,29.61,1909.2,0.9686
80,06/02/17 05:29:36 PM,2090.8,29.60,1910.3,0.9692
81,06/02/17 05:34:36 PM,2090.0,29.60,1909.5,0.9688
82,06/02/17 05:39:36 PM,2086.2,29.53,1908.6,0.9683
83,06/02/17 05:44:36 PM,2085.4,29.50,1909.0,0.9685
84,06/02/17 05:49:36 PM,2082.3,29.46,1907.6,0.9677
85,06/02/17 05:54:36 PM,2079.2,29.38,1907.6,0.9677
86,06/02/17 05:59:36 PM,2077.7,29.34,1907.7,0.9678
87,06/02/17 06:04:36 PM,2075.4,29.30,1907.1,0.9674
88,06/02/17 06:09:36 PM,2071.5,29.20,1907.1,0.9675
89,06/02/17 06:14:36 PM,2067.6,29.10,1907.2,0.9675
90,06/02/17 06:19:36 PM,2069.2,29.10,1908.6,0.9683
91,06/02/17 06:24:36 PM,2070.7,29.12,1909.3,0.9686
92,06/02/17 06:29:36 PM,2067.6,29.03,1909.7,0.9689
93,06/02/17 06:34:36 PM,2068.4,29.03,1910.5,0.9692
